Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NO,13-0,1,32.5%,1,30.7%,1,28.5%,1,28.0%,10,-6.5%,12,-3.7%,27,-2.5%,23,-1.0%
PHI,9-4,2,30.9%,2,29.6%,13,10.3%,11,11.6%,4,-13.4%,5,-10.2%,2,7.2%,1,7.8%
IND,13-0,3,29.4%,4,27.6%,3,22.3%,4,21.4%,8,-7.6%,8,-6.7%,19,-0.5%,20,-0.5%
NE,8-5,4,28.9%,5,27.2%,2,26.7%,2,24.8%,17,-0.3%,18,0.4%,10,1.9%,9,2.7%
MIN,11-2,5,27.6%,3,27.7%,8,13.2%,7,14.3%,9,-7.3%,7,-7.4%,3,7.1%,3,6.1%
BAL,7-6,6,24.8%,8,23.2%,7,13.6%,13,11.3%,6,-9.4%,6,-8.3%,12,1.9%,7,3.6%
ARI,8-5,7,23.3%,6,24.5%,9,11.7%,8,14.2%,7,-7.9%,10,-5.2%,5,3.8%,4,5.2%
GB,9-4,8,23.3%,7,23.4%,6,15.1%,6,16.0%,2,-18.3%,2,-18.9%,32,-10.1%,32,-11.4%
DAL,8-5,9,20.0%,9,21.2%,4,21.5%,5,20.2%,19,2.1%,17,-1.1%,16,0.6%,17,0.0%
DEN,8-5,10,13.9%,12,10.4%,19,0.6%,20,-2.1%,3,-14.7%,3,-12.8%,24,-1.4%,19,-0.2%
HOU,6-7,11,12.7%,10,16.7%,12,11.0%,9,12.6%,18,0.7%,16,-2.0%,8,2.4%,12,2.1%
SD,10-3,12,9.5%,11,15.1%,5,19.3%,3,24.2%,26,9.0%,25,8.0%,22,-0.9%,25,-1.1%
NYG,7-6,13,9.0%,15,5.6%,11,11.5%,10,11.7%,16,-1.1%,19,1.8%,28,-3.5%,29,-4.4%
PIT,6-7,14,8.9%,14,6.8%,10,11.5%,14,9.4%,13,-3.3%,15,-3.1%,30,-5.9%,30,-5.7%
NYJ,7-6,15,8.2%,13,6.9%,23,-14.0%,23,-14.4%,1,-20.3%,1,-20.2%,11,1.9%,14,1.1%
MIA,7-6,16,4.3%,18,3.4%,17,4.8%,17,3.5%,21,3.3%,21,3.7%,6,2.8%,6,3.7%
CIN,9-4,17,3.4%,19,3.1%,18,3.8%,18,1.0%,15,-1.7%,14,-3.1%,25,-2.1%,24,-1.1%
SF,6-7,18,1.9%,16,5.1%,22,-9.9%,22,-7.5%,5,-12.4%,4,-12.8%,20,-0.6%,18,-0.2%
ATL,6-7,19,-1.2%,23,-4.8%,16,5.0%,16,3.5%,22,5.9%,23,7.8%,18,-0.4%,21,-0.5%
JAX,7-6,20,-3.0%,22,-3.9%,15,5.8%,15,5.3%,23,8.0%,24,7.9%,21,-0.8%,27,-1.4%
WAS,4-9,21,-3.9%,20,1.5%,20,-5.3%,19,-0.8%,14,-2.4%,13,-3.7%,23,-1.1%,26,-1.4%
TEN,6-7,22,-4.4%,17,4.3%,14,6.7%,12,11.4%,24,8.6%,22,6.5%,26,-2.5%,22,-0.6%
CAR,5-8,23,-9.7%,21,-3.1%,21,-9.8%,21,-5.9%,11,-4.9%,9,-6.0%,29,-4.8%,28,-3.3%
BUF,5-8,24,-16.6%,24,-15.6%,26,-22.9%,27,-23.6%,12,-3.6%,11,-3.8%,7,2.7%,5,4.2%
CHI,5-8,25,-20.1%,25,-20.7%,25,-22.1%,26,-22.1%,20,2.4%,20,2.1%,4,4.4%,8,3.6%
SEA,5-8,26,-24.9%,26,-29.0%,24,-17.8%,24,-20.6%,25,8.9%,28,10.5%,13,1.8%,11,2.1%
CLE,2-11,27,-33.6%,27,-31.5%,27,-23.0%,25,-20.8%,32,18.2%,32,16.8%,1,7.7%,2,6.1%
TB,1-12,28,-35.8%,28,-34.6%,28,-24.1%,30,-27.2%,29,12.3%,26,8.5%,15,0.6%,15,1.1%
KC,3-10,29,-36.7%,31,-38.8%,32,-29.4%,32,-31.2%,27,9.2%,27,8.9%,9,1.9%,13,1.3%
OAK,4-9,30,-39.4%,29,-37.2%,31,-28.8%,29,-25.7%,28,11.4%,29,13.6%,14,0.8%,10,2.2%
STL,1-12,31,-40.3%,30,-38.4%,29,-24.3%,28,-24.7%,31,15.8%,30,14.1%,17,-0.2%,16,0.3%
DET,2-11,32,-50.6%,32,-51.0%,30,-28.7%,31,-27.9%,30,15.5%,31,16.3%,31,-6.4%,31,-6.9%
