Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NO,2-0,1,59.8%,1,59.8%,1,48.5%,1,48.5%,4,-26.8%,4,-26.8%,32,-15.5%,32,-15.5%
MIN,2-0,2,47.8%,2,47.8%,9,12.6%,9,12.6%,3,-32.9%,3,-32.9%,13,2.3%,13,2.3%
BAL,2-0,3,39.1%,3,39.1%,3,33.2%,3,33.2%,8,-15.9%,8,-15.9%,28,-9.9%,28,-9.9%
PHI,1-1,4,34.5%,4,34.5%,21,-6.5%,21,-6.5%,1,-35.9%,1,-35.9%,6,5.1%,6,5.1%
NYJ,2-0,5,32.2%,5,32.2%,18,-1.9%,18,-1.9%,6,-21.8%,6,-21.8%,1,12.3%,1,12.3%
ARI,1-1,6,31.3%,6,31.3%,16,2.3%,16,2.3%,2,-33.1%,2,-33.1%,24,-4.1%,24,-4.1%
ATL,2-0,7,27.4%,7,27.4%,6,18.7%,6,18.7%,10,-9.0%,10,-9.0%,18,-0.4%,18,-0.4%
DEN,2-0,8,26.8%,8,26.8%,5,20.1%,5,20.1%,7,-18.9%,7,-18.9%,30,-12.3%,30,-12.3%
GB,1-1,9,23.7%,9,23.7%,12,7.5%,12,7.5%,5,-25.2%,5,-25.2%,27,-9.0%,27,-9.0%
IND,2-0,10,21.3%,10,21.3%,4,30.6%,4,30.6%,21,8.3%,21,8.3%,19,-1.0%,19,-1.0%
NYG,2-0,11,18.9%,11,18.9%,8,14.1%,8,14.1%,12,-6.5%,12,-6.5%,21,-1.8%,21,-1.8%
SEA,1-1,12,13.7%,12,13.7%,15,2.5%,15,2.5%,11,-7.0%,11,-7.0%,8,4.3%,8,4.3%
DAL,1-1,13,13.5%,13,13.5%,2,41.9%,2,41.9%,31,29.5%,31,29.5%,15,1.1%,15,1.1%
PIT,1-1,14,9.4%,14,9.4%,14,2.5%,14,2.5%,13,-6.1%,13,-6.1%,16,0.8%,16,0.8%
BUF,1-1,15,8.6%,15,8.6%,7,16.6%,7,16.6%,20,4.5%,20,4.5%,22,-3.5%,22,-3.5%
NE,1-1,16,3.9%,16,3.9%,11,7.7%,11,7.7%,17,0.0%,17,0.0%,23,-3.8%,23,-3.8%
WAS,1-1,17,-1.1%,17,-1.1%,20,-5.7%,20,-5.7%,15,-2.6%,15,-2.6%,14,2.0%,14,2.0%
SF,2-0,18,-1.5%,18,-1.5%,27,-21.6%,27,-21.6%,9,-13.0%,9,-13.0%,4,7.1%,4,7.1%
CIN,1-1,19,-3.0%,19,-3.0%,22,-9.7%,22,-9.7%,18,3.0%,18,3.0%,3,9.8%,3,9.8%
OAK,1-1,20,-11.2%,20,-11.2%,25,-11.8%,25,-11.8%,16,-0.6%,16,-0.6%,17,-0.1%,17,-0.1%
TEN,0-2,21,-12.3%,21,-12.3%,13,4.0%,13,4.0%,19,3.4%,19,3.4%,31,-12.9%,31,-12.9%
KC,0-2,22,-13.4%,22,-13.4%,19,-4.8%,19,-4.8%,23,11.3%,23,11.3%,11,2.7%,11,2.7%
HOU,1-1,23,-19.5%,23,-19.5%,24,-10.0%,24,-10.0%,25,12.9%,25,12.9%,9,3.5%,9,3.5%
CHI,1-1,24,-21.2%,24,-21.2%,29,-27.8%,29,-27.8%,14,-3.3%,14,-3.3%,10,3.4%,10,3.4%
JAX,0-2,25,-22.7%,25,-22.7%,23,-10.0%,23,-10.0%,27,15.4%,27,15.4%,12,2.6%,12,2.6%
SD,1-1,26,-22.9%,26,-22.9%,26,-15.8%,26,-15.8%,26,13.5%,26,13.5%,5,6.4%,5,6.4%
MIA,0-2,27,-28.1%,27,-28.1%,17,1.2%,17,1.2%,29,28.0%,29,28.0%,20,-1.3%,20,-1.3%
TB,0-2,28,-33.3%,28,-33.3%,10,11.4%,10,11.4%,32,39.3%,32,39.3%,26,-5.4%,26,-5.4%
STL,0-2,29,-44.6%,29,-44.6%,28,-27.5%,28,-27.5%,24,12.6%,24,12.6%,25,-4.4%,25,-4.4%
CLE,0-2,30,-50.2%,30,-50.2%,30,-28.3%,30,-28.3%,28,26.2%,28,26.2%,7,4.4%,7,4.4%
CAR,0-2,31,-63.5%,31,-63.5%,31,-42.1%,31,-42.1%,22,9.5%,22,9.5%,29,-12.0%,29,-12.0%
DET,0-2,32,-72.8%,32,-72.8%,32,-55.2%,32,-55.2%,30,28.1%,30,28.1%,2,10.6%,2,10.6%
