Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NO,4-0,1,57.5%,1,57.5%,2,30.2%,2,30.2%,2,-30.4%,2,-30.4%,21,-3.1%,21,-3.1%
PHI,3-1,2,56.1%,2,56.1%,7,19.6%,7,19.6%,1,-32.5%,1,-32.5%,8,4.0%,8,4.0%
NYG,5-0,3,46.2%,3,46.2%,6,20.0%,6,20.0%,3,-28.8%,3,-28.8%,19,-2.6%,19,-2.6%
IND,5-0,4,41.8%,4,41.8%,1,32.9%,1,32.9%,9,-10.9%,9,-10.9%,16,-2.0%,16,-2.0%
MIN,5-0,5,36.8%,5,36.8%,12,12.1%,12,12.1%,5,-14.2%,5,-14.2%,3,10.5%,3,10.5%
DEN,5-0,6,31.2%,6,31.2%,11,14.6%,11,14.6%,4,-22.5%,4,-22.5%,28,-6.0%,28,-6.0%
BAL,3-2,7,30.6%,7,30.6%,8,19.2%,8,19.2%,7,-13.2%,7,-13.2%,15,-1.7%,15,-1.7%
GB,2-2,8,21.5%,8,21.5%,10,16.1%,10,16.1%,10,-10.4%,10,-10.4%,27,-5.1%,27,-5.1%
NE,3-2,9,16.1%,9,16.1%,4,22.2%,4,22.2%,21,6.0%,21,6.0%,13,-0.1%,13,-0.1%
ATL,3-1,10,15.2%,10,15.2%,9,17.4%,9,17.4%,17,4.2%,17,4.2%,11,2.1%,11,2.1%
PIT,3-2,11,12.8%,11,12.8%,5,21.2%,5,21.2%,20,5.6%,20,5.6%,20,-2.9%,20,-2.9%
DAL,3-2,12,12.1%,12,12.1%,3,24.1%,3,24.1%,25,10.5%,25,10.5%,14,-1.6%,14,-1.6%
NYJ,3-2,13,10.7%,13,10.7%,20,-9.0%,20,-9.0%,8,-11.1%,8,-11.1%,4,8.7%,4,8.7%
CHI,3-1,14,6.6%,14,6.6%,25,-16.9%,25,-16.9%,11,-9.4%,11,-9.4%,1,14.1%,1,14.1%
SEA,2-3,15,6.4%,15,6.4%,17,0.8%,17,0.8%,14,-3.4%,14,-3.4%,10,2.2%,10,2.2%
JAX,2-3,16,3.3%,16,3.3%,13,9.9%,13,9.9%,24,10.4%,24,10.4%,9,3.7%,9,3.7%
MIA,2-3,17,2.0%,17,2.0%,14,8.5%,14,8.5%,19,4.3%,19,4.3%,18,-2.2%,18,-2.2%
ARI,2-2,18,-0.9%,18,-0.9%,18,-1.2%,18,-1.2%,12,-6.7%,12,-6.7%,30,-6.4%,30,-6.4%
HOU,2-3,19,-6.4%,19,-6.4%,19,-5.8%,19,-5.8%,22,7.9%,22,7.9%,5,7.4%,5,7.4%
WAS,2-3,20,-7.0%,20,-7.0%,21,-11.3%,21,-11.3%,13,-4.2%,13,-4.2%,12,0.1%,12,0.1%
CIN,4-1,21,-8.1%,21,-8.1%,15,1.6%,15,1.6%,16,-0.3%,16,-0.3%,32,-10.0%,32,-10.0%
SF,3-2,22,-10.1%,22,-10.1%,26,-20.1%,26,-20.1%,6,-14.0%,6,-14.0%,22,-4.0%,22,-4.0%
SD,2-2,23,-14.8%,23,-14.8%,16,1.2%,16,1.2%,31,21.8%,31,21.8%,7,5.8%,7,5.8%
CLE,1-4,24,-27.3%,24,-27.3%,28,-24.9%,28,-24.9%,27,15.1%,27,15.1%,2,12.7%,2,12.7%
KC,0-5,25,-28.5%,25,-28.5%,24,-16.9%,24,-16.9%,29,17.7%,29,17.7%,6,6.0%,6,6.0%
BUF,1-4,26,-28.7%,26,-28.7%,30,-25.2%,30,-25.2%,15,-1.0%,15,-1.0%,24,-4.6%,24,-4.6%
TEN,0-5,27,-33.2%,27,-33.2%,22,-11.6%,22,-11.6%,26,12.7%,26,12.7%,31,-8.9%,31,-8.9%
CAR,1-3,28,-41.0%,28,-41.0%,31,-31.8%,31,-31.8%,18,4.3%,18,4.3%,26,-4.9%,26,-4.9%
TB,0-5,29,-44.1%,29,-44.1%,23,-14.8%,23,-14.8%,32,27.2%,32,27.2%,17,-2.1%,17,-2.1%
DET,1-4,30,-45.8%,30,-45.8%,27,-22.4%,27,-22.4%,28,17.3%,28,17.3%,29,-6.1%,29,-6.1%
STL,0-5,31,-50.5%,31,-50.5%,29,-25.0%,29,-25.0%,30,21.5%,30,21.5%,23,-4.0%,23,-4.0%
OAK,1-4,32,-64.4%,32,-64.4%,32,-50.5%,32,-50.5%,23,9.1%,23,9.1%,25,-4.8%,25,-4.8%
