Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
BAL,3-0,1,64.6%,1,64.6%,2,35.9%,2,35.9%,2,-33.1%,2,-33.1%,26,-4.5%,26,-4.5%
NO,3-0,2,60.7%,2,60.7%,1,41.1%,1,41.1%,5,-26.6%,5,-26.6%,30,-7.1%,30,-7.1%
DEN,3-0,3,47.5%,3,47.5%,9,17.7%,9,17.7%,1,-35.7%,1,-35.7%,29,-5.8%,29,-5.8%
PHI,2-1,4,46.0%,4,46.0%,10,9.6%,10,9.6%,4,-32.6%,4,-32.6%,7,3.8%,7,3.8%
MIN,3-0,5,43.7%,5,43.7%,16,-0.3%,16,-0.3%,3,-32.9%,3,-32.9%,2,11.1%,2,11.1%
GB,2-1,6,40.4%,6,40.4%,5,22.1%,5,22.1%,7,-23.6%,7,-23.6%,28,-5.2%,28,-5.2%
IND,3-0,7,35.9%,7,35.9%,4,31.1%,4,31.1%,13,-7.6%,13,-7.6%,21,-2.7%,21,-2.7%
NYG,3-0,8,34.4%,8,34.4%,6,21.6%,6,21.6%,9,-16.4%,9,-16.4%,25,-3.6%,25,-3.6%
NYJ,3-0,9,28.4%,9,28.4%,22,-8.5%,22,-8.5%,6,-24.9%,6,-24.9%,1,12.1%,1,12.1%
DAL,2-1,10,21.3%,10,21.3%,3,33.5%,3,33.5%,23,14.3%,23,14.3%,12,2.1%,12,2.1%
NE,2-1,11,16.3%,11,16.3%,7,20.7%,7,20.7%,16,3.0%,16,3.0%,18,-1.4%,18,-1.4%
ATL,2-1,12,11.8%,12,11.8%,8,17.9%,8,17.9%,19,6.7%,19,6.7%,15,0.6%,15,0.6%
PIT,1-2,13,3.1%,13,3.1%,11,9.3%,11,9.3%,18,5.0%,18,5.0%,17,-1.2%,17,-1.2%
SEA,1-2,14,2.1%,14,2.1%,21,-7.4%,21,-7.4%,12,-8.6%,12,-8.6%,14,0.8%,14,0.8%
WAS,1-2,15,0.7%,15,0.7%,17,-2.2%,17,-2.2%,15,1.2%,15,1.2%,6,4.1%,6,4.1%
CIN,2-1,16,-0.1%,16,-0.1%,13,4.7%,13,4.7%,20,7.4%,20,7.4%,9,2.5%,9,2.5%
ARI,1-2,17,-8.8%,17,-8.8%,25,-16.2%,25,-16.2%,10,-10.1%,10,-10.1%,20,-2.7%,20,-2.7%
JAX,1-2,18,-8.9%,18,-8.9%,12,5.1%,12,5.1%,24,14.5%,24,14.5%,16,0.5%,16,0.5%
SF,2-1,19,-11.7%,19,-11.7%,28,-26.1%,28,-26.1%,8,-17.6%,8,-17.6%,22,-3.1%,22,-3.1%
HOU,1-2,20,-11.8%,20,-11.8%,15,0.3%,15,0.3%,26,16.8%,26,16.8%,4,4.7%,4,4.7%
SD,2-1,21,-13.4%,21,-13.4%,20,-6.6%,20,-6.6%,21,9.2%,21,9.2%,10,2.3%,10,2.3%
CHI,2-1,22,-14.0%,22,-14.0%,27,-26.0%,27,-26.0%,11,-9.7%,11,-9.7%,11,2.3%,11,2.3%
BUF,1-2,23,-15.7%,23,-15.7%,14,0.7%,14,0.7%,22,11.3%,22,11.3%,27,-5.2%,27,-5.2%
TEN,0-3,24,-18.4%,24,-18.4%,23,-8.9%,23,-8.9%,14,-5.1%,14,-5.1%,32,-14.7%,32,-14.7%
MIA,0-3,25,-24.1%,25,-24.1%,18,-2.7%,18,-2.7%,28,19.5%,28,19.5%,19,-1.9%,19,-1.9%
KC,0-3,26,-27.0%,26,-27.0%,24,-12.2%,24,-12.2%,27,18.3%,27,18.3%,8,3.6%,8,3.6%
OAK,1-2,27,-33.5%,27,-33.5%,29,-30.2%,29,-30.2%,17,4.9%,17,4.9%,13,1.6%,13,1.6%
DET,1-2,28,-44.4%,28,-44.4%,30,-30.3%,30,-30.3%,30,20.7%,30,20.7%,3,6.6%,3,6.6%
TB,0-3,29,-45.9%,29,-45.9%,19,-5.7%,19,-5.7%,32,36.6%,32,36.6%,24,-3.6%,24,-3.6%
STL,0-3,30,-47.5%,30,-47.5%,26,-23.6%,26,-23.6%,29,20.5%,29,20.5%,23,-3.4%,23,-3.4%
CAR,0-3,31,-64.3%,31,-64.3%,31,-38.7%,31,-38.7%,25,16.0%,25,16.0%,31,-9.5%,31,-9.5%
CLE,0-3,32,-74.0%,32,-74.0%,32,-44.0%,32,-44.0%,31,34.5%,31,34.5%,5,4.5%,5,4.5%
