Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,10-6,1,29.1%,4,26.8%,1,26.7%,2,23.4%,14,-1.1%,14,-2.0%,12,1.3%,14,1.3%
PHI,11-5,2,29.0%,5,24.3%,11,9.9%,11,10.4%,3,-14.3%,8,-9.5%,2,4.8%,4,4.4%
GB,11-5,3,28.8%,1,35.2%,5,19.4%,3,23.2%,2,-16.9%,2,-18.9%,32,-7.5%,32,-6.9%
BAL,9-7,4,28.2%,3,27.6%,9,12.9%,10,10.7%,4,-13.2%,5,-12.3%,8,2.2%,3,4.6%
DAL,11-5,5,27.2%,2,32.3%,3,21.8%,5,21.0%,11,-4.4%,7,-11.3%,14,1.0%,19,0.0%
NO,13-3,6,25.2%,11,17.7%,2,24.7%,4,21.2%,12,-4.0%,18,1.3%,28,-3.4%,26,-2.2%
MIN,12-4,7,22.8%,9,19.2%,8,13.2%,8,14.3%,10,-5.0%,13,-3.1%,3,4.7%,12,1.8%
IND,14-2,8,17.0%,14,10.5%,6,17.2%,7,14.3%,16,-0.9%,20,2.5%,19,-1.1%,22,-1.3%
NYJ,9-7,9,16.5%,8,19.8%,22,-11.9%,24,-11.8%,1,-25.6%,1,-29.3%,6,2.8%,10,2.3%
ARI,10-6,10,14.2%,13,13.8%,13,6.8%,13,7.2%,9,-5.8%,11,-3.7%,10,1.7%,7,2.8%
PIT,9-7,11,13.7%,12,15.0%,7,14.7%,6,15.7%,13,-3.8%,12,-3.4%,30,-4.8%,29,-4.0%
HOU,9-7,12,12.5%,10,18.3%,10,10.2%,9,12.2%,18,0.1%,10,-4.4%,7,2.4%,13,1.6%
SD,13-3,13,12.4%,7,20.6%,4,19.8%,1,26.4%,23,7.6%,22,5.9%,16,0.3%,18,0.2%
DEN,8-8,14,9.3%,15,5.0%,18,1.1%,19,-2.5%,7,-8.6%,9,-5.0%,18,-0.4%,9,2.5%
CAR,8-8,15,6.5%,6,23.0%,20,-1.7%,14,7.1%,6,-11.9%,3,-17.6%,29,-3.7%,23,-1.7%
ATL,9-7,16,3.7%,18,-0.8%,14,5.6%,17,2.3%,19,0.6%,17,1.0%,22,-1.3%,25,-2.2%
MIA,7-9,17,2.9%,17,1.7%,16,3.9%,18,1.5%,20,2.8%,19,1.8%,9,1.8%,11,1.9%
NYG,8-8,18,2.8%,19,-4.2%,12,8.8%,12,7.6%,21,4.0%,24,10.2%,26,-2.0%,24,-1.7%
CIN,10-6,19,-1.2%,23,-8.4%,19,-0.6%,21,-7.4%,17,-0.7%,16,0.6%,21,-1.3%,20,-0.5%
SF,8-8,20,-1.9%,16,3.3%,23,-13.7%,23,-10.4%,5,-12.9%,4,-14.7%,20,-1.1%,21,-1.0%
WAS,4-12,21,-9.0%,21,-5.1%,21,-8.3%,20,-4.4%,15,-0.9%,15,-1.9%,23,-1.7%,27,-2.6%
TEN,8-8,22,-9.4%,20,-4.4%,17,3.6%,15,6.3%,27,11.2%,26,11.6%,24,-1.7%,15,1.0%
JAX,7-9,23,-10.5%,24,-13.8%,15,4.2%,16,2.7%,29,12.9%,29,13.2%,25,-1.8%,28,-3.2%
BUF,6-10,24,-11.2%,22,-6.2%,29,-20.8%,28,-20.7%,8,-8.5%,6,-11.9%,13,1.1%,8,2.5%
CHI,7-9,25,-19.6%,26,-21.9%,28,-20.1%,26,-19.4%,22,4.1%,23,6.2%,4,4.7%,6,3.7%
TB,3-13,26,-25.2%,27,-22.9%,26,-19.4%,29,-24.4%,24,9.3%,21,3.8%,5,3.5%,2,5.3%
CLE,5-11,27,-25.4%,25,-16.9%,24,-16.8%,22,-9.3%,32,18.3%,32,17.4%,1,9.7%,1,9.7%
SEA,5-11,28,-31.0%,30,-39.1%,27,-19.8%,30,-25.4%,28,11.9%,30,14.4%,15,0.8%,16,0.6%
KC,4-12,29,-31.3%,29,-32.2%,25,-18.7%,25,-16.7%,26,10.5%,25,10.3%,27,-2.1%,30,-5.3%
OAK,5-11,30,-35.7%,28,-31.6%,30,-25.9%,27,-19.8%,25,9.4%,27,12.2%,17,-0.4%,17,0.3%
STL,1-15,31,-43.6%,31,-42.5%,32,-30.0%,32,-33.7%,31,15.3%,28,13.0%,11,1.7%,5,4.3%
DET,2-14,32,-48.6%,32,-47.1%,31,-28.6%,31,-26.1%,30,14.7%,31,14.9%,31,-5.3%,31,-6.1%
