Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
PHI,1-0,1,98.2%,1,98.2%,23,-6.1%,23,-6.1%,1,-87.4%,1,-87.4%,3,17.0%,3,17.0%
NO,1-0,2,78.9%,2,78.9%,2,59.2%,2,59.2%,2,-56.2%,2,-56.2%,32,-36.6%,32,-36.6%
DAL,1-0,3,60.9%,3,60.9%,1,96.3%,1,96.3%,30,35.3%,30,35.3%,14,-0.1%,14,-0.1%
NYJ,1-0,4,51.5%,4,51.5%,10,8.6%,10,8.6%,5,-35.7%,5,-35.7%,5,7.2%,5,7.2%
GB,1-0,5,45.1%,5,45.1%,16,3.4%,16,3.4%,4,-41.7%,4,-41.7%,13,0.1%,13,0.1%
MIN,0-1,6,35.4%,6,35.4%,5,28.3%,5,28.3%,8,-9.3%,8,-9.3%,20,-2.3%,20,-2.3%
ATL,1-0,7,35.0%,7,35.0%,9,15.0%,9,15.0%,6,-29.7%,6,-29.7%,26,-9.7%,26,-9.7%
SEA,0-1,8,33.8%,8,33.8%,7,21.2%,7,21.2%,11,-7.6%,11,-7.6%,8,5.0%,8,5.0%
BAL,1-0,9,33.6%,9,33.6%,4,41.5%,4,41.5%,12,-6.8%,12,-6.8%,29,-14.6%,29,-14.6%
PIT,1-0,10,26.7%,10,26.7%,11,5.5%,11,5.5%,13,-2.8%,13,-2.8%,2,18.4%,2,18.4%
ARI,1-0,11,18.2%,11,18.2%,26,-31.1%,26,-31.1%,3,-42.4%,3,-42.4%,7,6.9%,7,6.9%
NE,1-0,12,11.4%,12,11.4%,6,25.3%,6,25.3%,26,21.9%,26,21.9%,4,8.0%,4,8.0%
DEN,1-0,13,7.4%,13,7.4%,19,0.3%,19,0.3%,10,-7.8%,10,-7.8%,16,-0.7%,16,-0.7%
JAX,0-1,14,7.0%,14,7.0%,13,4.5%,13,4.5%,17,1.7%,17,1.7%,10,4.2%,10,4.2%
NYG,1-0,15,6.7%,15,6.7%,21,-2.4%,21,-2.4%,9,-8.1%,9,-8.1%,12,1.0%,12,1.0%
IND,0-1,16,1.1%,16,1.1%,14,4.1%,14,4.1%,15,0.4%,15,0.4%,21,-2.6%,21,-2.6%
SD,0-1,17,0.1%,17,0.1%,15,3.4%,15,3.4%,22,6.8%,22,6.8%,11,3.5%,11,3.5%
WAS,0-1,18,-3.2%,18,-3.2%,17,0.8%,17,0.8%,19,3.2%,19,3.2%,17,-0.8%,17,-0.8%
CIN,0-1,19,-4.0%,19,-4.0%,20,0.2%,20,0.2%,16,0.6%,16,0.6%,23,-3.6%,23,-3.6%
OAK,0-1,20,-7.1%,20,-7.1%,12,4.9%,12,4.9%,21,6.6%,21,6.6%,24,-5.4%,24,-5.4%
SF,0-1,21,-7.5%,21,-7.5%,28,-39.2%,28,-39.2%,7,-24.7%,7,-24.7%,6,7.0%,6,7.0%
BUF,1-0,22,-11.7%,22,-11.7%,8,21.0%,8,21.0%,25,20.3%,25,20.3%,27,-12.4%,27,-12.4%
TEN,1-0,23,-24.5%,23,-24.5%,18,0.5%,18,0.5%,20,3.9%,20,3.9%,30,-21.1%,30,-21.1%
KC,0-1,24,-36.2%,24,-36.2%,22,-2.7%,22,-2.7%,29,33.1%,29,33.1%,15,-0.4%,15,-0.4%
MIA,0-1,25,-37.9%,25,-37.9%,25,-25.1%,25,-25.1%,23,7.0%,23,7.0%,25,-5.8%,25,-5.8%
CHI,1-0,26,-39.0%,26,-39.0%,30,-45.0%,30,-45.0%,14,-1.5%,14,-1.5%,9,4.5%,9,4.5%
CLE,0-1,27,-43.1%,27,-43.1%,24,-19.2%,24,-19.2%,27,22.4%,27,22.4%,19,-1.6%,19,-1.6%
TB,0-1,28,-52.1%,28,-52.1%,3,41.5%,3,41.5%,32,80.6%,32,80.6%,28,-13.0%,28,-13.0%
HOU,0-1,29,-56.0%,29,-56.0%,27,-35.0%,27,-35.0%,24,17.9%,24,17.9%,22,-3.1%,22,-3.1%
STL,0-1,30,-64.7%,30,-64.7%,29,-40.8%,29,-40.8%,28,23.0%,28,23.0%,18,-1.0%,18,-1.0%
DET,0-1,31,-88.1%,31,-88.1%,31,-62.1%,31,-62.1%,31,52.6%,31,52.6%,1,26.7%,1,26.7%
CAR,1-0,32,-117.4%,32,-117.4%,32,-93.2%,32,-93.2%,18,3.0%,18,3.0%,31,-21.3%,31,-21.3%
