Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,7-3,1,39.4%,1,42.6%,1,29.4%,1,29.7%,10,-9.1%,5,-11.5%,11,1.0%,11,1.4%
IND,10-0,2,36.1%,2,35.6%,2,24.3%,2,23.3%,4,-11.9%,3,-12.0%,16,-0.1%,17,0.3%
NO,10-0,3,33.2%,4,30.6%,3,23.0%,3,21.2%,3,-12.6%,6,-11.3%,24,-2.4%,22,-1.9%
MIN,9-1,4,31.8%,3,32.8%,9,13.7%,7,15.1%,11,-8.5%,9,-8.1%,1,9.6%,1,9.5%
PHI,6-4,5,29.7%,6,27.2%,13,10.4%,14,9.9%,2,-13.8%,4,-11.5%,4,5.5%,3,5.8%
ARI,7-3,6,25.9%,5,29.2%,7,15.0%,4,18.4%,6,-10.7%,7,-10.3%,14,0.1%,13,0.6%
BAL,5-5,7,24.2%,8,21.6%,10,13.5%,11,11.3%,5,-11.2%,8,-10.2%,20,-0.5%,18,0.1%
DAL,7-3,8,21.1%,7,23.5%,5,15.5%,8,14.0%,16,-2.7%,14,-6.0%,7,3.0%,8,3.5%
GB,6-4,9,20.8%,9,20.0%,4,15.7%,6,16.2%,1,-13.8%,1,-13.5%,32,-8.8%,32,-9.7%
PIT,6-4,10,15.2%,10,16.6%,8,13.9%,10,13.1%,7,-10.1%,2,-13.1%,31,-8.7%,31,-9.6%
NYG,6-4,11,10.6%,15,7.4%,14,10.1%,16,9.1%,15,-4.7%,15,-3.1%,28,-4.2%,28,-4.7%
MIA,5-5,12,10.0%,13,11.7%,16,9.1%,13,10.0%,20,2.8%,21,3.2%,6,3.7%,5,4.9%
HOU,5-5,13,9.5%,11,13.2%,12,10.8%,9,13.8%,21,4.1%,20,2.9%,8,2.8%,9,2.3%
SD,7-3,14,8.0%,12,12.2%,6,15.1%,5,17.1%,24,5.3%,19,2.1%,22,-1.8%,25,-2.9%
ATL,5-5,15,5.7%,16,3.5%,11,10.9%,15,9.7%,23,5.1%,24,5.9%,17,-0.1%,19,-0.3%
CIN,7-3,16,5.5%,14,8.5%,15,9.6%,12,10.8%,18,0.4%,18,-0.7%,26,-3.7%,26,-3.0%
DEN,6-4,17,3.9%,17,-1.3%,18,2.4%,19,0.3%,12,-5.6%,16,-2.5%,27,-4.1%,27,-4.1%
NYJ,4-6,18,-2.7%,20,-7.0%,23,-14.5%,23,-14.0%,8,-10.0%,12,-6.5%,10,1.8%,14,0.5%
SF,4-6,19,-4.4%,19,-5.4%,22,-13.8%,21,-12.9%,9,-9.4%,10,-6.9%,15,0.0%,12,0.6%
JAX,6-4,20,-5.4%,21,-9.6%,17,8.0%,17,6.3%,28,13.1%,28,15.0%,18,-0.4%,20,-0.9%
CAR,4-6,21,-8.6%,18,-3.0%,20,-7.1%,20,-3.4%,13,-5.0%,11,-6.6%,30,-6.6%,29,-6.2%
WAS,3-7,22,-12.4%,22,-10.5%,24,-15.4%,24,-14.5%,14,-4.8%,13,-6.4%,21,-1.8%,24,-2.4%
TEN,4-6,23,-16.6%,23,-13.2%,19,-0.7%,18,1.0%,27,12.6%,27,12.8%,25,-3.3%,21,-1.5%
CHI,4-6,24,-17.0%,24,-19.7%,27,-20.9%,26,-21.2%,19,2.1%,22,3.7%,3,6.0%,4,5.2%
SEA,3-7,25,-18.5%,25,-19.9%,21,-12.5%,22,-13.5%,25,6.6%,25,6.9%,13,0.6%,15,0.5%
BUF,3-7,26,-27.2%,26,-29.0%,30,-29.8%,30,-32.5%,17,-1.7%,17,-1.6%,12,0.9%,10,1.9%
KC,3-7,27,-29.9%,27,-30.5%,28,-23.7%,28,-24.9%,26,10.2%,26,9.3%,5,3.9%,7,3.6%
TB,1-9,28,-35.0%,28,-33.9%,26,-19.7%,27,-22.1%,31,17.9%,29,15.5%,9,2.7%,6,3.7%
STL,1-9,29,-38.1%,29,-35.6%,25,-18.7%,25,-17.6%,29,17.2%,30,16.0%,23,-2.2%,23,-2.0%
OAK,3-7,30,-41.2%,30,-39.2%,32,-36.5%,32,-34.9%,22,4.2%,23,4.7%,19,-0.4%,16,0.4%
CLE,1-9,31,-43.6%,31,-45.9%,31,-32.1%,31,-33.5%,32,20.3%,32,20.6%,2,8.8%,2,8.1%
DET,2-8,32,-50.0%,32,-51.2%,29,-26.0%,29,-26.3%,30,17.8%,31,18.4%,29,-6.2%,30,-6.5%
