Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NO,5-0,1,53.0%,1,52.8%,1,38.1%,1,37.9%,2,-22.5%,2,-22.0%,29,-7.7%,27,-7.1%
PHI,3-2,2,42.5%,2,41.6%,12,10.9%,12,11.3%,1,-27.2%,1,-26.0%,6,4.5%,6,4.2%
IND,5-0,3,40.3%,3,41.4%,2,32.1%,2,33.1%,9,-10.2%,9,-10.3%,19,-2.0%,18,-2.0%
NYG,5-1,4,35.6%,4,36.2%,7,20.4%,7,20.8%,7,-13.8%,6,-14.0%,9,1.4%,9,1.4%
NE,4-2,5,34.4%,5,34.7%,3,31.1%,3,31.1%,15,-4.2%,15,-4.7%,15,-0.9%,15,-1.1%
MIN,6-0,6,33.3%,6,33.7%,9,15.9%,9,16.0%,13,-8.0%,13,-8.1%,3,9.5%,3,9.7%
DEN,6-0,7,31.5%,7,31.8%,10,14.2%,10,14.5%,3,-21.0%,3,-21.1%,23,-3.7%,23,-3.8%
GB,3-2,8,29.5%,8,29.2%,11,11.3%,11,11.4%,4,-19.2%,4,-18.9%,16,-1.1%,16,-1.1%
BAL,3-3,9,26.2%,9,26.3%,6,21.9%,6,21.7%,11,-8.5%,11,-8.6%,25,-4.2%,24,-4.0%
ATL,4-1,10,20.1%,10,19.9%,8,16.3%,8,16.5%,16,-1.1%,16,-0.4%,8,2.7%,8,3.0%
ARI,3-2,11,16.0%,11,15.9%,16,2.9%,16,3.4%,5,-15.0%,5,-14.6%,18,-1.9%,20,-2.1%
PIT,4-2,12,13.2%,12,13.6%,5,23.6%,4,24.3%,20,3.4%,20,3.4%,27,-6.9%,28,-7.4%
DAL,3-2,13,10.3%,13,10.3%,4,23.9%,5,23.2%,25,12.1%,25,11.4%,17,-1.6%,17,-1.6%
MIA,2-3,14,2.6%,14,3.0%,13,10.7%,13,11.3%,21,6.0%,21,6.3%,20,-2.2%,19,-2.1%
NYJ,3-3,15,1.8%,15,1.1%,20,-16.5%,20,-16.8%,8,-13.3%,8,-13.0%,5,5.0%,5,5.0%
CHI,3-2,16,0.3%,16,0.8%,25,-19.3%,25,-18.9%,10,-9.6%,10,-9.5%,2,10.0%,2,10.2%
JAX,3-3,17,-1.1%,17,-1.6%,14,8.5%,14,8.5%,24,10.7%,24,11.2%,11,1.1%,11,1.0%
HOU,3-3,18,-2.9%,18,-2.1%,18,1.9%,17,2.3%,23,8.4%,23,8.1%,7,3.6%,7,3.7%
SEA,2-4,19,-6.0%,19,-6.4%,19,-5.1%,19,-5.3%,18,1.5%,18,1.6%,12,0.6%,12,0.5%
SF,3-2,20,-8.2%,20,-8.5%,24,-18.4%,21,-18.1%,6,-14.2%,7,-13.9%,24,-4.0%,25,-4.2%
WAS,2-4,21,-12.1%,22,-12.5%,22,-17.8%,23,-18.2%,14,-6.4%,14,-6.3%,14,-0.6%,14,-0.6%
CIN,4-2,22,-12.3%,23,-12.8%,17,2.3%,18,2.1%,22,6.6%,22,6.9%,31,-7.9%,30,-8.0%
SD,2-3,23,-12.7%,21,-12.5%,15,3.9%,15,4.0%,28,17.7%,28,17.6%,10,1.2%,10,1.1%
BUF,2-4,24,-17.9%,24,-18.1%,28,-23.1%,28,-23.7%,12,-8.1%,12,-8.3%,22,-2.9%,22,-2.8%
KC,1-5,25,-22.9%,25,-22.9%,23,-18.0%,22,-18.2%,26,12.3%,26,12.1%,4,7.3%,4,7.4%
CLE,1-5,26,-33.0%,27,-33.0%,30,-28.9%,30,-29.1%,29,19.2%,30,19.3%,1,15.1%,1,15.4%
CAR,2-3,27,-34.1%,26,-32.7%,29,-25.0%,29,-23.8%,17,1.3%,17,1.5%,30,-7.7%,29,-7.4%
TB,0-6,28,-42.5%,29,-42.9%,21,-17.1%,24,-18.2%,32,24.8%,32,24.4%,13,-0.5%,13,-0.3%
STL,0-6,29,-43.2%,28,-42.8%,27,-21.4%,26,-21.0%,30,19.3%,29,19.3%,21,-2.5%,21,-2.5%
OAK,2-4,30,-51.4%,30,-52.1%,32,-42.5%,32,-43.1%,19,3.1%,19,3.1%,26,-5.9%,26,-5.9%
TEN,0-6,31,-52.2%,32,-52.8%,26,-21.0%,27,-21.3%,31,22.4%,31,23.0%,32,-8.7%,32,-8.5%
DET,1-5,32,-52.5%,31,-52.5%,31,-29.5%,31,-29.2%,27,15.4%,27,15.1%,28,-7.6%,31,-8.2%
