Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
NE,6-3,1,39.0%,1,43.2%,1,30.0%,1,30.9%,13,-4.6%,11,-7.0%,5,4.3%,5,5.2%
IND,9-0,2,35.6%,2,35.6%,2,24.5%,2,24.0%,5,-11.4%,4,-11.5%,17,-0.2%,16,0.1%
NO,9-0,3,30.9%,5,28.1%,3,23.7%,3,21.4%,6,-11.0%,7,-9.9%,27,-3.7%,27,-3.2%
PHI,5-4,4,29.9%,6,26.8%,14,10.0%,14,9.3%,3,-13.7%,6,-10.9%,3,6.2%,3,6.5%
MIN,8-1,5,29.2%,3,30.6%,9,14.9%,8,16.5%,14,-3.6%,17,-3.1%,1,10.8%,1,11.0%
BAL,5-4,6,25.8%,8,24.3%,8,14.9%,10,13.6%,4,-12.1%,5,-11.3%,20,-1.1%,17,-0.6%
ARI,6-3,7,25.3%,4,28.2%,5,16.3%,4,19.3%,9,-8.4%,9,-7.7%,13,0.5%,11,1.3%
DAL,6-3,8,22.8%,7,24.8%,4,17.4%,9,15.4%,17,-1.2%,13,-4.6%,6,4.2%,6,4.8%
PIT,6-3,9,18.4%,9,21.5%,6,16.2%,5,17.5%,7,-10.5%,2,-13.5%,31,-8.3%,31,-9.5%
GB,5-4,10,16.0%,11,14.6%,12,10.6%,13,10.0%,1,-15.5%,1,-15.2%,32,-10.0%,32,-10.6%
CIN,7-2,11,15.7%,10,17.5%,7,15.5%,6,16.8%,16,-2.8%,16,-3.4%,23,-2.5%,24,-2.8%
DEN,6-3,12,10.2%,14,7.8%,16,7.2%,17,5.9%,10,-8.3%,10,-7.0%,28,-5.4%,28,-5.1%
HOU,5-4,13,9.9%,12,13.9%,13,10.1%,11,12.4%,20,3.0%,19,0.9%,9,2.8%,9,2.3%
NYG,5-4,14,8.7%,16,5.5%,18,6.5%,18,4.9%,12,-5.4%,15,-3.8%,24,-3.1%,26,-3.2%
MIA,4-5,15,8.4%,13,10.8%,17,6.9%,16,7.4%,19,1.3%,18,0.3%,8,2.8%,8,3.6%
ATL,5-4,16,6.3%,17,3.9%,15,9.9%,15,8.2%,22,3.9%,22,4.5%,15,0.3%,14,0.2%
SD,6-3,17,3.8%,15,7.4%,10,14.1%,7,16.6%,25,9.2%,24,7.3%,19,-1.1%,23,-1.9%
NYJ,4-5,18,-0.2%,21,-5.7%,22,-10.8%,22,-11.3%,8,-10.0%,12,-6.7%,11,0.6%,18,-1.1%
JAX,5-4,19,-1.1%,18,-2.4%,11,11.0%,12,11.3%,28,12.6%,28,13.8%,14,0.4%,15,0.1%
SF,4-5,20,-3.3%,19,-3.5%,24,-15.6%,24,-14.8%,2,-14.0%,3,-13.1%,22,-1.7%,21,-1.7%
WAS,3-6,21,-10.0%,22,-9.2%,23,-12.1%,23,-12.0%,15,-3.0%,14,-4.2%,18,-0.9%,19,-1.4%
CAR,4-5,22,-10.1%,20,-4.6%,21,-8.8%,20,-5.3%,11,-6.3%,8,-8.0%,30,-7.6%,29,-7.4%
SEA,3-6,23,-11.9%,23,-13.0%,20,-8.4%,21,-9.0%,23,4.0%,21,4.3%,12,0.6%,13,0.4%
TEN,3-6,24,-16.3%,24,-16.8%,19,-1.6%,19,-1.7%,26,11.4%,27,13.3%,26,-3.3%,22,-1.8%
CHI,4-5,25,-17.6%,25,-19.6%,27,-20.1%,26,-20.3%,21,3.6%,23,5.4%,4,6.1%,4,6.0%
BUF,3-6,26,-28.9%,26,-31.5%,29,-28.2%,29,-31.3%,18,0.6%,20,0.9%,16,-0.1%,12,0.7%
TB,1-8,27,-33.4%,27,-32.0%,26,-18.6%,27,-21.5%,32,17.9%,30,14.7%,7,3.1%,7,4.2%
KC,2-7,28,-35.5%,29,-37.0%,28,-25.9%,28,-28.3%,27,12.0%,26,10.7%,10,2.3%,10,2.0%
STL,1-8,29,-37.3%,28,-34.6%,25,-16.7%,25,-15.6%,31,17.4%,32,15.9%,25,-3.2%,25,-3.2%
CLE,1-8,30,-45.5%,30,-46.1%,31,-38.9%,31,-40.7%,30,16.5%,31,15.8%,2,10.0%,2,10.4%
OAK,2-7,31,-51.8%,31,-52.1%,32,-42.3%,32,-42.8%,24,8.0%,25,7.8%,21,-1.5%,20,-1.6%
DET,1-8,32,-53.2%,32,-55.7%,30,-32.1%,30,-33.0%,29,14.1%,29,14.1%,29,-7.0%,30,-8.6%
