Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
IND,6-0,1,43.0%,1,43.8%,1,31.8%,1,32.0%,7,-12.1%,6,-12.6%,18,-0.9%,18,-0.9%
NO,6-0,2,42.2%,2,41.7%,2,30.5%,3,29.7%,5,-19.1%,5,-19.0%,27,-7.3%,27,-7.1%
NE,5-2,3,38.1%,3,39.1%,3,29.4%,2,29.7%,9,-9.1%,9,-9.6%,13,-0.3%,13,-0.2%
GB,4-2,4,35.9%,4,36.4%,8,16.2%,7,16.4%,1,-23.1%,1,-23.2%,23,-3.3%,22,-3.1%
DEN,6-0,5,34.2%,5,34.8%,7,16.2%,8,16.2%,2,-21.7%,2,-22.0%,24,-3.7%,23,-3.4%
PHI,4-2,6,32.7%,6,32.2%,16,6.9%,16,7.0%,4,-21.5%,4,-21.0%,4,4.3%,4,4.3%
MIN,6-1,7,29.2%,7,29.5%,13,10.0%,13,10.2%,10,-8.5%,10,-8.4%,2,10.7%,2,10.9%
BAL,3-3,8,27.7%,8,27.7%,5,24.0%,5,23.8%,11,-8.0%,11,-7.9%,25,-4.2%,25,-4.0%
ARI,4-2,9,25.8%,9,25.8%,18,4.0%,18,4.0%,3,-21.5%,3,-21.3%,11,0.4%,10,0.5%
NYG,5-2,10,23.9%,10,24.1%,11,12.6%,11,12.6%,8,-11.5%,8,-11.6%,12,-0.1%,12,-0.1%
DAL,4-2,11,22.3%,11,22.9%,4,24.9%,4,24.5%,22,5.4%,21,4.5%,8,2.7%,8,2.8%
PIT,5-2,12,12.5%,12,13.3%,6,21.2%,6,22.0%,18,0.4%,18,0.2%,30,-8.3%,30,-8.5%
MIA,2-4,13,11.5%,13,12.2%,10,12.8%,10,12.9%,15,-0.7%,15,-1.3%,21,-2.0%,21,-2.0%
ATL,4-2,14,8.3%,14,7.7%,14,8.2%,14,7.8%,16,-0.4%,17,-0.3%,14,-0.4%,14,-0.4%
NYJ,4-3,15,5.1%,15,4.0%,20,-11.5%,20,-11.7%,6,-12.8%,7,-12.2%,5,3.8%,6,3.5%
CIN,5-2,16,1.5%,16,0.9%,9,13.5%,9,13.7%,21,4.6%,22,4.9%,28,-7.4%,28,-7.9%
JAX,3-3,17,0.2%,18,0.2%,12,10.1%,12,10.3%,25,10.9%,26,11.1%,9,1.1%,9,1.0%
HOU,4-3,18,-0.5%,17,0.3%,15,7.1%,15,7.5%,26,11.2%,25,10.9%,6,3.6%,5,3.6%
SD,3-3,19,-4.5%,19,-3.7%,17,4.1%,17,4.7%,23,7.6%,23,7.2%,19,-1.0%,19,-1.2%
SEA,2-4,20,-6.0%,20,-6.3%,19,-5.2%,19,-5.4%,19,1.5%,19,1.4%,10,0.6%,11,0.5%
SF,3-3,21,-7.4%,21,-8.0%,21,-12.1%,21,-12.2%,12,-7.9%,12,-7.7%,22,-3.1%,24,-3.5%
WAS,2-5,22,-12.7%,22,-13.0%,22,-16.5%,22,-16.7%,13,-4.6%,13,-4.6%,16,-0.8%,17,-0.8%
CHI,3-3,23,-16.6%,23,-16.9%,26,-21.6%,26,-21.6%,20,3.1%,20,3.5%,3,8.1%,3,8.2%
BUF,3-4,24,-19.5%,24,-20.2%,28,-23.1%,28,-24.0%,14,-4.3%,14,-4.5%,15,-0.7%,15,-0.6%
CAR,2-4,25,-30.6%,25,-29.8%,23,-18.9%,23,-18.5%,17,0.0%,16,-0.3%,32,-11.7%,32,-11.7%
KC,1-6,26,-33.5%,26,-34.0%,29,-25.2%,29,-25.8%,27,11.7%,27,11.6%,7,3.4%,7,3.4%
CLE,1-6,27,-38.5%,27,-38.7%,31,-31.5%,31,-32.0%,29,21.2%,29,21.2%,1,14.2%,1,14.5%
STL,0-7,28,-45.2%,28,-44.9%,27,-22.5%,27,-22.3%,30,21.3%,30,21.3%,20,-1.4%,20,-1.3%
TB,0-7,29,-45.2%,29,-45.8%,25,-19.9%,25,-21.2%,32,24.4%,32,23.9%,17,-0.8%,16,-0.7%
TEN,0-6,30,-50.1%,30,-51.5%,24,-19.5%,24,-20.2%,31,21.9%,31,22.7%,31,-8.7%,31,-8.6%
OAK,2-5,31,-52.3%,31,-53.2%,32,-39.8%,32,-40.6%,24,7.8%,24,7.8%,26,-4.7%,26,-4.8%
DET,1-5,32,-53.6%,32,-53.7%,30,-29.6%,30,-29.1%,28,16.4%,28,16.4%,29,-7.6%,29,-8.3%
