Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,6-4,1,31.1%,1,30.5%,3,50.4%,3,8.7%
KC,7-4,2,26.4%,3,24.4%,2,51.6%,18,-10.0%
BAL,8-2,3,25.3%,2,25.4%,4,45.4%,1,16.7%
SEA,8-2,4,20.6%,4,20.0%,1,55.8%,19,-11.0%
GB,8-2,5,17.5%,5,19.2%,5,39.7%,4,8.7%
MIN,8-3,6,14.6%,6,15.9%,8,33.2%,7,2.4%
OAK,6-4,7,12.6%,7,14.2%,7,33.3%,8,1.4%
NO,8-2,8,11.2%,8,13.1%,10,20.6%,6,6.5%
DET,3-6-1,9,6.2%,10,7.2%,6,38.2%,28,-25.9%
NE,9-1,10,5.3%,12,3.9%,16,17.2%,14,-4.7%
PHI,5-5,11,5.1%,11,4.2%,17,17.1%,11,-3.0%
ARI,3-7-1,12,4.7%,9,8.2%,19,6.6%,2,10.1%
LAC,4-7,13,4.2%,13,2.6%,12,19.8%,21,-13.1%
HOU,6-4,14,2.9%,14,2.5%,9,23.6%,15,-6.5%
ATL,3-7,15,1.6%,15,1.1%,11,20.0%,24,-21.0%
SF,9-1,16,1.0%,16,-0.7%,14,18.3%,16,-8.1%
IND,6-4,17,-0.4%,17,-2.1%,18,6.7%,10,-2.0%
JAX,4-6,18,-1.5%,18,-3.0%,15,18.3%,25,-21.6%
TEN,5-5,19,-4.3%,19,-3.8%,13,19.4%,23,-17.2%
LAR,6-4,20,-4.6%,20,-5.8%,20,5.9%,13,-3.5%
CLE,4-6,21,-7.5%,21,-6.9%,21,4.9%,17,-9.4%
BUF,7-3,22,-8.0%,22,-7.1%,24,-0.5%,12,-3.2%
DEN,3-7,23,-8.4%,23,-9.9%,27,-8.2%,9,-1.6%
TB,3-7,24,-9.4%,24,-11.1%,22,1.4%,20,-12.0%
CAR,5-5,25,-12.3%,25,-12.9%,31,-19.7%,5,6.7%
CHI,4-6,26,-13.2%,26,-14.5%,23,0.4%,26,-22.0%
NYG,2-8,27,-13.6%,27,-15.0%,26,-7.5%,22,-16.4%
PIT,5-5,28,-17.6%,28,-20.8%,25,-4.0%,30,-27.7%
CIN,0-10,29,-25.6%,29,-26.0%,30,-17.1%,29,-26.5%
WAS,1-9,30,-28.4%,32,-32.0%,29,-16.4%,31,-30.6%
MIA,2-8,31,-29.7%,30,-26.6%,28,-15.5%,32,-48.3%
NYJ,3-7,32,-30.9%,31,-30.9%,32,-29.5%,27,-24.8%
