Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,4-3,1,28.4%,1,26.9%,3,44.7%,1,13.4%
KC,5-3,2,26.8%,2,25.0%,2,54.6%,21,-12.8%
GB,7-1,3,20.4%,3,22.0%,4,42.8%,5,5.6%
SEA,6-2,4,19.9%,4,20.5%,1,54.7%,17,-6.9%
MIN,6-2,5,16.3%,5,16.4%,9,26.3%,2,11.9%
NO,7-1,6,14.3%,6,14.0%,8,30.0%,12,-0.4%
BAL,5-2,7,13.2%,8,11.4%,12,22.4%,3,10.8%
OAK,3-4,8,12.1%,7,11.8%,7,31.8%,9,2.8%
IND,5-2,9,6.8%,10,5.9%,13,21.8%,16,-4.9%
SF,7-0,10,6.1%,9,6.2%,15,17.5%,10,1.7%
HOU,5-3,11,4.4%,12,3.5%,10,25.1%,13,-3.5%
DET,3-3-1,12,4.4%,11,4.9%,5,41.7%,28,-31.5%
JAX,4-4,13,3.8%,13,3.0%,6,33.5%,26,-25.0%
NE,8-0,14,3.1%,16,1.1%,14,18.5%,18,-8.4%
LAR,5-3,15,3.1%,14,2.5%,17,16.7%,11,0.1%
LAC,3-5,16,2.0%,17,0.8%,11,24.9%,29,-32.0%
PHI,4-4,17,0.9%,18,0.1%,19,8.6%,15,-4.6%
ATL,1-7,18,0.6%,15,1.4%,16,16.8%,24,-22.5%
TB,2-5,19,-2.7%,19,-2.1%,18,10.9%,20,-10.0%
ARI,3-4-1,20,-4.3%,20,-2.9%,25,-4.6%,7,3.5%
CAR,4-3,21,-6.5%,21,-6.6%,27,-6.6%,8,2.9%
NYG,2-6,22,-9.0%,22,-9.6%,23,-4.3%,19,-9.1%
PIT,3-4,23,-9.0%,23,-10.0%,21,5.7%,22,-19.3%
BUF,5-2,24,-10.1%,24,-10.1%,29,-8.0%,4,6.6%
DEN,2-6,25,-11.2%,26,-11.7%,30,-13.8%,14,-3.5%
CLE,2-5,26,-11.4%,25,-10.5%,28,-7.6%,6,4.7%
TEN,4-4,27,-13.8%,28,-15.2%,20,6.7%,25,-24.4%
CHI,3-4,28,-14.0%,27,-14.1%,22,2.3%,27,-26.3%
CIN,0-8,29,-22.1%,29,-22.4%,24,-4.5%,31,-40.4%
WAS,1-7,30,-22.8%,30,-25.9%,26,-6.1%,30,-32.5%
MIA,0-7,31,-37.7%,31,-37.1%,31,-27.3%,32,-46.5%
NYJ,1-6,32,-41.0%,32,-42.6%,32,-47.4%,23,-22.3%
