Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,5-3,1,27.1%,1,25.1%,3,40.3%,1,15.2%
KC,6-3,2,24.8%,2,22.7%,2,49.9%,19,-10.5%
SEA,7-2,3,21.2%,3,22.1%,1,56.5%,18,-10.0%
BAL,6-2,4,17.3%,6,16.1%,7,29.5%,2,13.5%
OAK,4-4,5,15.9%,4,17.1%,5,37.0%,5,5.7%
GB,7-2,6,15.2%,5,17.1%,6,36.1%,6,5.3%
MIN,6-3,7,13.8%,7,15.0%,11,27.1%,7,5.3%
NO,7-1,8,13.4%,8,14.2%,10,28.5%,8,-0.4%
LAC,4-5,9,7.2%,10,6.3%,9,28.9%,22,-21.2%
HOU,6-3,10,6.8%,9,7.0%,8,29.1%,13,-2.6%
SF,8-0,11,6.3%,13,5.5%,12,25.6%,12,-2.5%
IND,5-3,12,6.3%,12,5.6%,14,20.0%,14,-3.6%
DET,3-4-1,13,4.7%,11,5.7%,4,38.5%,29,-29.3%
NE,8-1,14,2.2%,17,0.3%,17,14.9%,16,-7.7%
PHI,5-4,15,0.8%,16,0.3%,20,9.1%,15,-4.4%
LAR,5-3,16,0.6%,19,-0.8%,19,13.4%,10,-1.3%
JAX,4-5,17,0.5%,18,-0.2%,13,24.1%,25,-23.2%
ATL,1-7,18,0.1%,15,1.6%,15,16.2%,23,-22.8%
ARI,3-5-1,19,-0.6%,14,1.8%,22,0.3%,4,5.7%
TB,2-6,20,-2.3%,20,-1.9%,18,14.0%,20,-11.2%
CAR,5-3,21,-4.4%,21,-3.2%,27,-6.6%,3,6.6%
TEN,4-5,22,-9.2%,22,-10.4%,16,16.2%,26,-25.7%
DEN,3-6,23,-9.7%,23,-10.9%,30,-10.9%,11,-2.0%
NYG,2-7,24,-10.8%,25,-11.9%,25,-5.8%,21,-11.5%
BUF,6-2,25,-12.3%,26,-12.4%,29,-8.9%,9,-1.0%
CLE,2-6,26,-12.3%,24,-11.7%,24,-2.4%,17,-8.4%
CHI,3-5,27,-14.6%,27,-15.2%,23,-0.2%,24,-23.2%
PIT,4-4,28,-14.6%,28,-16.5%,21,0.9%,27,-26.5%
CIN,0-8,29,-23.8%,29,-23.9%,26,-5.8%,31,-42.9%
WAS,1-8,30,-24.9%,31,-29.0%,28,-8.6%,30,-33.5%
MIA,1-7,31,-29.9%,30,-27.5%,31,-15.0%,32,-47.6%
NYJ,1-7,32,-45.1%,32,-47.2%,32,-49.5%,28,-27.6%
