Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
KC,4-2,1,29.9%,1,29.5%,2,57.6%,20,-10.8%
DAL,3-3,2,28.7%,2,28.2%,3,47.2%,5,9.5%
SEA,5-1,3,21.6%,3,22.0%,1,66.6%,21,-16.0%
BAL,4-2,4,13.7%,4,13.1%,12,20.8%,1,12.4%
MIN,4-2,5,11.4%,5,11.3%,11,20.8%,4,9.7%
PHI,3-3,6,9.7%,6,9.4%,10,22.0%,15,-2.1%
GB,5-1,7,7.9%,7,8.4%,8,23.2%,7,4.1%
NE,6-0,8,7.8%,8,7.0%,6,25.9%,17,-4.2%
SF,5-0,9,6.6%,9,6.9%,16,16.9%,9,2.9%
JAX,2-4,10,6.0%,11,5.6%,5,28.4%,22,-16.5%
HOU,4-2,11,6.0%,10,5.6%,7,24.4%,11,1.0%
IND,3-2,12,5.8%,12,5.4%,15,17.7%,12,-1.1%
OAK,3-2,13,4.9%,14,4.1%,17,14.2%,3,10.1%
ATL,1-5,14,4.8%,13,5.3%,9,22.2%,24,-19.9%
LAC,2-4,15,3.5%,15,3.2%,13,18.6%,23,-18.9%
NO,5-1,16,3.0%,16,2.4%,14,17.9%,19,-9.2%
LAR,3-3,17,2.1%,17,1.7%,20,9.1%,2,11.3%
ARI,2-3-1,18,-1.6%,18,-1.3%,23,0.6%,10,2.5%
TB,2-4,19,-2.1%,19,-1.7%,21,7.1%,16,-3.1%
DET,2-2-1,20,-3.9%,20,-3.9%,4,31.9%,29,-30.8%
CAR,4-2,21,-4.0%,21,-4.1%,22,1.5%,13,-1.8%
DEN,2-4,22,-4.2%,22,-4.3%,24,-1.4%,14,-1.9%
PIT,2-4,23,-6.9%,24,-6.9%,19,9.3%,26,-24.4%
CHI,3-2,24,-6.9%,23,-6.6%,18,12.6%,25,-21.1%
NYG,2-4,25,-8.6%,25,-8.6%,25,-2.7%,18,-7.8%
BUF,4-1,26,-9.0%,26,-8.9%,29,-6.8%,6,7.5%
CLE,2-4,27,-16.4%,27,-16.1%,30,-18.6%,8,3.1%
CIN,0-6,28,-19.5%,28,-19.6%,26,-3.3%,31,-38.4%
TEN,2-4,29,-20.6%,29,-21.3%,28,-5.5%,27,-24.9%
WAS,1-5,30,-22.8%,30,-23.7%,27,-5.3%,30,-35.0%
NYJ,1-4,31,-31.0%,31,-31.7%,31,-29.4%,28,-26.1%
MIA,0-5,32,-51.3%,32,-51.4%,32,-49.8%,32,-47.0%
