Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,2-0,1,55.5%,1,55.5%,1,100.5%,7,12.4%
KC,2-0,2,50.8%,2,50.8%,2,92.6%,17,-12.4%
BAL,2-0,3,40.5%,3,40.5%,4,79.7%,9,9.7%
NE,2-0,4,33.2%,4,33.2%,3,91.4%,13,-8.3%
WAS,0-2,5,25.7%,5,25.7%,5,68.9%,29,-35.3%
SF,2-0,6,25.0%,6,25.0%,7,60.4%,10,8.7%
IND,1-1,7,19.1%,7,19.1%,9,29.0%,4,19.8%
SEA,2-0,8,17.5%,8,17.5%,6,64.2%,23,-18.5%
LAR,2-0,9,14.2%,9,14.2%,18,3.2%,1,34.0%
PHI,1-1,10,8.7%,10,8.7%,10,25.5%,15,-9.7%
TEN,1-1,11,8.6%,11,8.6%,13,14.0%,11,7.0%
LAC,1-1,12,8.3%,12,8.3%,11,18.1%,12,5.2%
DET,1-0-1,13,4.3%,13,4.3%,8,39.2%,27,-26.5%
DEN,0-2,14,-1.0%,14,-1.0%,12,14.3%,24,-19.4%
BUF,2-0,15,-2.3%,15,-2.3%,17,4.6%,6,18.2%
NO,1-1,16,-2.6%,16,-2.6%,15,10.1%,18,-14.4%
HOU,1-1,17,-2.7%,17,-2.7%,21,-7.0%,3,24.9%
MIN,1-1,18,-4.3%,18,-4.3%,31,-43.7%,5,19.7%
NYG,0-2,19,-4.7%,19,-4.7%,25,-13.8%,2,25.6%
JAX,0-2,20,-5.6%,20,-5.6%,16,9.4%,26,-24.4%
OAK,1-1,21,-6.4%,21,-6.4%,19,1.0%,8,11.8%
ARI,0-1-1,22,-13.4%,22,-13.4%,22,-7.9%,16,-12.3%
GB,2-0,23,-15.5%,23,-15.5%,14,11.2%,28,-26.5%
CAR,0-2,24,-16.2%,24,-16.2%,20,-6.7%,25,-20.0%
PIT,0-2,25,-16.4%,25,-16.4%,24,-13.1%,20,-15.6%
CHI,1-1,26,-18.9%,26,-18.9%,26,-14.2%,19,-15.4%
CLE,1-1,27,-23.2%,27,-23.2%,27,-17.3%,21,-15.7%
NYJ,0-2,28,-27.8%,28,-27.8%,29,-26.1%,22,-16.3%
CIN,0-2,29,-30.3%,29,-30.3%,23,-11.1%,31,-71.3%
ATL,1-1,30,-31.0%,30,-31.0%,28,-18.1%,30,-50.6%
TB,1-1,31,-35.0%,31,-35.0%,30,-40.4%,14,-9.5%
MIA,0-2,32,-85.1%,32,-85.1%,32,-87.7%,32,-73.2%
