Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
BAL,12-2,1,29.4%,1,32.5%,1,53.8%,1,17.6%
DAL,7-7,2,27.7%,2,26.4%,4,45.0%,3,8.2%
KC,10-4,3,22.0%,5,19.7%,3,46.2%,22,-11.8%
SEA,11-3,4,20.9%,4,20.1%,2,52.0%,10,-2.7%
NO,11-3,5,19.6%,3,22.8%,5,37.5%,6,2.0%
GB,11-3,6,10.4%,7,9.2%,6,29.3%,5,2.7%
MIN,10-4,7,9.5%,8,8.7%,8,26.2%,8,-0.1%
SF,11-3,8,7.0%,9,6.8%,9,26.2%,11,-3.0%
TEN,8-6,9,6.7%,6,12.9%,7,27.6%,14,-4.6%
OAK,6-8,10,4.5%,12,1.7%,11,21.6%,16,-5.7%
HOU,9-5,11,3.5%,11,2.4%,10,24.1%,17,-7.5%
NE,11-3,12,2.3%,17,-1.5%,16,11.8%,12,-3.6%
ARI,4-9-1,13,2.1%,10,5.6%,24,0.9%,2,12.5%
LAC,5-9,14,1.9%,14,0.7%,13,17.9%,21,-11.7%
PHI,7-7,15,1.4%,16,-0.4%,17,11.5%,13,-3.9%
ATL,5-9,16,0.7%,13,1.0%,14,16.8%,24,-17.0%
LAR,8-6,17,-1.8%,19,-3.8%,18,9.7%,15,-5.0%
IND,6-8,18,-2.3%,22,-5.6%,22,2.5%,9,-1.3%
DET,3-10-1,19,-2.8%,21,-5.1%,12,18.0%,28,-21.6%
CLE,6-8,20,-3.0%,15,-0.4%,21,5.2%,7,0.5%
TB,7-7,21,-4.1%,18,-3.0%,15,12.9%,26,-17.4%
BUF,10-4,22,-6.3%,20,-4.6%,19,6.4%,18,-9.0%
CHI,7-7,23,-9.1%,23,-7.8%,20,5.9%,27,-21.3%
CAR,5-9,24,-10.8%,25,-13.3%,30,-15.4%,4,3.8%
NYG,3-11,25,-11.4%,26,-13.7%,27,-7.5%,20,-11.3%
JAX,5-9,26,-12.0%,28,-17.4%,23,1.0%,29,-23.3%
DEN,5-9,27,-12.1%,24,-12.9%,28,-8.2%,19,-9.4%
CIN,1-13,28,-16.8%,27,-15.5%,29,-11.8%,23,-13.1%
PIT,8-6,29,-21.1%,32,-27.0%,25,-6.3%,31,-27.6%
MIA,3-11,30,-21.8%,29,-17.9%,26,-6.7%,32,-43.5%
WAS,3-11,31,-22.3%,31,-24.5%,31,-16.5%,25,-17.0%
NYJ,5-9,32,-26.2%,30,-23.1%,32,-21.9%,30,-25.6%
