Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
BAL,10-2,1,30.0%,1,33.3%,2,52.1%,1,20.2%
DAL,6-6,2,26.4%,2,24.8%,4,43.9%,4,6.0%
KC,8-4,3,22.9%,3,20.9%,3,48.1%,20,-12.5%
SEA,10-2,4,21.5%,4,20.6%,1,53.5%,11,-3.6%
NO,10-2,5,13.8%,5,15.1%,10,24.6%,3,6.6%
MIN,8-4,6,13.2%,6,14.4%,7,29.7%,5,2.5%
GB,9-3,7,11.4%,7,12.1%,5,34.5%,9,-2.2%
SF,10-2,8,6.2%,10,4.4%,11,24.3%,12,-3.7%
HOU,8-4,9,6.0%,9,5.4%,6,31.0%,19,-10.2%
NE,10-2,10,5.5%,11,3.2%,14,17.0%,10,-3.5%
OAK,6-6,11,4.1%,13,2.3%,12,21.4%,14,-4.6%
TEN,7-5,12,2.8%,8,7.0%,9,24.8%,18,-9.3%
PHI,5-7,13,2.4%,17,0.5%,15,13.0%,15,-4.7%
LAC,4-8,14,1.3%,18,-0.1%,13,18.0%,21,-14.0%
DET,3-8-1,15,1.2%,15,1.6%,8,28.0%,31,-23.1%
ARI,3-8-1,16,0.9%,12,3.0%,24,1.5%,2,8.4%
CLE,5-7,17,-0.8%,14,1.9%,18,9.9%,8,-1.3%
BUF,9-3,18,-1.2%,16,0.8%,16,12.8%,13,-3.8%
IND,6-6,19,-1.3%,19,-3.8%,22,2.9%,6,0.8%
LAR,7-5,20,-3.8%,21,-6.9%,19,8.1%,16,-5.7%
ATL,3-9,21,-4.1%,20,-5.6%,17,10.2%,25,-19.7%
TB,5-7,22,-7.3%,22,-8.0%,20,6.4%,22,-14.4%
JAX,4-8,23,-9.5%,25,-13.8%,21,4.1%,24,-19.5%
CAR,5-7,24,-10.5%,24,-12.6%,29,-11.8%,7,-0.1%
CHI,6-6,25,-11.1%,23,-10.9%,23,2.1%,27,-20.7%
NYG,2-10,26,-13.3%,26,-15.8%,27,-6.3%,23,-19.0%
DEN,4-8,27,-13.8%,28,-16.3%,30,-13.7%,17,-6.7%
PIT,7-5,28,-16.5%,30,-20.8%,25,-2.8%,30,-21.6%
CIN,1-11,29,-19.3%,29,-20.6%,28,-10.9%,28,-21.0%
MIA,3-9,30,-20.8%,27,-16.2%,26,-5.6%,32,-43.1%
NYJ,4-8,31,-25.9%,31,-24.2%,32,-23.5%,29,-21.1%
WAS,3-9,32,-26.6%,32,-30.0%,31,-21.7%,26,-19.8%
