Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
BAL,11-2,1,26.8%,1,29.1%,2,48.4%,1,16.9%
DAL,6-7,2,26.7%,2,25.2%,4,44.2%,3,5.4%
KC,9-4,3,21.2%,4,19.0%,3,45.7%,21,-12.9%
SEA,10-3,4,20.1%,5,18.4%,1,49.6%,12,-3.3%
NO,10-3,5,16.7%,3,19.1%,6,30.8%,4,3.8%
GB,10-3,6,10.8%,7,10.4%,5,31.9%,6,1.1%
MIN,9-4,7,10.4%,8,10.3%,8,28.7%,10,-1.5%
SF,11-2,8,8.6%,9,7.9%,9,26.9%,9,-0.8%
TEN,8-5,9,6.8%,6,13.1%,7,29.3%,16,-6.6%
LAC,5-8,10,5.5%,10,5.4%,12,22.3%,20,-9.1%
OAK,6-7,11,4.4%,12,2.7%,13,20.7%,13,-4.3%
HOU,8-5,12,4.2%,11,3.4%,10,26.3%,19,-8.7%
NE,10-3,13,4.2%,14,1.4%,14,15.7%,14,-4.9%
PHI,6-7,14,0.9%,15,0.0%,17,11.1%,15,-5.1%
LAR,8-5,15,-0.4%,17,-1.8%,15,11.5%,11,-3.1%
IND,6-7,16,-0.8%,19,-3.8%,22,4.1%,7,-0.1%
DET,3-9-1,17,-0.9%,18,-2.1%,11,23.4%,29,-23.3%
ARI,3-9-1,18,-1.3%,16,-1.0%,24,-0.8%,2,6.6%
CLE,6-7,19,-1.3%,13,1.6%,19,8.9%,8,-0.3%
ATL,4-9,20,-3.2%,21,-4.2%,16,11.2%,25,-17.9%
BUF,9-4,21,-5.1%,20,-4.1%,20,7.0%,17,-6.9%
TB,6-7,22,-5.2%,22,-5.1%,18,9.1%,23,-14.7%
CHI,7-6,23,-8.5%,23,-7.6%,21,6.8%,27,-20.4%
DEN,5-8,24,-10.0%,24,-10.3%,27,-6.7%,18,-7.3%
CAR,5-8,25,-11.8%,25,-14.5%,30,-15.7%,5,2.3%
JAX,4-9,26,-12.1%,29,-16.1%,23,-0.1%,28,-21.0%
NYG,2-11,27,-13.8%,28,-16.0%,28,-8.3%,24,-16.3%
CIN,1-12,28,-16.6%,27,-15.9%,29,-11.0%,22,-14.6%
PIT,8-5,29,-17.7%,30,-22.3%,25,-1.9%,30,-25.7%
MIA,3-10,30,-20.1%,26,-15.5%,26,-5.2%,32,-42.5%
WAS,3-10,31,-26.3%,32,-30.0%,31,-21.2%,26,-20.0%
NYJ,5-8,32,-27.4%,31,-25.0%,32,-23.4%,31,-25.8%
