Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,1-0,1,60.3%,1,60.3%,2,121.2%,22,-20.9%
BAL,1-0,2,56.0%,2,56.0%,1,138.9%,11,8.4%
KC,1-0,3,52.6%,3,52.6%,6,78.6%,6,20.4%
NE,1-0,4,39.3%,4,39.3%,5,87.8%,20,-17.7%
WAS,0-1,5,38.6%,5,38.6%,3,104.7%,28,-66.0%
OAK,1-0,6,35.2%,6,35.2%,4,97.7%,9,9.2%
PHI,1-0,7,32.6%,7,32.6%,7,69.0%,15,-4.9%
JAX,0-1,8,31.2%,8,31.2%,8,55.6%,18,-15.6%
IND,0-1,9,27.5%,9,27.5%,13,25.6%,5,28.8%
LAC,1-0,10,23.7%,10,23.7%,14,24.8%,4,32.4%
NO,1-0,11,23.7%,11,23.7%,10,30.6%,12,8.2%
TEN,1-0,12,23.4%,12,23.4%,9,38.6%,7,17.4%
HOU,0-1,13,18.6%,13,18.6%,12,28.1%,1,43.9%
MIN,1-0,14,8.0%,14,8.0%,16,12.1%,13,6.7%
LAR,1-0,15,5.3%,15,5.3%,21,-18.2%,2,36.8%
DET,0-0-1,16,-3.1%,16,-3.1%,11,29.8%,24,-30.4%
DEN,0-1,17,-4.5%,17,-4.5%,15,17.4%,23,-22.5%
CAR,0-1,18,-8.5%,18,-8.5%,27,-31.6%,3,34.9%
NYG,0-1,19,-14.3%,19,-14.3%,22,-21.0%,8,12.9%
SEA,1-0,20,-14.6%,20,-14.6%,17,8.4%,19,-15.7%
CIN,0-1,21,-20.6%,21,-20.6%,19,-1.1%,30,-68.8%
NYJ,0-1,22,-21.0%,22,-21.0%,25,-22.4%,21,-17.9%
BUF,1-0,23,-21.5%,23,-21.5%,23,-21.1%,14,-1.5%
SF,1-0,24,-25.7%,24,-25.7%,20,-10.3%,25,-31.1%
ARI,0-0-1,25,-28.0%,25,-28.0%,29,-32.6%,17,-10.5%
CLE,0-1,26,-34.9%,26,-34.9%,31,-39.3%,16,-8.2%
ATL,0-1,27,-40.5%,27,-40.5%,26,-27.9%,29,-68.0%
GB,1-0,28,-41.0%,28,-41.0%,18,6.7%,31,-88.6%
CHI,0-1,29,-42.4%,29,-42.4%,28,-31.9%,26,-44.7%
MIA,0-1,30,-42.6%,30,-42.6%,24,-22.3%,32,-90.5%
PIT,0-1,31,-44.8%,31,-44.8%,30,-34.7%,27,-55.8%
TB,0-1,32,-66.3%,32,-66.3%,32,-107.3%,10,8.9%
