Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
BAL,14-2,1,28.2%,1,30.8%,1,52.7%,1,16.9%
DAL,8-8,2,24.5%,5,20.5%,5,41.1%,3,6.0%
KC,12-4,3,23.5%,4,20.6%,2,46.9%,16,-7.4%
NO,13-3,4,22.0%,2,28.6%,4,42.2%,6,2.1%
SEA,11-5,5,17.7%,6,13.4%,3,46.8%,12,-3.8%
TEN,9-7,6,13.0%,3,23.6%,6,33.7%,5,2.5%
SF,13-3,7,7.8%,7,7.3%,8,23.8%,7,0.5%
GB,13-3,8,6.6%,9,4.3%,10,19.6%,4,4.5%
OAK,7-9,9,5.4%,11,3.0%,7,24.0%,18,-7.7%
MIN,10-6,10,4.8%,13,1.4%,11,17.9%,10,-1.6%
NE,12-4,11,4.3%,16,-0.4%,15,14.9%,11,-2.5%
LAC,5-11,12,3.5%,12,2.8%,9,21.4%,22,-11.3%
ARI,5-10-1,13,3.2%,8,7.0%,22,3.2%,2,12.0%
PHI,9-7,14,2.4%,14,0.6%,17,13.2%,13,-3.9%
ATL,7-9,15,2.3%,10,3.5%,13,17.2%,23,-12.9%
LAR,9-7,16,0.6%,15,0.5%,16,14.0%,15,-5.6%
HOU,10-6,17,0.6%,17,-1.8%,12,17.9%,17,-7.4%
DET,3-12-1,18,-3.0%,21,-6.2%,14,15.4%,27,-18.3%
IND,7-9,19,-3.4%,23,-7.8%,25,-0.8%,8,-0.7%
CLE,6-10,20,-4.8%,18,-2.1%,19,4.9%,14,-4.4%
BUF,10-6,21,-7.1%,20,-5.6%,20,4.0%,19,-8.4%
NYG,4-12,22,-7.4%,24,-7.9%,26,-1.4%,21,-10.8%
TB,7-9,23,-7.4%,22,-6.5%,18,6.6%,25,-17.7%
JAX,6-10,24,-9.9%,28,-14.8%,23,2.4%,29,-21.3%
CHI,8-8,25,-9.9%,25,-8.8%,21,3.8%,28,-19.6%
DEN,7-9,26,-11.3%,26,-13.0%,27,-6.9%,20,-9.4%
CAR,5-11,27,-14.4%,30,-20.4%,31,-18.3%,9,-0.7%
MIA,5-11,28,-14.5%,19,-5.2%,24,2.1%,32,-40.5%
CIN,2-14,29,-16.6%,27,-14.7%,28,-8.9%,24,-15.9%
WAS,3-13,30,-20.7%,31,-22.5%,29,-13.7%,26,-17.7%
PIT,8-8,31,-25.1%,32,-32.7%,30,-16.0%,30,-25.1%
NYJ,7-9,32,-25.4%,29,-20.3%,32,-20.6%,31,-26.2%
