Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,4-1,1,22.5%,1,22.3%,1,58.1%,20,-16.1%
CLE,3-2,2,20.8%,2,20.7%,3,46.4%,5,2.6%
GB,4-2,3,20.0%,4,20.3%,5,42.0%,18,-10.0%
BAL,4-2,4,20.0%,3,20.3%,4,45.0%,8,-0.8%
CIN,3-1-1,5,14.3%,5,14.2%,6,37.2%,7,0.3%
DAL,5-1,6,13.7%,6,14.2%,11,25.4%,3,10.0%
ATL,2-4,7,13.7%,8,13.3%,8,31.6%,9,-4.6%
SD,5-1,8,12.6%,7,13.3%,2,56.2%,31,-26.8%
NO,2-3,9,12.3%,9,12.3%,16,13.5%,2,18.7%
SEA,3-2,10,11.4%,10,10.6%,15,17.9%,1,26.6%
CAR,3-2-1,11,8.0%,11,8.2%,7,32.9%,23,-19.4%
KC,2-3,12,6.8%,12,7.8%,13,22.6%,12,-8.6%
IND,4-2,13,5.7%,13,5.8%,9,31.0%,30,-26.7%
CHI,3-3,14,3.5%,14,3.2%,12,24.1%,19,-14.2%
PIT,3-3,15,3.0%,15,2.7%,22,7.4%,4,8.6%
SF,4-2,16,1.0%,16,0.4%,14,21.9%,17,-10.0%
WAS,1-5,17,-0.5%,17,-0.3%,18,11.6%,11,-5.9%
NE,4-2,18,-0.9%,18,-0.8%,10,25.9%,27,-21.8%
MIA,2-3,19,-1.2%,19,-1.3%,24,6.2%,6,2.3%
NYG,3-3,20,-4.4%,20,-3.8%,23,6.4%,13,-9.0%
PHI,5-1,21,-4.8%,21,-4.3%,21,7.9%,21,-18.1%
HOU,3-3,22,-5.3%,22,-5.2%,20,8.4%,14,-9.1%
DET,4-2,23,-6.1%,24,-6.6%,19,8.7%,25,-19.9%
TEN,2-4,24,-6.1%,23,-6.6%,25,6.0%,10,-5.8%
STL,1-4,25,-9.6%,25,-8.7%,26,0.1%,16,-9.8%
ARI,4-1,26,-10.8%,26,-10.9%,17,13.0%,29,-26.3%
BUF,3-3,27,-14.9%,27,-15.4%,27,-1.4%,28,-24.7%
OAK,0-5,28,-18.1%,28,-17.7%,28,-7.0%,26,-20.1%
TB,1-5,29,-26.2%,29,-25.9%,30,-23.1%,22,-18.7%
NYJ,1-5,30,-26.5%,30,-26.6%,29,-21.5%,24,-19.5%
MIN,2-4,31,-28.4%,31,-28.8%,32,-30.6%,15,-9.1%
JAX,0-6,32,-30.1%,32,-30.4%,31,-23.3%,32,-33.9%
