Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
ATL,1-0,1,45.9%,1,45.9%,3,79.8%,10,11.8%
SEA,1-0,2,45.4%,2,45.4%,10,33.8%,1,55.7%
SF,1-0,3,45.4%,3,45.4%,2,85.8%,13,8.7%
PIT,1-0,4,30.7%,4,30.7%,4,69.2%,16,-3.5%
DEN,1-0,5,30.4%,5,30.4%,6,51.6%,8,13.0%
DET,1-0,6,28.0%,6,28.0%,1,103.4%,28,-45.8%
CLE,0-1,7,27.8%,7,27.8%,12,28.6%,3,27.2%
NO,0-1,8,22.3%,8,22.3%,14,23.3%,2,28.4%
TEN,1-0,9,21.1%,9,21.1%,5,66.7%,17,-4.4%
CHI,0-1,10,18.9%,10,18.9%,13,25.1%,14,3.8%
BUF,1-0,11,16.4%,11,16.4%,17,21.9%,5,21.9%
MIN,1-0,12,10.7%,12,10.7%,16,23.0%,9,12.2%
CIN,1-0,13,7.1%,13,7.1%,8,37.7%,22,-28.9%
MIA,1-0,14,4.2%,14,4.2%,23,-7.1%,4,22.1%
CAR,1-0,15,1.6%,15,1.6%,7,45.0%,24,-34.2%
BAL,0-1,16,0.0%,16,0.0%,22,-5.6%,7,16.7%
GB,0-1,17,-0.3%,17,-0.3%,21,-1.4%,15,1.3%
ARI,1-0,18,-2.6%,18,-2.6%,9,35.2%,25,-38.8%
IND,0-1,19,-4.4%,19,-4.4%,20,6.2%,23,-31.2%
NE,0-1,20,-7.6%,20,-7.6%,25,-15.9%,11,10.0%
NYJ,1-0,21,-9.8%,21,-9.8%,18,10.1%,20,-14.4%
JAX,0-1,22,-10.8%,22,-10.8%,15,23.2%,29,-48.9%
HOU,1-0,23,-12.0%,23,-12.0%,11,32.0%,27,-39.8%
WAS,0-1,24,-15.1%,24,-15.1%,26,-25.0%,12,9.0%
DAL,0-1,25,-20.0%,25,-20.0%,27,-28.3%,6,17.5%
PHI,1-0,26,-23.2%,26,-23.2%,29,-31.1%,18,-12.5%
OAK,0-1,27,-32.8%,27,-32.8%,19,9.3%,32,-77.6%
SD,0-1,28,-34.4%,28,-34.4%,24,-8.9%,31,-62.9%
KC,0-1,29,-40.5%,29,-40.5%,28,-31.0%,30,-51.2%
TB,0-1,30,-41.9%,30,-41.9%,30,-46.9%,21,-18.4%
NYG,0-1,31,-49.1%,31,-49.1%,31,-47.8%,26,-39.0%
STL,0-1,32,-61.5%,32,-61.5%,32,-81.2%,19,-12.6%
