Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NO,1-2,1,26.2%,1,26.2%,9,31.2%,1,27.7%
CLE,1-2,2,24.5%,2,24.5%,3,47.2%,7,6.6%
SEA,2-1,3,22.9%,3,22.9%,7,31.6%,3,23.4%
ATL,2-1,4,22.7%,4,22.7%,2,50.4%,10,-3.4%
CIN,3-0,5,21.1%,5,21.1%,4,43.9%,8,5.7%
DEN,2-1,6,21.0%,6,21.0%,1,55.7%,19,-22.5%
PIT,2-1,7,20.6%,7,20.6%,13,24.7%,2,25.5%
WAS,1-2,8,13.8%,8,13.8%,10,30.6%,9,4.5%
CHI,2-1,9,6.6%,9,6.6%,14,24.3%,17,-20.9%
BUF,2-1,10,5.5%,10,5.5%,15,23.7%,12,-9.6%
SF,1-2,11,5.3%,11,5.3%,17,23.3%,13,-12.6%
CAR,2-1,12,4.6%,12,4.6%,8,31.4%,30,-36.4%
BAL,2-1,13,4.2%,13,4.2%,19,20.8%,11,-3.5%
DAL,2-1,14,4.1%,14,4.1%,23,4.5%,6,11.1%
PHI,3-0,15,3.8%,15,3.8%,11,30.1%,28,-31.5%
IND,1-2,16,1.8%,16,1.8%,18,22.2%,24,-30.2%
DET,2-1,17,1.0%,17,1.0%,12,26.5%,27,-30.8%
HOU,2-1,18,1.0%,18,1.0%,6,37.6%,18,-21.8%
GB,1-2,19,-1.0%,19,-1.0%,20,17.6%,26,-30.8%
ARI,3-0,20,-4.3%,20,-4.3%,16,23.5%,22,-24.9%
SD,2-1,21,-4.4%,21,-4.4%,5,43.3%,32,-51.9%
MIA,1-2,22,-5.6%,22,-5.6%,28,-13.1%,4,14.2%
NE,2-1,23,-6.8%,23,-6.8%,21,10.6%,16,-18.5%
KC,1-2,24,-12.1%,24,-12.1%,22,4.7%,29,-31.6%
NYG,1-2,25,-13.1%,25,-13.1%,24,-7.8%,14,-12.9%
TEN,1-2,26,-13.5%,26,-13.5%,26,-12.3%,5,11.7%
STL,1-2,27,-16.3%,27,-16.3%,27,-12.9%,15,-14.1%
NYJ,1-2,28,-21.8%,28,-21.8%,29,-15.0%,20,-22.7%
OAK,0-3,29,-25.8%,29,-25.8%,25,-12.2%,25,-30.8%
MIN,1-2,30,-29.1%,30,-29.1%,30,-20.9%,21,-23.7%
JAX,0-3,31,-34.5%,31,-34.5%,31,-27.9%,31,-36.8%
TB,0-3,32,-39.7%,32,-39.7%,32,-44.6%,23,-29.8%
