Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,2-0,1,41.4%,1,41.4%,1,81.0%,10,1.7%
SEA,1-1,2,39.0%,2,39.0%,7,40.1%,1,47.5%
NO,0-2,3,23.6%,3,23.6%,14,20.0%,2,40.5%
CLE,1-1,4,22.2%,4,22.2%,10,28.3%,4,16.2%
CIN,2-0,5,20.9%,5,20.9%,2,56.6%,12,-4.6%
ATL,1-1,6,17.5%,6,17.5%,9,30.3%,7,12.3%
GB,1-1,7,14.6%,7,14.6%,11,26.1%,16,-10.8%
CHI,1-1,8,14.0%,8,14.0%,8,31.9%,22,-15.6%
WAS,1-1,9,10.7%,9,10.7%,15,16.4%,5,14.0%
BUF,2-0,10,10.1%,10,10.1%,5,43.5%,15,-10.8%
DET,1-1,11,8.5%,11,8.5%,4,46.4%,30,-44.5%
HOU,2-0,12,3.0%,12,3.0%,3,51.4%,24,-17.9%
CAR,2-0,13,2.9%,13,2.9%,6,42.5%,29,-40.6%
SF,1-1,14,2.1%,14,2.1%,13,25.7%,18,-12.0%
BAL,1-1,15,2.1%,15,2.1%,17,12.6%,11,-2.6%
DAL,1-1,16,1.3%,16,1.3%,27,-11.7%,3,25.7%
PIT,1-1,17,1.0%,17,1.0%,20,4.5%,9,6.3%
PHI,2-0,18,-1.2%,18,-1.2%,19,5.8%,13,-7.3%
TEN,1-1,19,-2.3%,19,-2.3%,18,8.2%,6,13.2%
MIA,1-1,20,-4.3%,20,-4.3%,24,-5.2%,8,8.7%
ARI,2-0,21,-6.0%,21,-6.0%,16,14.1%,23,-17.7%
NE,1-1,22,-6.2%,22,-6.2%,22,4.2%,17,-11.3%
NYJ,1-1,23,-7.4%,23,-7.4%,21,4.3%,19,-12.1%
SD,1-1,24,-8.0%,24,-8.0%,12,26.1%,31,-52.2%
IND,0-2,25,-12.3%,25,-12.3%,23,2.7%,27,-35.4%
TB,0-2,26,-18.3%,26,-18.3%,28,-19.3%,20,-13.2%
KC,0-2,27,-19.5%,27,-19.5%,26,-10.1%,26,-30.9%
OAK,0-2,28,-22.2%,28,-22.2%,25,-7.2%,25,-27.2%
MIN,1-1,29,-27.7%,29,-27.7%,30,-25.1%,14,-10.4%
STL,1-1,30,-28.9%,30,-28.9%,32,-31.9%,21,-15.1%
NYG,0-2,31,-30.8%,31,-30.8%,29,-22.2%,28,-37.0%
JAX,0-2,32,-41.3%,32,-41.3%,31,-26.6%,32,-55.7%
