Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,6-1,1,32.8%,1,33.1%,1,67.1%,5,0.0%
NO,3-4,2,18.3%,2,18.5%,9,27.0%,2,13.6%
PIT,5-3,3,16.4%,4,16.0%,4,37.8%,6,-1.6%
SD,5-3,4,15.3%,3,17.0%,2,53.7%,31,-26.3%
GB,5-3,5,14.6%,5,15.2%,5,36.9%,19,-11.0%
DAL,6-2,6,13.5%,6,14.7%,10,24.6%,3,9.3%
BAL,5-3,7,12.0%,7,12.4%,6,36.3%,10,-5.6%
IND,5-3,8,9.7%,8,9.8%,7,35.0%,26,-22.5%
ATL,2-6,9,9.2%,11,7.8%,11,24.2%,8,-2.9%
SEA,4-3,10,8.5%,12,6.3%,15,16.2%,1,19.0%
NE,6-2,11,7.2%,10,8.1%,3,45.0%,29,-25.7%
KC,4-3,12,6.1%,9,8.1%,12,23.0%,13,-7.3%
MIA,4-3,13,5.2%,13,5.6%,21,12.1%,4,8.8%
CLE,4-3,14,2.7%,14,1.2%,8,29.1%,21,-12.9%
CHI,3-5,15,1.9%,15,0.8%,13,18.7%,17,-10.1%
CIN,4-2-1,16,0.3%,17,-1.2%,20,12.3%,7,-2.6%
TEN,2-6,17,-1.8%,18,-2.4%,22,11.5%,11,-6.2%
SF,4-3,18,-2.1%,22,-3.4%,16,15.1%,20,-11.3%
NYG,3-4,19,-2.3%,16,-1.1%,17,14.1%,18,-11.0%
CAR,3-4-1,20,-2.4%,20,-2.5%,14,18.4%,24,-20.7%
HOU,4-4,21,-2.4%,19,-2.5%,19,12.4%,12,-7.1%
PHI,5-2,22,-3.1%,21,-2.8%,24,7.8%,22,-14.3%
WAS,3-5,23,-3.3%,23,-4.0%,23,11.0%,15,-9.0%
STL,2-5,24,-9.1%,24,-7.2%,26,-0.1%,16,-10.0%
ARI,6-1,25,-9.3%,25,-9.4%,18,13.3%,25,-22.1%
DET,6-2,26,-11.1%,26,-12.2%,25,3.6%,32,-26.5%
OAK,0-7,27,-16.7%,27,-15.5%,27,-1.5%,30,-25.7%
BUF,5-3,28,-16.9%,28,-18.3%,28,-5.9%,28,-23.0%
NYJ,1-7,29,-22.4%,29,-22.2%,30,-25.9%,14,-7.4%
TB,1-6,30,-26.4%,30,-24.7%,29,-21.0%,27,-22.9%
JAX,1-7,31,-27.8%,31,-27.8%,31,-32.6%,23,-15.0%
MIN,3-5,32,-27.9%,32,-28.0%,32,-33.1%,9,-4.7%
