Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,10-4,1,25.1%,1,27.7%,2,47.8%,9,0.2%
DEN,11-3,2,23.7%,4,20.1%,1,48.8%,5,3.4%
PIT,9-5,3,22.8%,2,23.3%,3,45.8%,8,1.0%
NE,11-3,4,16.4%,3,21.1%,4,42.6%,13,-6.7%
SEA,10-4,5,15.4%,7,13.9%,10,24.3%,1,24.1%
BAL,9-5,6,15.3%,6,15.3%,5,39.7%,11,-1.6%
DAL,10-4,7,15.3%,5,15.5%,7,29.9%,3,9.2%
NO,6-8,8,14.1%,8,12.0%,9,26.9%,7,1.5%
ATL,5-9,9,11.3%,9,10.0%,8,29.4%,16,-8.9%
SD,8-6,10,9.5%,11,7.7%,6,35.7%,27,-20.0%
KC,8-6,11,8.7%,10,8.9%,12,19.0%,4,6.9%
MIA,7-7,12,7.7%,12,7.2%,15,14.7%,2,10.4%
IND,10-4,13,2.6%,13,-1.0%,11,22.1%,29,-21.4%
CHI,5-9,14,0.4%,15,-3.5%,14,15.2%,15,-8.8%
CIN,9-4-1,15,-0.9%,16,-3.8%,20,7.8%,10,-0.9%
PHI,9-5,16,-2.0%,14,-2.8%,19,8.4%,14,-7.9%
DET,10-4,17,-3.8%,17,-4.4%,16,12.0%,30,-21.7%
HOU,7-7,18,-4.1%,18,-4.5%,13,18.0%,24,-16.9%
SF,7-7,19,-5.2%,21,-8.7%,21,6.8%,18,-10.6%
NYG,5-9,20,-6.3%,20,-7.9%,18,8.6%,22,-14.4%
CAR,5-8-1,21,-7.3%,23,-9.8%,23,4.1%,20,-12.7%
MIN,6-8,22,-9.4%,19,-7.0%,28,-9.2%,6,2.5%
ARI,11-3,23,-9.6%,24,-10.6%,17,9.2%,28,-20.9%
STL,6-8,24,-9.7%,22,-9.3%,25,-4.9%,12,-4.3%
CLE,7-7,25,-10.9%,27,-17.2%,22,6.2%,25,-17.7%
BUF,8-6,26,-11.5%,25,-11.9%,24,-2.4%,21,-14.1%
WAS,3-11,27,-13.7%,28,-20.0%,26,-5.7%,19,-11.9%
NYJ,3-11,28,-15.3%,26,-15.1%,29,-11.7%,17,-9.4%
TEN,2-12,29,-16.9%,29,-22.7%,27,-8.8%,23,-16.6%
OAK,2-12,30,-21.4%,30,-23.1%,30,-11.8%,31,-24.9%
TB,2-12,31,-25.2%,31,-25.4%,31,-15.3%,32,-26.0%
JAX,2-12,32,-26.7%,32,-27.2%,32,-28.5%,26,-18.4%
