Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,3-1,1,27.3%,1,27.3%,1,59.9%,18,-13.6%
SEA,3-1,2,23.3%,2,23.3%,7,35.5%,1,29.8%
ATL,2-3,3,21.4%,3,21.4%,3,42.6%,9,-2.2%
CLE,2-2,4,20.8%,4,20.8%,5,41.5%,5,5.4%
GB,3-2,5,20.4%,5,20.4%,4,41.7%,14,-8.0%
CIN,3-1,6,14.4%,6,14.4%,6,37.9%,7,-1.4%
NO,2-3,7,12.4%,7,12.4%,20,13.5%,2,18.9%
BAL,3-2,8,12.3%,8,12.3%,8,31.8%,11,-4.0%
DAL,4-1,9,11.6%,9,11.6%,12,23.8%,4,8.4%
PIT,3-2,10,10.8%,10,10.8%,14,21.0%,3,12.3%
SD,4-1,11,7.6%,11,7.6%,2,54.7%,32,-36.1%
KC,2-3,12,5.8%,12,5.8%,13,22.5%,15,-10.8%
NYG,3-2,13,3.7%,13,3.7%,16,17.0%,12,-5.6%
IND,3-2,14,3.3%,14,3.3%,9,28.8%,28,-26.4%
WAS,1-4,15,2.8%,15,2.8%,17,16.4%,13,-5.9%
CAR,3-2,16,2.1%,16,2.1%,10,25.4%,27,-26.2%
CHI,2-3,17,1.8%,17,1.8%,11,24.5%,22,-19.7%
SF,3-2,18,1.2%,18,1.2%,19,15.3%,8,-1.8%
MIA,2-2,19,-2.0%,19,-2.0%,26,1.1%,6,4.0%
DET,3-2,20,-4.1%,20,-4.1%,18,15.6%,25,-24.7%
NE,3-2,21,-5.1%,21,-5.1%,22,10.3%,21,-15.9%
PHI,4-1,22,-6.7%,22,-6.7%,21,10.3%,29,-26.8%
TEN,1-4,23,-6.8%,23,-6.8%,24,5.5%,10,-3.3%
ARI,3-1,24,-7.1%,24,-7.1%,15,17.1%,26,-24.8%
HOU,3-2,25,-8.2%,25,-8.2%,23,9.6%,20,-14.6%
STL,1-3,26,-9.2%,26,-9.2%,25,2.3%,17,-12.3%
BUF,3-2,27,-17.8%,27,-17.8%,27,-6.8%,23,-22.0%
MIN,2-3,28,-20.5%,28,-20.5%,28,-14.8%,16,-12.1%
TB,1-4,29,-27.0%,29,-27.0%,30,-22.3%,24,-23.1%
NYJ,1-4,30,-27.4%,30,-27.4%,31,-26.0%,19,-13.9%
OAK,0-4,31,-31.9%,31,-31.9%,29,-20.4%,30,-34.0%
JAX,0-5,32,-36.8%,32,-36.8%,32,-33.6%,31,-34.9%
