Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,7-3,1,22.5%,1,23.3%,1,48.6%,18,-9.4%
DEN,7-3,2,18.8%,2,18.0%,3,43.4%,10,-4.1%
PIT,7-4,3,17.3%,3,17.6%,4,40.3%,7,-2.3%
NE,8-2,4,13.8%,4,17.2%,2,44.7%,20,-12.6%
NO,4-6,5,13.8%,6,13.3%,10,24.3%,5,4.7%
KC,7-3,6,13.7%,5,13.9%,9,25.1%,2,9.3%
SEA,6-4,7,13.1%,7,11.1%,16,14.1%,1,29.0%
DAL,7-3,8,11.6%,8,10.8%,8,25.2%,4,5.6%
MIA,6-4,9,9.1%,9,10.3%,13,19.2%,3,6.1%
BAL,6-4,10,8.6%,10,6.8%,7,29.1%,12,-6.7%
ATL,4-6,11,8.0%,13,5.2%,12,23.4%,9,-3.8%
SD,6-4,12,7.1%,11,6.2%,5,40.2%,29,-26.2%
IND,6-4,13,6.6%,12,5.6%,6,32.9%,31,-30.2%
CHI,4-6,14,2.2%,14,0.3%,14,19.0%,15,-8.6%
CIN,6-3-1,15,-0.6%,18,-3.7%,20,9.6%,8,-3.7%
CLE,6-4,16,-2.3%,20,-6.2%,11,24.2%,26,-19.1%
SF,6-4,17,-2.7%,19,-4.1%,18,10.7%,16,-8.6%
PHI,7-3,18,-3.1%,15,-2.9%,19,10.4%,21,-13.5%
HOU,5-5,19,-3.6%,16,-3.1%,17,12.2%,17,-8.8%
TEN,2-8,20,-4.9%,17,-3.7%,21,9.5%,19,-10.5%
ARI,9-1,21,-7.2%,21,-7.2%,15,15.0%,27,-21.7%
DET,7-3,22,-7.9%,23,-9.6%,22,8.2%,30,-26.2%
WAS,3-7,23,-8.4%,25,-11.6%,23,2.4%,14,-8.3%
NYG,3-7,24,-8.8%,24,-11.1%,24,2.3%,22,-14.0%
STL,4-6,25,-9.2%,22,-8.5%,27,-3.6%,13,-6.9%
CAR,3-7-1,26,-11.1%,28,-14.1%,25,-0.8%,24,-17.5%
BUF,5-5,27,-11.7%,26,-12.2%,26,-1.0%,25,-18.2%
NYJ,2-8,28,-14.4%,27,-13.1%,29,-12.1%,11,-6.7%
MIN,4-6,29,-17.3%,29,-17.2%,31,-21.1%,6,2.5%
TB,2-8,30,-19.7%,30,-17.3%,28,-9.0%,28,-23.1%
JAX,1-9,31,-23.1%,31,-20.8%,32,-24.4%,23,-16.5%
OAK,0-10,32,-23.2%,32,-23.1%,30,-12.4%,32,-31.2%
