Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
GB,9-3,1,25.5%,1,27.3%,1,53.7%,15,-8.1%
DEN,9-3,2,24.0%,3,22.0%,2,48.2%,5,3.1%
NE,9-3,3,18.7%,2,23.3%,3,47.2%,13,-6.5%
PIT,7-5,4,17.9%,4,18.8%,5,39.5%,8,-0.4%
NO,5-7,5,17.0%,5,16.9%,7,31.7%,6,2.1%
SEA,8-4,6,12.9%,7,11.8%,11,20.3%,1,22.0%
SD,8-4,7,12.2%,8,11.2%,4,42.2%,26,-19.6%
BAL,7-5,8,11.5%,10,9.9%,6,33.4%,10,-3.4%
DAL,8-4,9,11.5%,9,10.2%,10,21.5%,3,7.8%
MIA,7-5,10,11.4%,6,12.9%,13,18.2%,2,12.5%
KC,7-5,11,9.0%,11,9.5%,14,18.1%,4,7.2%
ATL,5-7,12,7.7%,12,5.7%,9,23.7%,14,-7.9%
IND,8-4,13,4.6%,13,3.2%,8,26.8%,29,-23.7%
CHI,5-7,14,1.3%,15,-1.9%,15,16.7%,16,-8.8%
PHI,9-3,15,-1.1%,14,-1.0%,18,10.7%,17,-8.9%
CIN,8-3-1,16,-1.4%,17,-4.8%,22,8.1%,11,-3.7%
HOU,6-6,17,-3.0%,16,-2.6%,12,18.2%,22,-15.2%
SF,7-5,18,-4.3%,19,-6.8%,19,9.3%,19,-12.3%
CLE,7-5,19,-5.2%,23,-9.7%,16,15.9%,24,-16.9%
DET,8-4,20,-6.0%,18,-6.6%,21,8.4%,28,-22.2%
NYG,3-9,21,-6.1%,20,-7.4%,20,8.5%,20,-13.5%
STL,5-7,22,-8.5%,21,-8.5%,27,-3.7%,9,-3.0%
ARI,9-3,23,-9.4%,22,-9.3%,17,11.3%,30,-24.3%
WAS,3-9,24,-10.1%,26,-14.1%,24,0.0%,18,-10.3%
CAR,3-8-1,25,-10.2%,27,-14.5%,23,0.4%,23,-16.1%
TEN,2-10,26,-11.6%,29,-14.7%,25,-0.3%,21,-14.3%
BUF,7-5,27,-12.2%,24,-12.3%,26,-1.7%,25,-18.4%
MIN,5-7,28,-14.2%,25,-12.5%,29,-15.8%,7,1.0%
NYJ,2-10,29,-16.3%,28,-14.7%,30,-17.6%,12,-4.5%
TB,2-10,30,-24.9%,30,-24.8%,28,-13.9%,31,-26.1%
OAK,1-11,31,-25.5%,31,-27.2%,31,-18.6%,32,-26.7%
JAX,2-10,32,-28.3%,32,-27.8%,32,-29.7%,27,-20.5%
