Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
ARI,3-4-1,1,-22.4%,2,-21.2%,3,-21.0%,7,-24.3%
PHI,4-4,2,-22.2%,1,-21.5%,1,-24.0%,11,-19.6%
MIN,5-3,3,-19.7%,3,-18.6%,4,-18.3%,10,-22.0%
SEA,5-2-1,4,-17.7%,5,-16.5%,5,-6.7%,3,-31.5%
DEN,6-3,5,-17.2%,4,-17.4%,2,-22.7%,20,-10.4%
BAL,4-4,6,-17.2%,6,-16.4%,11,2.5%,1,-49.4%
SD,4-5,7,-7.8%,7,-9.3%,7,-6.2%,19,-10.7%
NYG,5-3,8,-7.1%,10,-6.4%,9,-1.7%,13,-15.3%
GB,4-4,9,-6.6%,8,-6.8%,12,3.6%,9,-22.1%
LAR,3-5,10,-6.4%,11,-6.2%,14,5.5%,6,-25.0%
HOU,5-3,11,-6.1%,14,-3.9%,6,-6.2%,27,-6.0%
KC,6-2,12,-5.6%,9,-6.4%,8,-2.7%,21,-10.3%
DAL,7-1,13,-3.9%,12,-4.7%,16,6.2%,8,-22.7%
MIA,4-4,14,-3.8%,13,-4.0%,10,2.1%,17,-11.1%
CAR,3-5,15,-0.1%,18,0.9%,21,17.3%,5,-28.2%
CHI,2-6,16,0.1%,16,-0.2%,15,5.8%,24,-9.4%
JAX,2-6,17,0.9%,17,-0.2%,17,6.3%,26,-6.1%
NE,7-1,18,2.1%,15,-0.6%,25,21.8%,4,-28.9%
WAS,4-3-1,19,4.1%,20,3.8%,13,5.0%,30,3.0%
ATL,6-3,20,4.6%,19,3.0%,18,14.0%,14,-13.8%
TB,3-5,21,4.8%,21,5.8%,19,16.2%,16,-11.1%
PIT,4-4,22,5.1%,22,6.5%,20,16.4%,15,-13.4%
CIN,3-4-1,23,8.2%,25,9.4%,24,21.0%,23,-9.7%
BUF,4-5,24,8.3%,23,7.1%,26,22.1%,22,-10.2%
NYJ,3-6,25,8.9%,24,8.8%,31,34.3%,2,-32.7%
TEN,4-5,26,9.1%,27,10.8%,27,25.9%,12,-18.3%
OAK,7-2,27,10.2%,26,9.4%,23,19.6%,28,-3.2%
SF,1-7,28,13.4%,30,16.2%,22,19.0%,32,8.5%
NO,4-4,29,13.6%,28,14.3%,28,26.2%,25,-6.8%
DET,5-4,30,15.6%,29,15.0%,30,33.7%,18,-10.8%
IND,4-5,31,20.4%,31,19.1%,29,30.3%,31,3.5%
CLE,0-9,32,23.3%,32,24.0%,32,43.2%,29,2.4%
