Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SEA,3-1,1,-28.7%,1,-28.7%,1,-28.0%,5,-29.7%
PHI,3-1,2,-25.9%,2,-25.9%,3,-22.3%,4,-32.2%
MIN,5-0,3,-25.4%,3,-25.4%,2,-25.3%,8,-25.4%
ARI,2-3,4,-17.6%,4,-17.6%,5,-16.9%,11,-18.8%
BAL,3-2,5,-15.9%,5,-15.9%,10,2.9%,1,-47.6%
DEN,4-1,6,-15.3%,6,-15.3%,4,-17.9%,15,-12.1%
TEN,2-3,7,-10.5%,7,-10.5%,8,-6.8%,12,-15.9%
GB,3-1,8,-9.1%,8,-9.1%,18,9.4%,2,-40.4%
HOU,3-2,9,-9.1%,9,-9.1%,7,-10.4%,21,-7.6%
KC,2-2,10,-6.7%,10,-6.7%,6,-11.9%,31,0.4%
LAR,3-2,11,-3.9%,11,-3.9%,11,3.4%,13,-15.7%
CAR,1-4,12,-3.2%,12,-3.2%,24,16.5%,6,-27.3%
BUF,3-2,13,-3.1%,13,-3.1%,14,6.0%,14,-14.9%
JAX,1-3,14,-3.1%,14,-3.1%,9,1.5%,17,-9.9%
NYG,2-3,15,-2.9%,15,-2.9%,16,8.5%,10,-19.0%
SD,1-4,16,0.4%,16,0.4%,12,5.4%,19,-9.4%
CHI,1-4,17,0.9%,17,0.9%,15,6.7%,24,-6.9%
SF,1-4,18,1.8%,18,1.8%,13,5.6%,29,-1.8%
CIN,2-3,19,2.0%,19,2.0%,19,9.4%,20,-8.3%
PIT,4-1,20,2.7%,20,2.7%,20,13.1%,9,-21.8%
TB,2-3,21,4.1%,21,4.1%,23,16.3%,16,-11.7%
DAL,4-1,22,6.9%,22,6.9%,21,14.0%,23,-7.1%
MIA,1-4,23,7.3%,23,7.3%,26,23.6%,18,-9.6%
NE,4-1,24,7.6%,24,7.6%,27,26.4%,7,-26.9%
WAS,3-2,25,7.7%,25,7.7%,17,9.3%,32,5.3%
ATL,4-1,26,9.2%,26,9.2%,22,16.2%,27,-3.9%
NO,1-3,27,10.9%,27,10.9%,25,22.9%,22,-7.2%
CLE,0-5,28,15.3%,28,15.3%,29,31.9%,25,-4.8%
OAK,4-1,29,15.6%,29,15.6%,28,28.1%,28,-1.9%
NYJ,1-4,30,19.1%,30,19.1%,32,56.3%,3,-39.6%
IND,2-3,31,22.6%,31,22.6%,30,35.3%,30,0.4%
DET,2-3,32,23.9%,32,23.9%,31,41.1%,26,-4.8%
