Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
ARI,4-6-1,1,-19.9%,2,-18.3%,2,-18.3%,7,-22.1%
BAL,6-5,2,-18.6%,1,-18.4%,7,-2.6%,1,-47.1%
DEN,7-4,3,-14.6%,3,-14.1%,1,-20.1%,27,-7.6%
SEA,7-3-1,4,-14.3%,4,-12.0%,5,-5.4%,5,-25.2%
MIN,6-5,5,-14.3%,6,-11.5%,3,-13.0%,12,-16.3%
PHI,5-6,6,-13.6%,5,-11.8%,4,-12.0%,13,-16.1%
NYG,8-3,7,-10.1%,7,-10.2%,6,-3.2%,8,-20.1%
SD,5-6,8,-5.9%,8,-6.4%,8,-0.1%,14,-15.6%
CAR,4-7,9,-4.9%,10,-5.2%,15,8.1%,4,-25.5%
MIA,7-4,10,-4.8%,9,-6.2%,9,1.1%,18,-12.9%
KC,8-3,11,-3.2%,13,-3.3%,12,4.1%,17,-14.0%
PIT,6-5,13,-2.9%,12,-4.3%,13,5.9%,11,-17.3%
HOU,6-5,14,-2.8%,15,-0.3%,11,2.8%,21,-10.2%
LAR,4-7,15,-2.8%,14,-1.7%,14,8.1%,10,-18.9%
JAX,2-9,16,1.6%,17,1.9%,16,10.7%,20,-10.3%
CIN,3-7-1,17,2.9%,18,3.3%,17,11.0%,25,-8.7%
NO,5-6,18,3.2%,16,1.6%,21,14.9%,16,-14.7%
GB,5-6,19,3.3%,22,5.0%,24,18.6%,9,-19.1%
CHI,2-9,20,4.0%,21,4.7%,19,13.1%,23,-9.4%
ATL,7-4,21,4.2%,19,4.1%,18,11.3%,24,-9.2%
DAL,10-1,22,5.1%,23,5.8%,25,19.2%,6,-22.7%
BUF,6-5,23,5.3%,24,6.0%,22,15.7%,26,-8.0%
NE,9-2,24,5.4%,20,4.4%,28,26.5%,3,-26.8%
OAK,9-2,25,7.6%,26,6.8%,23,17.1%,28,-5.3%
NYJ,3-8,26,7.8%,25,6.5%,31,29.4%,2,-27.8%
WAS,6-4-1,27,8.2%,27,8.3%,20,13.5%,29,0.7%
TEN,6-6,28,10.5%,29,13.3%,27,24.8%,15,-15.5%
DET,7-4,29,12.0%,28,9.0%,29,26.9%,22,-10.1%
SF,1-10,30,12.4%,30,14.8%,26,22.3%,30,1.8%
TB,6-5,30,12.4%,30,14.8%,26,22.3%,30,1.8%
IND,5-6,31,19.1%,31,17.0%,30,29.0%,32,2.9%
CLE,0-12,32,20.0%,32,21.0%,32,35.8%,31,2.4%
