Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PHI,4-3,1,-22.4%,1,-21.8%,1,-25.5%,12,-18.0%
SEA,4-2-1,2,-22.0%,4,-21.0%,5,-11.9%,2,-35.3%
ARI,3-4-1,3,-21.8%,2,-21.5%,3,-20.0%,7,-24.3%
DEN,6-2,4,-20.6%,3,-21.5%,2,-25.1%,14,-14.7%
MIN,5-2,5,-20.3%,5,-19.9%,4,-19.3%,9,-22.1%
BAL,3-4,6,-14.1%,6,-13.0%,13,5.9%,1,-45.7%
SD,3-5,7,-7.8%,7,-8.9%,6,-7.8%,21,-7.9%
GB,4-3,8,-7.3%,8,-7.6%,15,6.8%,5,-28.5%
HOU,5-3,9,-5.9%,10,-4.9%,7,-5.8%,23,-6.1%
NYG,4-3,10,-5.2%,11,-4.5%,9,2.1%,13,-16.0%
KC,5-2,11,-4.9%,9,-5.2%,8,-5.3%,25,-4.3%
DAL,6-1,12,-3.8%,12,-4.1%,10,5.4%,11,-20.8%
LAR,3-4,13,-3.8%,13,-4.1%,16,7.4%,10,-21.4%
MIA,3-4,14,-1.3%,14,-1.3%,14,6.6%,17,-10.6%
CHI,2-6,15,0.0%,15,-0.4%,11,5.7%,19,-9.5%
CAR,2-5,16,0.0%,16,0.9%,23,19.7%,3,-30.3%
TB,3-4,17,2.2%,19,3.1%,19,12.3%,15,-12.1%
NE,7-1,18,2.6%,17,1.6%,27,21.9%,6,-27.8%
JAX,2-5,19,3.2%,18,2.8%,17,9.6%,24,-4.8%
BUF,4-4,20,3.6%,20,3.2%,20,15.8%,16,-11.8%
WAS,4-3-1,21,4.3%,22,3.8%,12,5.8%,30,2.2%
ATL,5-3,22,4.3%,21,3.3%,18,10.4%,22,-7.3%
TEN,4-4,23,6.0%,23,6.6%,26,21.8%,8,-22.9%
CIN,3-4-1,24,8.3%,24,8.4%,25,21.0%,18,-9.7%
PIT,4-3,25,9.9%,25,10.5%,21,17.4%,26,-3.0%
SF,1-6,26,10.3%,28,12.6%,22,17.9%,31,3.7%
OAK,6-2,27,11.9%,26,11.7%,24,20.7%,28,-0.1%
NYJ,3-5,28,12.2%,27,12.5%,31,36.2%,4,-29.7%
NO,3-4,29,13.5%,29,13.3%,28,24.1%,27,-2.8%
DET,4-4,30,17.1%,30,16.2%,30,35.0%,20,-9.2%
IND,3-5,31,20.0%,31,19.1%,29,31.5%,29,1.5%
CLE,0-8,32,21.6%,32,22.1%,32,36.5%,32,5.1%
