Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
MIN,5-1,1,-26.5%,1,-26.4%,2,-26.6%,7,-26.2%
ARI,3-3-1,2,-25.3%,2,-25.0%,3,-25.3%,8,-25.3%
SEA,4-1-1,3,-23.4%,3,-23.3%,5,-16.7%,2,-32.8%
PHI,4-2,4,-23.3%,4,-23.2%,1,-27.0%,12,-17.8%
DEN,5-2,5,-16.9%,5,-17.0%,4,-17.7%,14,-15.9%
BAL,3-4,6,-12.8%,6,-12.6%,16,7.7%,1,-45.0%
GB,4-2,7,-11.5%,7,-11.6%,10,1.4%,5,-30.2%
HOU,4-3,8,-6.5%,8,-6.1%,6,-7.5%,24,-5.5%
NYG,4-3,9,-5.5%,10,-5.3%,11,2.2%,13,-17.1%
SD,3-4,10,-5.4%,9,-5.9%,7,-4.3%,20,-7.4%
LAR,3-4,11,-4.2%,11,-4.1%,13,6.2%,10,-20.9%
JAX,2-4,12,-2.6%,12,-3.3%,9,0.7%,21,-7.3%
KC,4-2,13,-1.5%,13,-1.6%,8,-0.1%,26,-3.7%
TB,3-3,14,-1.0%,14,-1.0%,14,6.9%,15,-11.5%
DAL,5-1,15,-0.7%,15,-0.9%,18,9.9%,9,-20.9%
MIA,3-4,16,-0.7%,16,-0.8%,15,7.5%,16,-10.4%
TEN,3-4,17,1.0%,19,1.3%,21,13.0%,11,-18.4%
CAR,1-5,18,1.2%,20,1.7%,26,23.3%,6,-29.4%
BUF,4-3,19,1.9%,17,1.1%,20,11.1%,18,-9.0%
NE,6-1,20,2.0%,18,1.3%,25,22.8%,4,-30.8%
CHI,1-6,21,2.6%,21,2.6%,17,8.9%,19,-7.6%
WAS,4-3,22,4.4%,23,4.3%,12,5.7%,29,2.5%
ATL,4-3,23,4.9%,22,4.2%,19,10.7%,23,-5.5%
CIN,3-4,24,6.2%,24,6.5%,22,15.3%,22,-6.4%
PIT,4-3,25,10.2%,25,10.7%,24,18.1%,27,-3.5%
SF,1-6,26,10.3%,26,11.0%,23,17.6%,30,3.8%
NYJ,2-5,27,12.7%,27,12.7%,32,39.6%,3,-31.4%
NO,2-4,28,14.2%,28,14.4%,28,27.3%,25,-4.9%
OAK,5-2,29,15.5%,29,15.1%,27,25.1%,28,2.3%
DET,4-3,30,19.8%,30,19.9%,31,39.1%,17,-10.1%
CLE,0-7,31,22.8%,32,23.2%,30,38.3%,31,5.5%
IND,3-4,32,23.0%,31,22.6%,29,33.5%,32,6.4%
