Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,9-7,1,-17.2%,1,-19.6%,1,-24.5%,19,-8.4%
ARI,7-8-1,2,-17.1%,3,-14.8%,2,-12.5%,7,-23.6%
NYG,11-5,3,-14.0%,2,-16.9%,5,-4.7%,2,-27.2%
PHI,7-9,4,-11.0%,10,-6.1%,3,-7.6%,14,-15.9%
SEA,10-5-1,5,-10.1%,7,-6.6%,13,3.8%,5,-25.8%
BAL,8-8,6,-9.6%,12,-5.4%,10,1.1%,3,-26.7%
MIN,8-8,7,-9.4%,15,-3.5%,6,-3.9%,10,-17.4%
HOU,9-7,8,-8.0%,4,-8.0%,4,-6.6%,17,-10.1%
SD,5-11,9,-6.3%,5,-7.6%,9,0.4%,13,-16.1%
CAR,6-10,10,-4.4%,11,-6.1%,11,3.2%,12,-16.8%
PIT,11-5,11,-3.0%,9,-6.2%,12,3.7%,16,-13.2%
TB,9-7,12,-2.8%,8,-6.3%,8,-1.1%,25,-5.1%
KC,12-4,13,-2.6%,16,-1.9%,7,-1.5%,26,-4.2%
DAL,13-3,14,-2.2%,14,-3.8%,14,6.7%,8,-19.1%
JAX,3-13,15,-2.1%,13,-3.9%,17,9.2%,11,-17.3%
NE,14-2,16,-1.6%,6,-7.3%,21,14.7%,4,-26.6%
LAR,4-12,17,-1.5%,18,-0.3%,20,14.0%,6,-24.1%
CIN,6-9-1,18,1.4%,17,-0.8%,15,6.8%,22,-6.7%
ATL,11-5,19,3.7%,19,-0.2%,16,7.0%,27,-2.3%
MIA,10-6,20,3.8%,25,7.1%,19,11.2%,23,-6.2%
GB,10-6,21,3.8%,23,6.4%,22,14.9%,15,-14.1%
CHI,3-13,22,5.4%,24,6.5%,18,9.2%,28,0.0%
NYJ,5-11,23,5.4%,21,3.1%,32,30.7%,1,-28.6%
OAK,12-4,24,5.6%,20,3.0%,25,17.5%,18,-9.5%
WAS,8-7-1,25,7.1%,26,7.4%,23,16.2%,24,-5.5%
TEN,9-7,26,7.6%,27,8.9%,28,22.0%,9,-18.7%
BUF,7-9,27,9.4%,28,9.7%,24,17.5%,29,0.1%
NO,7-9,28,10.4%,29,9.7%,27,21.9%,20,-7.7%
IND,8-8,29,13.0%,22,6.3%,26,18.9%,32,3.7%
SF,2-14,30,14.0%,31,14.9%,29,25.1%,31,2.9%
DET,9-7,31,14.0%,30,11.8%,30,28.7%,21,-7.3%
CLE,1-15,32,16.4%,32,15.2%,31,30.1%,30,1.1%
