Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
ARI,5-7-1,1,-18.6%,2,-15.9%,2,-14.0%,3,-25.0%
BAL,7-6,2,-16.1%,1,-16.3%,6,-2.0%,1,-41.0%
DEN,8-5,3,-15.5%,3,-15.8%,1,-23.6%,25,-5.5%
MIN,7-6,4,-13.4%,5,-9.6%,3,-11.2%,12,-16.9%
NYG,9-4,5,-13.1%,4,-15.1%,4,-7.5%,7,-21.2%
SEA,8-4-1,6,-10.7%,6,-8.3%,10,-0.1%,5,-23.3%
PHI,5-8,7,-9.1%,10,-5.4%,5,-3.8%,13,-16.6%
SD,5-8,8,-5.9%,9,-6.3%,7,-0.9%,16,-13.7%
KC,10-3,9,-4.6%,11,-4.5%,8,-0.9%,19,-9.8%
TB,8-5,10,-3.7%,8,-6.4%,9,-0.2%,20,-8.7%
PIT,8-5,11,-3.2%,7,-6.8%,12,3.8%,14,-14.9%
HOU,7-6,12,-2.6%,15,-0.3%,11,0.8%,23,-7.3%
CAR,5-8,13,-2.2%,12,-2.7%,16,8.0%,10,-18.2%
LAR,4-9,14,-1.7%,14,-0.7%,17,9.2%,11,-17.7%
GB,7-6,15,-0.9%,17,0.8%,19,10.7%,8,-18.4%
CHI,3-10,16,-0.5%,13,-1.7%,13,5.1%,21,-8.4%
JAX,2-11,17,-0.3%,16,-0.2%,18,10.4%,15,-13.9%
DAL,11-2,18,0.7%,20,1.7%,23,13.5%,4,-23.8%
MIA,8-5,19,1.1%,19,1.7%,14,7.3%,22,-7.8%
CIN,5-7-1,20,2.1%,18,0.9%,15,7.9%,24,-6.5%
NE,11-2,21,3.5%,21,2.0%,27,21.5%,2,-25.9%
OAK,10-3,22,5.9%,23,3.7%,20,12.3%,28,-2.4%
NO,5-8,23,6.0%,22,3.2%,25,18.5%,17,-12.9%
BUF,6-7,24,6.4%,25,5.7%,22,12.8%,29,-1.3%
ATL,8-5,25,6.8%,26,6.6%,21,12.5%,27,-3.4%
WAS,7-5-1,26,7.6%,27,8.1%,24,15.3%,26,-3.9%
TEN,7-6,27,8.9%,29,10.6%,29,22.9%,9,-18.4%
DET,9-4,28,9.0%,24,5.1%,26,21.4%,18,-9.9%
NYJ,4-9,29,12.6%,30,12.4%,32,34.8%,6,-21.5%
IND,6-7,30,13.8%,28,9.6%,28,21.7%,30,1.8%
SF,1-12,31,15.4%,31,16.6%,30,26.7%,31,4.3%
CLE,0-13,32,20.2%,32,21.0%,31,33.0%,32,6.3%
