Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,8-7,1,-14.8%,1,-15.1%,1,-22.4%,23,-5.9%
ARI,6-8-1,2,-13.4%,4,-9.8%,2,-7.5%,7,-21.9%
BAL,8-7,3,-12.6%,3,-10.9%,9,-1.2%,1,-31.7%
NYG,10-5,4,-12.1%,2,-14.1%,6,-2.3%,2,-25.8%
SEA,9-5-1,5,-9.9%,7,-5.7%,11,2.8%,5,-24.8%
MIN,7-8,6,-8.1%,15,-2.6%,7,-2.1%,10,-17.5%
PHI,6-9,7,-7.7%,16,-2.1%,4,-3.8%,16,-13.5%
SD,5-10,8,-7.3%,5,-8.7%,8,-1.9%,14,-15.4%
HOU,9-6,9,-6.5%,8,-5.4%,3,-4.2%,17,-9.8%
KC,11-4,10,-3.8%,11,-5.0%,5,-2.6%,24,-5.6%
PIT,10-5,11,-3.6%,6,-6.1%,12,4.1%,13,-15.6%
CAR,6-9,12,-3.2%,12,-4.4%,13,5.4%,11,-17.3%
DAL,13-2,13,-3.0%,13,-4.4%,14,5.5%,8,-19.6%
JAX,3-12,14,-2.4%,14,-3.9%,19,9.4%,9,-17.8%
LAR,4-11,15,-2.2%,17,-0.9%,20,12.8%,6,-23.8%
TB,8-7,16,-2.1%,10,-5.2%,10,-0.6%,26,-4.2%
NE,13-2,17,-1.2%,9,-5.4%,23,14.4%,4,-25.5%
MIA,10-5,18,2.2%,21,4.1%,16,9.0%,20,-7.1%
CIN,5-9-1,19,2.4%,18,1.1%,17,9.1%,19,-7.7%
GB,9-6,20,3.0%,23,5.4%,21,14.2%,15,-15.1%
CHI,3-12,21,3.7%,22,4.7%,15,6.5%,28,-0.2%
ATL,10-5,22,5.0%,19,2.5%,18,9.4%,27,-3.0%
OAK,12-3,23,6.0%,20,3.9%,24,15.8%,22,-6.7%
WAS,8-6-1,24,7.5%,25,7.8%,25,16.2%,25,-5.0%
TEN,8-7,25,8.4%,28,9.4%,28,22.3%,12,-17.1%
BUF,7-8,26,8.9%,27,9.2%,22,14.4%,29,2.5%
NYJ,4-11,27,9.7%,29,9.4%,32,35.3%,3,-25.7%
NO,7-8,28,9.7%,26,8.1%,27,20.4%,21,-7.0%
DET,9-6,29,12.6%,30,9.6%,30,28.1%,18,-9.5%
IND,7-8,30,13.4%,24,7.1%,26,20.2%,30,2.5%
SF,2-13,31,14.4%,31,15.6%,29,26.1%,31,3.1%
CLE,1-14,32,19.1%,32,19.2%,31,32.0%,32,4.8%
