Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SEA,4-1,1,-26.3%,2,-25.7%,3,-22.0%,2,-32.6%
MIN,5-0,2,-26.1%,1,-26.4%,1,-26.5%,7,-25.2%
ARI,3-3,3,-24.1%,3,-24.2%,2,-24.0%,8,-24.3%
PHI,3-2,4,-16.5%,4,-16.2%,4,-14.8%,12,-19.1%
BAL,3-3,5,-15.7%,6,-15.3%,12,3.8%,1,-51.7%
DEN,4-2,6,-15.5%,5,-15.7%,5,-14.6%,15,-16.4%
HOU,4-2,7,-10.2%,7,-10.0%,7,-10.0%,17,-10.4%
GB,3-2,8,-8.1%,9,-8.1%,15,7.5%,3,-30.9%
KC,3-2,9,-7.9%,8,-8.7%,6,-10.6%,28,-3.8%
TEN,3-3,10,-7.8%,10,-7.8%,9,-0.1%,10,-20.5%
BUF,4-2,11,-5.2%,11,-5.4%,14,5.1%,13,-18.7%
SD,2-4,12,-3.4%,12,-3.8%,8,-1.1%,22,-8.1%
LAR,3-3,13,-2.8%,13,-2.8%,17,9.2%,9,-21.8%
NYG,3-3,14,-2.5%,15,-2.3%,16,8.8%,14,-18.1%
JAX,2-3,15,-2.0%,14,-2.4%,10,1.8%,23,-7.8%
DAL,5-1,16,-0.7%,16,-0.7%,18,9.6%,11,-20.4%
CHI,1-5,17,-0.7%,17,-0.6%,13,4.7%,21,-8.4%
CAR,1-5,18,1.8%,18,2.1%,26,23.7%,4,-28.4%
MIA,2-4,19,2.5%,20,2.7%,19,10.2%,25,-6.0%
WAS,4-2,20,2.7%,19,2.4%,11,2.6%,30,2.9%
TB,2-3,21,2.9%,21,3.4%,22,15.8%,16,-13.6%
NE,5-1,22,4.3%,22,4.1%,27,24.7%,6,-27.7%
SF,1-5,23,5.5%,23,6.4%,20,10.9%,29,0.4%
ATL,4-2,24,7.9%,24,7.6%,21,15.3%,26,-5.9%
PIT,4-2,25,8.6%,26,8.8%,23,18.1%,19,-9.3%
CIN,2-4,26,8.7%,25,8.7%,25,21.9%,18,-9.6%
NO,2-3,27,10.5%,27,10.3%,24,20.5%,27,-4.8%
CLE,0-6,28,14.7%,28,14.7%,30,34.6%,20,-8.5%
OAK,4-2,29,18.4%,29,18.3%,28,30.4%,31,3.6%
NYJ,1-5,30,19.8%,30,19.8%,32,52.3%,5,-28.2%
IND,2-4,31,22.3%,31,21.8%,29,32.2%,32,5.7%
DET,3-3,32,24.8%,32,24.6%,31,43.7%,24,-7.0%
