Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SEA,2-1,1,-33.3%,1,-33.3%,2,-36.7%,6,-29.4%
MIN,3-0,2,-29.5%,2,-29.5%,4,-26.8%,4,-34.2%
KC,2-1,3,-28.5%,3,-28.5%,1,-41.7%,18,-10.1%
PHI,3-0,4,-28.1%,4,-28.1%,3,-27.4%,7,-29.3%
BAL,3-0,5,-24.2%,5,-24.2%,8,-11.0%,3,-43.7%
ARI,1-2,6,-19.2%,6,-19.2%,6,-20.3%,13,-17.7%
HOU,2-1,7,-14.9%,7,-14.9%,5,-23.7%,25,-3.8%
CAR,1-2,8,-14.8%,8,-14.8%,10,0.2%,5,-33.0%
GB,2-1,9,-8.7%,9,-8.7%,19,17.0%,1,-49.2%
SF,1-2,10,-7.9%,10,-7.9%,9,-6.4%,19,-9.5%
DEN,3-0,11,-5.1%,11,-5.1%,7,-12.5%,29,3.7%
TEN,1-2,12,-3.4%,12,-3.4%,14,10.4%,9,-23.3%
LAR,2-1,13,-3.3%,13,-3.3%,13,7.2%,11,-20.8%
BUF,1-2,14,-1.2%,14,-1.2%,11,0.6%,26,-3.7%
NYG,2-1,15,-0.7%,15,-0.7%,21,17.5%,8,-26.5%
JAX,0-3,16,0.8%,16,0.8%,15,11.5%,15,-13.6%
TB,1-2,17,1.8%,17,1.8%,20,17.2%,12,-18.9%
SD,1-2,17,1.8%,17,1.8%,12,5.8%,21,-8.3%
CIN,1-2,19,2.4%,19,2.4%,24,20.9%,10,-22.8%
MIA,1-2,20,4.4%,20,4.4%,17,13.5%,22,-6.9%
DAL,2-1,21,5.1%,21,5.1%,16,12.6%,17,-12.2%
CLE,0-3,22,6.0%,22,6.0%,22,17.5%,20,-8.9%
NE,3-0,23,7.2%,23,7.2%,23,19.4%,14,-16.6%
NYJ,1-2,24,10.8%,24,10.8%,32,49.4%,2,-46.4%
CHI,0-3,25,11.1%,25,11.1%,25,26.0%,24,-4.2%
WAS,1-2,26,13.2%,26,13.2%,18,14.7%,32,11.2%
PIT,2-1,27,15.1%,27,15.1%,26,26.8%,16,-12.4%
NO,0-3,28,20.9%,28,20.9%,28,33.4%,28,3.4%
OAK,2-1,29,21.9%,29,21.9%,27,31.3%,31,9.8%
IND,1-2,30,23.2%,30,23.2%,30,40.2%,23,-4.4%
ATL,2-1,31,25.8%,31,25.8%,29,36.8%,30,6.7%
DET,1-2,32,29.5%,32,29.5%,31,47.5%,27,-1.8%
