Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SF,1-0,1,-64.6%,1,-64.6%,1,-85.0%,9,-38.0%
SEA,1-0,2,-54.6%,2,-54.6%,2,-60.7%,5,-45.8%
BAL,1-0,3,-38.8%,3,-38.8%,5,-28.6%,4,-48.2%
PHI,1-0,4,-32.7%,4,-32.7%,3,-43.9%,13,-17.6%
HOU,1-0,5,-25.7%,5,-25.7%,4,-31.7%,16,-16.1%
CAR,0-1,6,-18.7%,6,-18.7%,6,-25.3%,20,-11.9%
CHI,0-1,7,-18.5%,7,-18.5%,14,1.7%,6,-43.7%
GB,1-0,8,-17.3%,8,-17.3%,13,0.1%,8,-41.3%
MIA,0-1,9,-9.2%,9,-9.2%,15,10.0%,10,-35.1%
LAR,0-1,10,-9.1%,10,-9.1%,11,-3.2%,15,-16.1%
ARI,0-1,11,-8.7%,11,-8.7%,20,17.2%,7,-42.4%
MIN,1-0,12,-7.0%,12,-7.0%,22,21.9%,2,-55.4%
TB,1-0,13,-5.4%,13,-5.4%,21,18.7%,1,-65.3%
DAL,0-1,14,-5.0%,14,-5.0%,9,-4.4%,23,-6.0%
BUF,0-1,15,-4.9%,15,-4.9%,12,0.0%,19,-12.8%
TEN,0-1,16,-4.7%,16,-4.7%,25,33.4%,3,-49.6%
DEN,1-0,17,-2.2%,17,-2.2%,7,-20.5%,27,13.6%
PIT,1-0,18,-1.9%,18,-1.9%,8,-6.9%,29,15.6%
CIN,1-0,19,-1.9%,19,-1.9%,9,-4.4%,24,1.3%
NYG,1-0,20,-0.6%,20,-0.6%,16,10.2%,21,-11.8%
SD,0-1,21,11.2%,21,11.2%,17,11.6%,26,10.1%
NE,1-0,22,12.4%,22,12.4%,19,16.8%,25,5.2%
JAX,0-1,23,14.8%,23,14.8%,29,48.4%,11,-30.3%
NYJ,0-1,24,17.2%,24,17.2%,26,37.2%,14,-16.2%
CLE,0-1,25,17.6%,25,17.6%,27,43.2%,22,-6.5%
ATL,0-1,26,22.4%,26,22.4%,31,61.8%,12,-26.7%
KC,1-0,27,22.8%,27,22.8%,23,27.2%,30,17.5%
WAS,0-1,28,24.3%,28,24.3%,18,15.6%,32,35.5%
OAK,1-0,29,24.9%,29,24.9%,28,45.2%,18,-12.9%
NO,0-1,30,27.6%,30,27.6%,24,33.4%,31,18.9%
DET,1-0,31,31.9%,31,31.9%,30,52.3%,17,-13.0%
IND,0-1,32,55.4%,32,55.4%,32,79.3%,28,15.3%
