Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
ARI,4-5-1,1,-21.5%,1,-20.0%,3,-19.8%,5,-23.9%
PHI,5-5,2,-19.3%,2,-18.7%,2,-20.6%,11,-17.5%
BAL,5-5,3,-16.5%,3,-16.3%,10,2.1%,1,-47.6%
SEA,7-2-1,4,-15.6%,5,-14.0%,5,-7.5%,4,-25.8%
DEN,7-3,5,-15.5%,4,-15.3%,1,-21.0%,24,-8.7%
MIN,6-4,6,-14.8%,6,-12.5%,4,-12.9%,10,-17.6%
NYG,7-3,7,-9.8%,8,-9.9%,6,-4.8%,12,-16.9%
MIA,6-4,8,-9.0%,7,-10.5%,7,-4.6%,14,-14.8%
LAR,4-6,9,-6.3%,9,-6.2%,12,4.4%,6,-22.8%
SD,4-6,10,-4.2%,10,-4.9%,8,1.2%,17,-13.4%
KC,7-3,11,-3.7%,11,-3.0%,9,1.3%,20,-11.5%
HOU,6-4,12,-2.9%,13,0.0%,11,2.2%,22,-9.5%
CAR,4-6,13,-2.4%,12,-2.5%,14,9.7%,7,-22.0%
JAX,2-8,14,1.4%,14,1.3%,13,9.0%,25,-8.6%
PIT,5-5,15,1.8%,15,1.5%,16,11.3%,16,-13.9%
TB,5-5,16,2.1%,16,1.5%,17,11.3%,21,-10.7%
CHI,2-8,17,2.6%,19,2.8%,15,10.0%,23,-9.0%
BUF,5-5,18,2.7%,18,2.8%,21,13.3%,19,-11.5%
GB,4-6,19,3.4%,22,4.3%,25,19.1%,9,-18.8%
NE,8-2,20,3.5%,17,1.6%,27,24.8%,3,-29.3%
CIN,3-6-1,21,4.0%,21,4.3%,18,11.7%,27,-6.9%
NO,4-6,22,4.9%,20,3.8%,23,17.8%,15,-14.6%
ATL,6-4,23,5.4%,23,4.7%,19,12.4%,26,-7.2%
DAL,9-1,24,5.4%,24,6.4%,24,19.0%,8,-20.2%
WAS,6-3-1,25,6.8%,26,6.9%,20,13.1%,29,-2.4%
NYJ,3-7,26,7.5%,25,6.6%,31,32.4%,2,-31.5%
OAK,8-2,27,10.3%,27,9.9%,26,21.2%,28,-4.9%
SF,1-9,28,10.4%,29,12.4%,22,16.3%,32,4.2%
TEN,5-6,29,10.7%,30,13.3%,28,25.8%,13,-16.1%
DET,6-4,30,13.2%,28,10.4%,30,30.9%,18,-12.6%
IND,5-5,31,18.9%,31,17.3%,29,29.1%,30,1.2%
CLE,0-11,32,20.2%,32,21.4%,32,34.9%,31,4.0%
