Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,12-4,1,-25.2%,1,-22.2%,1,-23.4%,3,-27.8%
ARI,13-3,2,-18.1%,6,-15.1%,3,-11.3%,2,-29.0%
CAR,15-1,3,-17.3%,4,-17.0%,2,-14.0%,5,-23.6%
SEA,10-6,4,-14.8%,2,-21.2%,5,-8.6%,4,-24.6%
STL,7-9,5,-14.0%,8,-10.0%,6,-7.7%,6,-23.6%
NYJ,10-6,6,-13.0%,7,-11.3%,9,-0.9%,1,-33.9%
HOU,9-7,7,-12.2%,3,-18.4%,4,-10.0%,15,-15.6%
KC,11-5,8,-10.4%,5,-16.8%,7,-4.3%,10,-20.1%
GB,10-6,9,-5.7%,15,-4.4%,8,-1.9%,19,-11.1%
CIN,12-4,10,-5.0%,13,-4.9%,10,1.9%,12,-17.3%
NE,12-4,11,-3.4%,16,-3.6%,14,7.8%,9,-20.7%
PIT,10-6,12,-2.6%,9,-6.8%,15,8.4%,7,-21.0%
DET,7-9,13,-2.3%,11,-5.8%,18,11.4%,8,-20.8%
MIN,11-5,14,-1.4%,12,-5.1%,11,6.8%,18,-12.7%
IND,8-8,15,-1.4%,14,-4.5%,13,7.8%,17,-14.2%
OAK,7-9,16,-0.8%,10,-6.4%,17,9.4%,14,-16.4%
DAL,4-12,17,2.0%,17,2.2%,12,6.9%,28,-3.8%
ATL,8-8,18,3.1%,18,3.4%,19,12.0%,21,-9.1%
TB,6-10,19,3.3%,20,5.3%,24,20.5%,13,-16.9%
PHI,7-9,20,4.2%,26,11.6%,16,9.1%,29,-2.5%
WAS,9-7,21,6.0%,21,5.7%,20,16.9%,20,-9.3%
BAL,5-11,22,6.3%,19,4.7%,26,22.6%,11,-17.7%
TEN,3-13,23,8.4%,31,13.6%,23,20.2%,27,-5.7%
BUF,8-8,24,10.3%,28,12.5%,21,17.8%,30,-1.2%
JAX,5-11,25,10.6%,29,12.7%,31,29.1%,16,-14.4%
SF,5-11,26,10.8%,22,7.3%,28,25.9%,25,-5.9%
NYG,6-10,27,11.0%,30,13.2%,27,24.1%,23,-7.7%
MIA,6-10,28,11.0%,25,10.8%,30,28.7%,22,-8.1%
SD,4-12,29,11.2%,24,9.6%,22,18.3%,32,2.0%
CLE,3-13,30,11.5%,23,9.1%,29,26.1%,26,-5.9%
CHI,6-10,31,11.9%,27,11.9%,25,21.1%,31,-0.5%
NO,7-9,32,21.7%,32,22.6%,32,40.8%,24,-6.8%
