Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,4-0,1,-34.6%,1,-34.6%,1,-43.7%,8,-21.0%
ARI,3-1,2,-25.9%,2,-25.9%,2,-24.5%,4,-27.6%
NYJ,3-1,3,-24.7%,3,-24.7%,5,-20.9%,3,-31.1%
CAR,4-0,4,-16.6%,4,-16.6%,4,-20.9%,21,-9.1%
PHI,1-3,5,-14.2%,5,-14.2%,9,0.6%,1,-36.7%
STL,2-2,6,-11.2%,6,-11.2%,7,-7.3%,15,-17.0%
TEN,1-2,7,-7.6%,7,-7.6%,3,-23.7%,32,10.6%
NYG,2-2,8,-6.5%,8,-6.5%,15,8.4%,2,-33.7%
GB,4-0,9,-6.4%,9,-6.4%,6,-13.5%,31,7.1%
CIN,4-0,10,-4.8%,10,-4.8%,11,6.0%,7,-25.3%
TB,1-3,11,-4.1%,11,-4.1%,14,8.1%,16,-15.0%
BUF,2-2,12,-3.6%,12,-3.6%,8,-4.9%,26,-0.5%
SEA,2-2,13,-1.7%,13,-1.7%,18,12.7%,10,-18.9%
PIT,2-2,14,-0.9%,14,-0.9%,17,11.8%,14,-17.6%
BAL,1-3,15,-0.3%,15,-0.3%,13,7.8%,17,-13.1%
DAL,2-2,16,1.3%,16,1.3%,16,10.1%,18,-12.7%
NE,3-0,17,1.9%,17,1.9%,10,1.1%,29,2.9%
ATL,4-0,18,2.3%,18,2.3%,12,6.7%,23,-6.4%
DET,0-4,19,3.5%,19,3.5%,22,21.9%,11,-18.2%
JAX,1-3,20,5.0%,20,5.0%,24,26.0%,5,-27.5%
IND,2-2,21,6.0%,21,6.0%,25,26.1%,9,-19.6%
MIN,2-2,22,6.3%,22,6.3%,19,13.0%,24,-2.6%
HOU,1-3,23,6.6%,23,6.6%,20,17.3%,22,-7.2%
WAS,2-2,24,6.9%,24,6.9%,23,24.2%,12,-18.1%
OAK,2-2,25,9.3%,25,9.3%,27,27.6%,13,-18.0%
SD,2-2,26,10.4%,26,10.4%,21,17.3%,28,2.2%
CLE,1-3,27,14.9%,27,14.9%,28,29.9%,25,-1.6%
NO,1-3,28,17.3%,28,17.3%,32,51.8%,6,-25.4%
SF,1-3,29,17.3%,29,17.3%,26,27.1%,30,5.9%
MIA,1-3,30,18.3%,30,18.3%,31,51.5%,19,-11.5%
KC,1-3,31,20.0%,31,20.0%,30,40.3%,20,-10.0%
CHI,1-3,32,20.3%,32,20.3%,29,34.3%,27,1.9%
