Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,11-4,1,-25.5%,1,-22.4%,1,-22.9%,2,-29.2%
ARI,13-2,2,-18.9%,2,-16.9%,3,-13.1%,3,-28.7%
CAR,14-1,3,-17.2%,3,-16.0%,2,-14.0%,5,-23.1%
STL,7-8,4,-15.4%,7,-11.6%,4,-10.0%,4,-23.6%
NYJ,10-5,5,-11.9%,8,-10.3%,8,-2.1%,1,-29.7%
SEA,9-6,6,-11.0%,4,-15.0%,6,-3.1%,6,-23.0%
KC,10-5,7,-8.9%,5,-14.0%,7,-2.6%,10,-18.9%
HOU,8-7,8,-8.6%,6,-13.6%,5,-5.7%,17,-13.3%
NE,12-3,9,-4.9%,9,-5.6%,11,3.1%,12,-17.4%
GB,10-5,10,-4.7%,13,-3.6%,9,0.5%,18,-12.4%
CIN,11-4,11,-4.3%,14,-3.5%,10,2.3%,16,-15.8%
DET,6-9,12,-1.5%,11,-4.4%,18,12.9%,7,-21.3%
OAK,7-8,13,-0.2%,10,-4.6%,15,10.5%,13,-17.3%
MIN,10-5,14,0.0%,12,-3.7%,14,8.8%,19,-11.8%
IND,7-8,15,0.2%,15,-1.8%,17,12.3%,14,-17.0%
PIT,9-6,16,0.6%,16,-1.3%,19,13.5%,8,-20.8%
DAL,4-11,17,0.9%,17,0.9%,12,5.4%,28,-4.3%
TB,6-9,18,2.1%,18,2.2%,22,19.3%,11,-18.8%
PHI,6-9,19,2.4%,22,7.6%,13,8.0%,25,-5.4%
ATL,8-7,20,2.5%,19,3.1%,16,11.2%,21,-9.2%
WAS,8-7,21,4.9%,20,3.2%,20,15.8%,20,-9.6%
BAL,5-10,22,6.8%,21,6.3%,27,24.9%,9,-19.9%
TEN,3-12,23,8.7%,28,14.6%,24,21.8%,24,-6.7%
NYG,6-9,24,9.6%,26,10.3%,25,22.1%,22,-8.1%
CHI,6-9,25,10.4%,24,8.7%,21,19.3%,31,-0.9%
SF,4-11,26,11.0%,23,8.3%,28,25.1%,26,-4.8%
SD,4-11,27,11.3%,25,9.8%,23,20.2%,32,-0.5%
JAX,5-10,28,11.4%,30,15.1%,30,32.4%,15,-17.0%
BUF,7-8,29,12.6%,31,15.2%,26,22.2%,30,-2.0%
CLE,3-12,30,13.1%,27,11.8%,29,27.2%,29,-3.1%
MIA,5-10,31,13.8%,29,15.1%,31,32.9%,23,-7.1%
NO,6-9,32,22.5%,32,24.2%,32,40.5%,27,-4.6%
