Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,7-1,1,-29.0%,1,-27.6%,1,-32.5%,5,-24.4%
STL,4-4,2,-21.4%,2,-22.7%,3,-16.7%,3,-29.1%
ARI,6-2,3,-20.0%,3,-19.5%,5,-13.1%,2,-31.4%
CAR,8-0,4,-19.0%,4,-18.3%,2,-19.4%,12,-18.4%
NYJ,5-3,5,-17.1%,6,-15.4%,6,-8.5%,1,-34.5%
PHI,4-4,6,-16.4%,5,-17.4%,4,-14.3%,8,-19.3%
SEA,4-4,7,-8.5%,7,-10.4%,9,0.2%,10,-19.0%
NE,8-0,8,-7.9%,8,-8.9%,8,-0.8%,6,-20.9%
TEN,2-6,9,-4.2%,10,-2.4%,7,-2.3%,26,-6.4%
CIN,8-0,10,-2.9%,11,-1.2%,10,3.6%,19,-14.1%
PIT,5-4,11,-1.3%,9,-2.5%,14,10.2%,7,-19.3%
GB,6-2,12,-0.8%,12,-0.8%,11,3.8%,24,-7.4%
ATL,6-3,13,0.1%,13,0.0%,16,10.9%,15,-16.0%
HOU,3-5,14,1.4%,14,1.1%,15,10.2%,20,-10.9%
TB,3-5,15,1.4%,16,1.2%,19,16.8%,13,-17.5%
KC,3-5,16,2.2%,15,1.1%,17,14.5%,16,-15.9%
JAX,2-6,17,2.4%,18,3.6%,26,25.6%,4,-27.5%
DAL,2-6,18,2.4%,19,3.8%,13,10.0%,22,-7.7%
IND,4-5,19,2.9%,17,2.5%,18,15.9%,18,-14.8%
BUF,4-4,20,4.1%,21,4.3%,12,9.2%,27,-4.4%
NYG,5-4,21,5.4%,23,5.7%,24,20.2%,17,-15.1%
OAK,4-4,22,5.6%,20,4.2%,21,18.7%,14,-16.0%
MIN,6-2,23,6.7%,22,4.7%,20,17.5%,23,-7.5%
WAS,3-5,24,7.0%,24,7.7%,22,19.3%,25,-7.2%
BAL,2-6,25,9.6%,28,10.9%,30,27.7%,11,-19.0%
DET,1-7,26,10.5%,26,10.5%,28,26.9%,21,-8.5%
CLE,2-7,27,11.2%,27,10.6%,25,22.0%,31,-0.3%
CHI,3-5,28,11.5%,25,9.7%,23,19.9%,30,-0.4%
MIA,3-5,29,11.9%,29,12.0%,27,26.1%,28,-3.6%
SF,3-6,30,14.9%,30,14.6%,31,28.9%,29,-3.0%
NO,4-5,31,15.5%,31,15.8%,32,37.4%,9,-19.2%
SD,2-7,32,15.7%,32,16.5%,29,27.2%,32,1.2%
