Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,9-2,1,-25.4%,2,-22.9%,1,-25.2%,4,-25.6%
CAR,11-0,2,-22.8%,1,-23.9%,2,-20.2%,2,-27.6%
TB,5-6,3,-18.6%,3,-18.2%,3,-12.5%,3,-27.4%
STL,4-7,3,-18.6%,3,-18.2%,3,-12.5%,3,-27.4%
ARI,9-2,4,-14.0%,6,-11.4%,4,-8.1%,5,-24.2%
NYJ,6-5,5,-11.9%,7,-9.6%,6,-3.2%,1,-28.1%
HOU,6-5,6,-8.4%,5,-11.8%,5,-6.2%,21,-11.8%
KC,6-5,7,-7.8%,4,-12.7%,8,2.4%,7,-23.1%
SEA,6-5,8,-6.6%,8,-7.7%,7,-0.2%,15,-16.1%
CIN,9-2,9,-4.3%,9,-3.8%,9,3.9%,12,-18.1%
PHI,4-7,10,-2.7%,16,-0.5%,10,5.1%,18,-13.3%
NE,10-1,11,-2.4%,12,-2.5%,12,6.6%,13,-17.6%
GB,7-4,12,-2.3%,19,0.9%,11,6.6%,16,-15.1%
DET,4-7,13,-1.5%,10,-3.1%,20,14.5%,9,-21.8%
IND,6-5,15,-0.5%,11,-2.9%,17,10.5%,14,-16.8%
ATL,6-5,16,0.0%,15,-0.7%,16,9.9%,17,-14.1%
MIN,8-3,17,0.2%,13,-1.8%,15,8.8%,22,-11.3%
TEN,2-9,18,0.3%,20,2.0%,14,8.0%,24,-8.6%
DAL,3-8,19,0.8%,17,-0.3%,13,7.6%,25,-8.0%
PIT,6-5,20,1.8%,18,0.7%,21,15.2%,11,-19.9%
WAS,5-6,21,4.9%,21,4.1%,24,17.4%,23,-10.6%
CHI,5-6,22,5.7%,22,4.2%,18,10.8%,31,-1.3%
OAK,5-6,23,5.8%,23,5.6%,23,17.2%,19,-12.0%
BUF,5-6,24,6.1%,24,7.5%,19,11.3%,30,-2.5%
NYG,5-6,25,7.4%,26,8.5%,25,21.5%,20,-11.9%
JAX,4-7,26,7.6%,25,8.4%,30,29.1%,6,-23.2%
BAL,4-7,27,7.7%,27,8.8%,26,24.9%,10,-19.9%
MIA,4-7,28,11.0%,28,10.4%,28,27.2%,27,-6.4%
CLE,2-9,29,13.3%,29,12.0%,29,27.7%,29,-3.4%
SD,3-8,30,15.7%,31,16.8%,27,25.9%,32,1.7%
SF,3-8,31,16.5%,30,15.7%,31,33.2%,28,-3.9%
NO,4-7,32,22.1%,32,23.1%,32,42.0%,26,-6.7%
