Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,10-3,1,-28.6%,1,-27.2%,1,-29.4%,3,-27.5%
CAR,13-0,2,-22.5%,2,-24.1%,2,-19.8%,2,-28.0%
STL,5-8,3,-15.0%,5,-12.6%,3,-11.2%,10,-20.7%
ARI,11-2,4,-13.8%,6,-10.3%,4,-6.3%,4,-26.7%
NYJ,8-5,5,-11.7%,8,-9.0%,8,-1.3%,1,-31.5%
KC,8-5,6,-11.3%,3,-16.4%,5,-3.6%,5,-23.5%
SEA,8-5,7,-10.5%,4,-13.0%,6,-2.9%,7,-22.5%
HOU,6-7,8,-6.6%,7,-10.1%,7,-2.9%,20,-11.9%
NE,11-2,9,-6.2%,9,-7.5%,10,2.4%,12,-19.6%
CIN,10-3,10,-5.1%,12,-5.6%,9,2.0%,14,-17.1%
PHI,6-7,11,-3.1%,16,0.3%,12,3.5%,19,-12.5%
GB,9-4,12,-3.1%,13,-0.5%,11,2.9%,21,-11.8%
DET,4-9,13,-3.1%,10,-5.9%,15,10.3%,11,-20.1%
PIT,8-5,14,-2.5%,11,-5.7%,14,8.7%,9,-21.2%
TB,6-7,15,0.2%,14,-0.2%,22,16.7%,8,-21.5%
DAL,4-9,16,0.8%,15,-0.1%,13,6.5%,26,-6.2%
IND,6-7,17,2.3%,19,1.4%,18,15.0%,15,-15.8%
OAK,6-7,18,2.4%,17,0.5%,17,13.6%,16,-15.7%
MIN,8-5,19,2.9%,18,1.4%,19,15.1%,17,-12.6%
ATL,6-7,20,4.1%,21,4.6%,20,15.6%,22,-10.9%
WAS,6-7,21,5.4%,20,3.4%,24,20.0%,18,-12.5%
TEN,3-10,22,6.8%,26,9.2%,23,16.8%,27,-5.3%
BAL,4-9,23,7.9%,23,7.4%,30,28.7%,6,-22.8%
CHI,5-8,24,8.1%,22,6.6%,16,12.8%,32,1.7%
JAX,5-8,25,8.1%,25,8.9%,29,27.8%,13,-19.3%
NYG,6-7,26,8.5%,24,8.7%,25,21.9%,23,-10.8%
BUF,6-7,27,8.6%,27,9.9%,21,16.5%,28,-3.8%
MIA,5-8,28,11.3%,30,12.3%,31,29.6%,24,-8.8%
CLE,3-10,29,12.2%,28,11.3%,26,24.9%,29,-2.4%
SF,4-9,30,13.5%,29,12.0%,27,25.2%,30,0.3%
SD,3-10,31,15.4%,31,16.0%,28,26.5%,31,1.3%
NO,5-8,32,19.8%,32,20.5%,32,38.6%,25,-7.5%
