Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,7-2,1,-27.2%,1,-25.4%,1,-30.5%,5,-22.9%
STL,4-5,2,-18.7%,2,-19.0%,4,-12.9%,2,-27.7%
PHI,4-5,3,-16.6%,3,-16.8%,3,-13.8%,7,-20.5%
ARI,7-2,4,-16.3%,6,-14.1%,5,-11.9%,4,-23.9%
NYJ,5-4,5,-16.3%,5,-14.6%,6,-7.7%,1,-32.1%
CAR,9-0,6,-15.3%,4,-14.9%,2,-14.2%,12,-17.2%
SEA,4-5,7,-8.6%,7,-10.3%,7,-1.1%,10,-18.0%
NE,9-0,8,-5.0%,8,-5.2%,9,2.9%,9,-19.8%
CIN,8-1,9,-4.4%,9,-3.3%,10,3.1%,13,-17.1%
HOU,4-5,10,-2.7%,10,-3.2%,11,4.2%,19,-12.8%
PIT,6-4,11,-1.5%,11,-3.1%,17,11.3%,6,-22.9%
TEN,2-7,12,-1.1%,15,0.1%,8,2.5%,27,-5.0%
GB,6-3,13,-0.6%,16,0.7%,13,7.3%,21,-11.9%
TB,4-5,14,-0.5%,13,-0.6%,20,15.7%,8,-20.4%
KC,4-5,15,-0.5%,12,-3.0%,15,7.9%,18,-13.6%
ATL,6-3,16,0.6%,14,0.1%,16,11.1%,15,-15.2%
DAL,2-7,17,1.5%,17,2.1%,14,7.6%,26,-6.7%
BUF,5-4,18,2.6%,19,3.3%,12,7.0%,28,-4.5%
NYG,5-5,19,3.2%,18,3.2%,21,16.5%,14,-16.0%
JAX,3-6,20,4.3%,22,4.1%,28,26.7%,3,-25.8%
IND,4-5,21,4.4%,21,3.8%,23,18.0%,16,-14.1%
WAS,4-5,22,4.8%,23,4.9%,22,17.6%,23,-9.4%
MIN,7-2,23,5.0%,20,3.6%,18,13.9%,25,-7.2%
DET,2-7,24,6.1%,25,5.3%,25,21.2%,17,-13.6%
OAK,4-5,25,7.6%,26,6.6%,24,18.6%,24,-9.3%
CHI,4-5,26,7.7%,24,5.2%,19,14.8%,31,-2.4%
BAL,2-7,27,8.3%,28,8.5%,26,24.1%,11,-17.3%
MIA,4-5,28,8.8%,27,8.1%,27,25.9%,22,-10.1%
CLE,2-8,29,14.1%,29,13.6%,30,28.9%,30,-2.9%
SF,3-6,30,15.3%,30,14.3%,31,30.0%,29,-3.5%
SD,2-7,31,16.4%,31,17.4%,29,27.4%,32,2.5%
NO,4-6,32,20.3%,32,20.7%,32,41.6%,20,-12.1%
