Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,1-0,1,-56.8%,1,-56.8%,1,-89.5%,13,-24.2%
TEN,1-0,2,-42.4%,2,-42.4%,2,-54.3%,14,-22.2%
BAL,0-1,3,-39.0%,3,-39.0%,4,-45.0%,9,-30.8%
CAR,1-0,4,-37.1%,4,-37.1%,3,-52.0%,25,-4.4%
NYJ,1-0,5,-33.5%,5,-33.5%,5,-24.3%,1,-49.0%
CIN,1-0,6,-22.6%,6,-22.6%,8,-18.1%,7,-34.7%
SF,1-0,7,-22.5%,7,-22.5%,6,-23.7%,15,-19.8%
JAX,0-1,8,-20.7%,8,-20.7%,14,-2.7%,4,-37.4%
STL,1-0,9,-19.4%,9,-19.4%,7,-22.0%,18,-14.8%
ARI,1-0,10,-14.3%,10,-14.3%,13,-2.7%,2,-39.0%
SD,1-0,11,-13.5%,11,-13.5%,11,-4.5%,10,-30.1%
DAL,1-0,12,-11.8%,12,-11.8%,9,-14.8%,22,-7.2%
ATL,1-0,13,-9.4%,13,-9.4%,10,-10.5%,23,-6.3%
WAS,0-1,14,-3.8%,14,-3.8%,15,0.8%,19,-13.4%
KC,1-0,15,-3.7%,15,-3.7%,16,2.9%,16,-17.1%
PHI,0-1,16,-1.1%,16,-1.1%,20,30.2%,6,-37.1%
MIA,1-0,17,-0.5%,17,-0.5%,17,5.9%,24,-6.3%
NYG,0-1,18,0.5%,18,0.5%,19,16.9%,8,-34.5%
BUF,1-0,19,5.8%,19,5.8%,18,10.8%,21,-8.0%
GB,1-0,20,7.1%,20,7.1%,12,-3.6%,31,20.5%
SEA,0-1,21,7.6%,21,7.6%,24,44.0%,5,-37.3%
HOU,0-1,22,10.5%,22,10.5%,25,47.5%,3,-37.5%
DET,0-1,23,14.0%,23,14.0%,23,36.4%,17,-17.0%
CLE,0-1,24,21.6%,24,21.6%,22,35.5%,29,11.8%
NE,1-0,25,26.7%,25,26.7%,26,51.6%,26,-0.6%
OAK,0-1,26,34.0%,26,34.0%,27,64.4%,28,5.8%
PIT,0-1,27,34.3%,27,34.3%,30,82.5%,11,-27.4%
TB,0-1,28,35.5%,28,35.5%,32,141.1%,12,-27.2%
IND,0-1,29,39.8%,29,39.8%,31,118.2%,27,0.2%
MIN,0-1,30,41.4%,30,41.4%,21,33.7%,32,47.9%
NO,0-1,31,41.9%,31,41.9%,28,75.7%,20,-11.5%
CHI,0-1,32,49.1%,32,49.1%,29,79.0%,30,12.0%
