Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,3-0,1,-40.7%,1,-40.7%,1,-55.6%,12,-21.0%
ARI,3-0,2,-35.5%,2,-35.5%,2,-41.8%,6,-27.8%
NYJ,2-1,3,-33.2%,3,-33.2%,4,-26.6%,1,-41.8%
CAR,3-0,4,-19.6%,4,-19.6%,5,-19.7%,15,-19.4%
PHI,1-2,5,-17.4%,5,-17.4%,7,-8.7%,4,-31.9%
TEN,1-2,6,-14.6%,6,-14.6%,3,-31.3%,27,4.3%
STL,1-2,7,-11.5%,7,-11.5%,8,-5.3%,14,-19.6%
CIN,3-0,8,-10.7%,8,-10.7%,10,1.5%,3,-32.3%
TB,1-2,9,-6.2%,9,-6.2%,13,5.8%,17,-17.2%
DAL,2-1,10,-1.7%,10,-1.7%,14,7.2%,20,-15.5%
HOU,1-2,11,-1.4%,11,-1.4%,15,10.3%,16,-18.2%
GB,3-0,12,-0.2%,12,-0.2%,6,-11.3%,32,19.5%
SEA,1-2,13,1.8%,13,1.8%,20,21.4%,13,-19.9%
BUF,2-1,14,1.9%,14,1.9%,9,-0.4%,29,8.2%
WAS,1-2,15,2.3%,15,2.3%,19,20.7%,10,-23.0%
NYG,1-2,16,2.4%,16,2.4%,18,17.7%,7,-26.3%
ATL,3-0,17,3.6%,17,3.6%,12,5.4%,24,0.3%
IND,1-2,18,3.6%,18,3.6%,26,28.8%,9,-23.6%
DET,0-3,19,3.7%,19,3.7%,21,21.4%,19,-15.7%
NE,3-0,20,3.9%,20,3.9%,11,4.5%,25,3.1%
PIT,2-1,21,4.0%,21,4.0%,24,24.3%,5,-28.9%
KC,1-2,22,4.1%,22,4.1%,25,28.2%,2,-35.0%
MIN,2-1,23,4.9%,23,4.9%,16,13.5%,23,-6.7%
BAL,0-3,24,8.9%,24,8.9%,23,23.9%,18,-16.1%
SD,1-2,25,10.9%,25,10.9%,17,14.5%,28,7.5%
MIA,1-2,26,12.9%,26,12.9%,30,52.2%,11,-22.1%
CLE,1-2,27,13.2%,27,13.2%,22,22.8%,26,4.0%
OAK,2-1,28,13.9%,28,13.9%,27,29.4%,22,-9.9%
JAX,1-2,29,17.9%,29,17.9%,29,38.5%,21,-10.7%
NO,0-3,30,23.3%,30,23.3%,32,61.2%,8,-25.7%
SF,1-2,31,23.8%,31,23.8%,28,35.7%,30,9.1%
CHI,0-3,32,39.2%,32,39.2%,31,59.1%,31,14.7%
