Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,7-0,1,-36.1%,1,-35.5%,1,-45.2%,4,-23.6%
STL,4-3,2,-23.1%,2,-23.7%,3,-18.4%,2,-31.5%
PHI,3-4,3,-19.5%,3,-19.9%,4,-18.1%,7,-21.6%
ARI,6-2,4,-19.3%,4,-18.6%,5,-12.6%,3,-30.3%
CAR,7-0,5,-18.2%,5,-17.9%,2,-20.0%,15,-15.3%
NYJ,4-3,6,-17.6%,6,-16.7%,6,-9.3%,1,-34.2%
SEA,4-4,7,-6.9%,7,-7.6%,9,2.9%,10,-18.5%
TEN,1-6,8,-4.2%,10,-2.6%,7,-7.9%,30,0.0%
GB,6-1,9,-3.4%,8,-3.8%,8,-3.7%,27,-2.9%
NE,7-0,10,-2.5%,9,-3.3%,11,4.6%,14,-15.3%
DAL,2-5,11,-1.4%,12,-1.1%,12,6.5%,18,-12.5%
CIN,7-0,12,-1.0%,14,0.7%,10,4.1%,22,-9.5%
PIT,4-4,13,-0.4%,11,-1.2%,15,11.0%,11,-18.0%
ATL,6-2,14,-0.3%,13,-0.5%,14,9.5%,13,-15.7%
BUF,3-4,15,1.9%,15,1.7%,13,7.3%,25,-7.1%
KC,3-5,16,2.6%,17,2.2%,17,15.1%,12,-15.9%
HOU,3-5,17,2.7%,18,2.7%,16,12.6%,20,-11.2%
OAK,4-3,18,2.9%,16,2.1%,19,17.4%,5,-21.8%
IND,3-5,19,3.7%,19,3.1%,18,17.4%,17,-13.9%
TB,3-4,20,4.1%,20,3.4%,26,23.8%,8,-20.0%
JAX,2-5,21,6.4%,23,7.1%,29,27.9%,6,-21.7%
MIA,3-4,22,6.9%,22,6.8%,25,23.2%,19,-12.3%
NYG,4-4,23,7.5%,24,7.8%,23,21.2%,21,-11.2%
WAS,3-4,24,8.1%,25,8.4%,21,19.6%,26,-5.9%
MIN,5-2,25,8.2%,21,6.7%,20,19.4%,23,-7.9%
BAL,2-6,26,10.0%,28,11.1%,30,28.4%,9,-19.1%
CLE,2-6,27,10.6%,26,10.1%,22,20.5%,29,-0.2%
DET,1-7,28,10.8%,27,10.8%,27,26.7%,24,-7.6%
CHI,2-5,29,12.8%,29,11.3%,24,22.6%,28,-0.6%
NO,4-4,30,14.0%,30,13.5%,32,31.3%,16,-13.9%
SD,2-6,31,15.3%,31,15.9%,28,27.1%,31,0.7%
SF,2-6,32,17.1%,32,17.6%,31,29.7%,32,2.5%
