Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
DEN,6-0,1,-31.9%,1,-31.5%,1,-39.1%,6,-21.8%
NYJ,4-2,2,-26.9%,2,-26.7%,2,-20.5%,1,-40.7%
STL,3-3,3,-20.6%,3,-21.0%,4,-17.3%,3,-26.0%
ARI,5-2,4,-20.1%,4,-20.2%,6,-14.8%,2,-28.3%
PHI,3-4,5,-18.8%,5,-19.1%,5,-16.4%,5,-22.2%
CAR,6-0,6,-15.0%,6,-14.5%,3,-17.7%,18,-10.3%
GB,6-0,7,-11.9%,7,-12.6%,7,-13.8%,23,-8.7%
SEA,3-4,8,-6.7%,8,-7.2%,9,1.5%,10,-16.9%
TEN,1-5,9,-3.7%,9,-3.1%,8,-10.2%,30,3.3%
ATL,6-1,10,-1.4%,10,-1.3%,11,5.7%,13,-13.3%
NE,6-0,11,-0.9%,11,-1.1%,12,5.9%,15,-12.7%
BUF,3-4,12,0.4%,12,0.1%,10,5.4%,25,-8.0%
NYG,4-3,13,1.1%,13,0.8%,13,9.4%,20,-10.1%
DAL,2-4,14,2.1%,14,2.8%,14,10.2%,22,-9.8%
CIN,6-0,15,3.2%,17,3.8%,15,10.3%,24,-8.0%
MIA,3-3,16,3.7%,16,3.6%,17,15.2%,21,-10.0%
TB,2-4,17,4.0%,18,4.0%,26,24.2%,8,-19.4%
OAK,3-3,18,4.1%,15,3.4%,18,15.5%,12,-14.5%
PIT,4-3,19,4.3%,19,4.1%,21,19.2%,9,-17.4%
IND,3-4,20,5.9%,20,5.9%,20,18.1%,19,-10.2%
JAX,2-5,21,6.1%,22,6.5%,30,28.1%,4,-22.6%
KC,2-5,22,6.5%,23,6.6%,24,23.2%,11,-16.2%
MIN,4-2,23,7.0%,21,6.4%,19,17.1%,26,-7.7%
BAL,1-6,24,7.5%,24,7.4%,28,25.2%,7,-21.2%
WAS,3-4,25,7.5%,26,7.9%,22,19.2%,27,-6.7%
DET,1-6,26,7.8%,25,7.7%,27,24.8%,16,-11.2%
HOU,2-5,27,8.1%,27,8.1%,23,22.0%,17,-11.0%
CLE,2-5,28,12.7%,29,12.9%,16,14.9%,32,10.2%
NO,3-4,29,12.9%,28,12.9%,31,29.0%,14,-12.9%
CHI,2-4,30,13.7%,30,13.0%,29,26.2%,28,-4.1%
SD,2-5,31,15.3%,31,15.7%,25,23.2%,31,5.6%
SF,2-5,32,17.7%,32,17.5%,32,31.8%,29,-0.4%
