Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,2-0,1,50.5%,1,50.5%,1,79.3%,4,34.4%
DEN,2-0,2,41.8%,2,41.8%,6,50.8%,2,44.3%
SD,0-2,3,34.8%,3,34.8%,2,74.9%,19,-8.7%
PHI,1-1,4,32.3%,4,32.3%,3,61.9%,11,8.0%
NYG,2-0,5,29.6%,5,29.6%,10,36.0%,3,35.5%
PIT,2-0,6,22.9%,6,22.9%,9,38.5%,8,13.9%
WAS,1-1,7,21.3%,7,21.3%,8,44.3%,10,8.5%
BUF,2-0,8,20.8%,8,20.8%,5,54.2%,23,-14.9%
GB,2-0,9,13.8%,9,13.8%,7,49.6%,18,-7.5%
NE,2-0,10,13.2%,10,13.2%,11,26.7%,14,6.1%
ARI,2-0,11,12.0%,11,12.0%,4,60.7%,25,-25.6%
TB,1-1,12,11.1%,12,11.1%,14,8.8%,5,25.2%
ATL,1-1,13,9.9%,13,9.9%,28,-34.0%,1,50.5%
BAL,1-0,14,9.5%,14,9.5%,12,16.2%,7,16.1%
MIN,0-2,15,-0.7%,15,-0.7%,22,-7.8%,13,6.6%
TEN,2-0,16,-3.2%,16,-3.2%,19,-5.0%,12,7.5%
CAR,2-0,17,-4.0%,17,-4.0%,18,-1.5%,6,18.9%
NO,1-1,18,-5.4%,18,-5.4%,13,9.8%,22,-13.1%
NYJ,1-1,19,-6.4%,19,-6.4%,16,6.5%,16,-2.3%
DET,0-2,20,-7.9%,20,-7.9%,17,-0.4%,20,-9.1%
CHI,1-1,21,-8.0%,21,-8.0%,24,-15.3%,9,13.3%
IND,1-1,22,-11.2%,22,-11.2%,15,7.7%,29,-41.4%
OAK,1-1,23,-13.2%,23,-13.2%,23,-9.8%,17,-6.4%
SF,1-1,24,-14.8%,24,-14.8%,21,-7.6%,21,-12.1%
MIA,0-2,25,-25.5%,25,-25.5%,20,-7.1%,31,-54.1%
JAX,0-2,26,-26.1%,26,-26.1%,26,-23.2%,26,-26.4%
CLE,0-2,27,-27.3%,27,-27.3%,25,-16.8%,24,-21.8%
SEA,0-2,28,-27.4%,28,-27.4%,30,-42.0%,15,4.3%
KC,0-2,29,-32.7%,29,-32.7%,27,-31.9%,27,-29.4%
HOU,0-1,30,-43.2%,30,-43.2%,29,-36.0%,30,-41.6%
STL,0-2,31,-48.7%,31,-48.7%,31,-43.5%,28,-31.9%
CIN,0-2,32,-58.5%,32,-58.5%,32,-56.6%,32,-55.0%
