Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
ATL,1-0,1,82.6%,1,82.6%,6,53.2%,1,103.4%
DEN,1-0,2,62.8%,2,62.8%,1,95.7%,3,48.5%
DAL,1-0,3,61.1%,3,61.1%,3,78.4%,2,62.5%
PHI,1-0,4,47.6%,4,47.6%,2,88.4%,12,11.3%
PIT,1-0,5,33.6%,5,33.6%,10,31.2%,4,35.0%
SD,0-1,6,23.4%,6,23.4%,5,61.1%,16,-8.5%
MIN,0-1,7,12.7%,7,12.7%,18,10.8%,10,15.5%
CAR,1-0,8,12.4%,8,12.4%,12,21.5%,9,16.0%
BUF,1-0,9,11.4%,9,11.4%,7,47.9%,23,-26.5%
TB,0-1,10,11.3%,10,11.3%,20,4.5%,6,26.6%
NE,1-0,11,11.0%,11,11.0%,15,16.4%,7,19.4%
GB,1-0,12,10.9%,12,10.9%,4,70.5%,25,-28.0%
CHI,1-0,13,9.4%,13,9.4%,14,18.7%,8,16.7%
BAL,1-0,14,5.9%,14,5.9%,19,10.6%,11,14.0%
NYG,1-0,15,5.9%,15,5.9%,22,-3.0%,5,29.9%
NO,1-0,16,4.3%,16,4.3%,8,37.3%,18,-14.5%
DET,0-1,17,2.6%,17,2.6%,9,33.6%,21,-19.3%
IND,0-1,18,0.8%,18,0.8%,16,16.0%,20,-16.3%
ARI,1-0,19,-4.3%,19,-4.3%,17,11.6%,17,-12.3%
NYJ,1-0,20,-9.4%,20,-9.4%,13,19.0%,15,-4.7%
KC,0-1,21,-12.0%,21,-12.0%,23,-9.8%,19,-14.6%
MIA,0-1,22,-16.7%,22,-16.7%,21,2.9%,30,-60.6%
WAS,0-1,23,-17.4%,23,-17.4%,11,22.0%,24,-27.0%
TEN,1-0,24,-22.3%,24,-22.3%,28,-45.8%,14,0.0%
CLE,0-1,25,-22.6%,25,-22.6%,24,-10.1%,22,-20.3%
SF,0-1,26,-25.9%,26,-25.9%,31,-53.2%,13,7.5%
OAK,0-1,27,-36.5%,27,-36.5%,25,-11.0%,26,-42.7%
HOU,0-1,28,-46.9%,28,-46.9%,27,-38.9%,27,-46.2%
JAX,0-1,29,-53.2%,29,-53.2%,29,-46.0%,29,-59.6%
SEA,0-1,30,-61.6%,30,-61.6%,30,-48.9%,28,-57.8%
STL,0-1,31,-65.1%,31,-65.1%,26,-30.7%,31,-64.4%
CIN,0-1,32,-72.1%,32,-72.1%,32,-62.4%,32,-71.1%
