Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,8-5,1,20.9%,1,20.8%,7,31.3%,3,14.5%
NYG,11-2,2,20.2%,2,18.9%,4,34.0%,2,14.6%
NO,7-6,3,16.9%,3,18.8%,3,34.3%,10,2.7%
SD,5-8,4,14.4%,7,12.1%,1,48.0%,24,-10.2%
ATL,8-5,5,13.1%,5,13.2%,2,42.5%,16,-2.6%
WAS,7-6,6,12.5%,13,8.5%,10,23.9%,6,9.8%
IND,9-4,7,10.9%,6,12.6%,6,33.0%,21,-8.1%
MIA,8-5,8,10.6%,10,10.6%,9,28.3%,11,0.7%
GB,5-8,9,10.5%,8,11.3%,8,29.0%,14,-1.2%
CAR,10-3,10,10.4%,4,14.0%,13,18.3%,1,18.9%
PHI,7-5-1,11,10.3%,11,9.0%,12,19.4%,8,7.3%
ARI,8-5,12,8.9%,12,8.7%,5,34.0%,27,-16.1%
NE,8-5,13,7.2%,9,10.8%,19,7.4%,4,12.1%
TEN,12-1,14,6.9%,14,8.3%,15,16.3%,7,7.5%
HOU,6-7,15,5.4%,15,6.2%,11,22.2%,17,-3.6%
JAX,4-9,16,4.7%,16,3.8%,16,15.3%,13,-1.1%
DAL,8-5,17,2.7%,20,-1.1%,18,12.1%,9,6.4%
TB,9-4,18,2.1%,17,3.1%,14,17.2%,23,-10.1%
NYJ,8-5,19,0.4%,18,3.0%,22,2.1%,5,11.2%
BAL,9-4,20,0.0%,19,1.3%,17,13.3%,12,-0.4%
PIT,10-3,21,-4.8%,21,-5.0%,21,3.2%,15,-2.5%
CHI,7-6,22,-6.8%,23,-9.9%,20,3.9%,20,-7.1%
MIN,8-5,23,-9.6%,24,-11.2%,26,-5.6%,19,-6.5%
BUF,6-7,24,-10.3%,27,-14.0%,25,-4.9%,22,-8.8%
KC,2-11,25,-12.3%,22,-5.9%,23,-1.7%,28,-16.6%
CLE,4-9,26,-12.7%,26,-13.1%,27,-7.3%,18,-5.9%
SEA,2-11,27,-12.8%,25,-11.6%,24,-4.6%,25,-10.7%
SF,5-8,28,-17.9%,28,-18.3%,28,-9.0%,26,-15.3%
CIN,1-11-1,29,-22.2%,29,-22.1%,29,-12.0%,32,-29.5%
DET,0-13,30,-28.4%,30,-29.7%,30,-24.8%,30,-20.3%
OAK,3-10,31,-32.0%,31,-33.1%,31,-32.5%,29,-17.7%
STL,2-11,32,-34.5%,32,-36.1%,32,-34.0%,31,-22.9%
