Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NYG,12-4,1,19.3%,5,17.5%,6,30.3%,3,17.0%
SD,8-8,2,18.9%,4,18.0%,1,49.2%,16,-2.1%
DEN,8-8,3,18.9%,7,16.8%,7,25.8%,2,17.2%
NO,8-8,4,16.5%,2,20.4%,3,33.1%,8,4.0%
IND,12-4,5,14.2%,6,16.8%,2,39.6%,24,-10.9%
CAR,12-4,6,13.3%,1,21.7%,9,25.6%,1,18.1%
NE,11-5,7,12.4%,3,18.8%,14,17.5%,5,11.7%
MIA,11-5,8,12.2%,8,14.1%,4,31.7%,12,2.0%
ATL,11-5,9,8.9%,11,7.2%,5,30.7%,13,0.0%
WAS,8-8,10,8.4%,16,1.5%,12,22.9%,11,2.6%
GB,6-10,11,7.5%,10,8.3%,8,25.7%,20,-5.0%
PHI,9-6-1,12,6.8%,14,2.9%,15,16.1%,9,2.8%
JAX,5-11,13,6.2%,12,6.6%,13,20.8%,17,-4.3%
HOU,8-8,14,5.9%,9,8.6%,11,23.2%,15,-1.8%
TEN,13-3,15,4.6%,13,5.4%,17,12.5%,7,6.4%
ARI,9-7,16,4.4%,18,0.9%,10,24.1%,28,-14.7%
DAL,9-7,17,1.7%,22,-3.0%,19,10.1%,6,7.5%
NYJ,9-7,18,0.2%,15,2.1%,23,-1.0%,4,13.3%
BAL,11-5,19,0.0%,20,0.3%,18,10.6%,10,2.6%
TB,9-7,20,-0.3%,19,0.5%,16,14.4%,23,-10.4%
PIT,12-4,21,-1.3%,17,1.4%,20,9.4%,14,-1.1%
KC,2-14,22,-8.9%,21,-0.1%,21,1.9%,27,-14.5%
CHI,9-7,23,-9.1%,24,-13.2%,22,1.5%,22,-10.2%
MIN,10-6,24,-10.0%,23,-11.4%,24,-2.7%,21,-9.3%
BUF,7-9,25,-10.1%,25,-14.0%,26,-7.1%,19,-5.0%
SEA,4-12,26,-14.8%,26,-14.3%,25,-4.0%,25,-14.0%
SF,7-9,27,-15.8%,27,-14.7%,27,-7.6%,26,-14.3%
CIN,4-11-1,28,-18.7%,28,-16.6%,28,-9.1%,32,-23.4%
CLE,4-12,29,-21.3%,31,-26.2%,31,-24.8%,18,-4.8%
DET,0-16,30,-25.6%,30,-25.4%,29,-21.1%,31,-19.3%
OAK,5-11,31,-26.3%,29,-23.6%,30,-21.9%,29,-16.2%
STL,2-14,32,-29.0%,32,-26.8%,32,-28.9%,30,-17.6%
