Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DEN,8-6,1,20.1%,1,19.2%,6,30.7%,4,13.4%
NYG,11-3,2,16.5%,5,14.8%,9,27.3%,3,13.9%
NO,7-7,3,15.1%,2,16.1%,4,32.0%,10,2.1%
IND,10-4,4,12.2%,6,13.7%,3,34.2%,22,-7.7%
SD,6-8,5,12.1%,11,8.5%,1,41.6%,23,-10.0%
ATL,9-5,6,11.3%,9,9.7%,2,38.4%,17,-2.7%
CAR,11-3,7,11.2%,4,15.0%,12,21.3%,1,18.5%
MIA,9-5,8,10.4%,7,10.0%,7,29.4%,12,0.3%
NE,9-5,9,10.2%,3,15.3%,18,11.7%,5,13.2%
WAS,7-7,10,10.0%,16,5.4%,11,22.5%,8,5.9%
GB,5-9,11,9.3%,8,9.7%,8,28.1%,18,-3.8%
ARI,8-6,12,8.9%,10,8.8%,5,31.5%,27,-14.9%
PHI,8-5-1,13,8.3%,17,5.2%,14,17.1%,9,5.7%
JAX,5-9,14,8.0%,12,7.8%,13,20.4%,13,-0.2%
TEN,12-2,15,5.6%,14,6.1%,16,15.1%,6,6.5%
HOU,7-7,16,5.5%,13,6.3%,10,23.2%,16,-2.5%
DAL,9-5,17,3.1%,19,-0.8%,17,13.7%,7,6.2%
NYJ,9-5,18,2.1%,15,5.6%,22,2.5%,2,14.1%
TB,9-5,19,0.5%,18,0.9%,15,16.7%,24,-10.8%
BAL,9-5,20,-1.4%,20,-1.4%,19,9.2%,11,0.9%
PIT,11-3,21,-3.0%,21,-2.4%,20,5.9%,14,-1.4%
MIN,9-5,22,-6.5%,23,-7.7%,24,-2.1%,15,-2.4%
CHI,8-6,23,-7.0%,24,-11.1%,21,3.4%,21,-7.0%
KC,2-12,24,-10.3%,22,-3.5%,23,0.5%,28,-15.4%
BUF,6-8,25,-10.5%,26,-14.4%,28,-9.1%,19,-4.4%
SEA,3-11,26,-13.6%,25,-12.7%,25,-5.5%,25,-11.3%
CLE,4-10,27,-14.7%,28,-15.6%,29,-11.2%,20,-5.9%
SF,5-9,28,-16.0%,27,-15.0%,26,-7.1%,26,-14.2%
CIN,2-11-1,29,-19.6%,29,-18.2%,27,-8.4%,32,-27.2%
DET,0-14,30,-25.1%,30,-25.7%,30,-19.9%,30,-18.8%
OAK,3-11,31,-32.0%,31,-33.1%,32,-33.4%,29,-16.6%
STL,2-12,32,-33.9%,32,-35.3%,31,-33.0%,31,-22.5%
