Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NYG,9-1,1,21.4%,1,20.3%,8,28.9%,1,22.4%
DEN,6-4,2,17.0%,2,16.1%,9,27.4%,4,10.9%
SD,4-6,3,17.0%,4,14.8%,1,47.4%,25,-9.2%
IND,6-4,4,13.8%,3,15.9%,6,29.7%,10,1.8%
MIA,6-4,5,13.5%,5,14.1%,5,29.9%,11,1.8%
WAS,6-4,6,13.1%,10,9.7%,11,21.6%,2,11.6%
NO,5-5,7,12.7%,7,12.8%,7,29.3%,16,-1.0%
ARI,7-3,8,12.6%,6,13.3%,2,41.4%,26,-13.0%
ATL,6-4,9,11.4%,9,11.2%,3,37.0%,18,-2.4%
GB,5-5,10,10.2%,8,12.5%,4,31.8%,19,-2.7%
PHI,5-4-1,11,8.6%,12,8.1%,12,19.7%,12,1.0%
JAX,4-6,12,7.3%,13,7.7%,14,19.2%,15,-0.8%
TEN,10-0,13,6.8%,11,8.7%,13,19.4%,9,3.2%
NE,6-4,14,4.0%,14,6.2%,18,7.3%,8,4.0%
HOU,3-7,15,3.9%,15,4.9%,15,14.8%,14,0.2%
TB,7-3,16,1.8%,16,3.2%,10,22.5%,27,-15.9%
DAL,6-4,17,0.9%,22,-5.3%,20,4.0%,3,11.1%
BAL,6-4,18,0.0%,18,0.3%,19,5.9%,7,5.5%
CAR,8-2,19,-0.6%,17,0.8%,17,9.6%,6,6.1%
NYJ,7-3,20,-0.7%,19,0.2%,22,1.8%,5,10.0%
CHI,5-5,21,-1.6%,20,-1.6%,16,14.6%,22,-8.1%
CLE,4-6,22,-5.3%,21,-2.6%,21,2.5%,13,0.2%
PIT,7-3,23,-7.1%,23,-5.9%,23,-1.2%,17,-1.4%
BUF,5-5,24,-8.2%,24,-10.4%,25,-2.6%,21,-6.9%
MIN,5-5,25,-9.4%,25,-11.2%,24,-2.2%,24,-8.3%
SEA,2-8,26,-13.4%,27,-13.5%,27,-8.7%,23,-8.1%
KC,1-9,27,-15.8%,26,-11.9%,26,-4.5%,31,-22.4%
SF,3-7,28,-17.3%,28,-18.4%,29,-13.6%,20,-5.4%
CIN,1-8-1,29,-22.0%,29,-21.1%,28,-11.1%,32,-28.3%
DET,0-10,30,-23.7%,30,-23.5%,30,-20.4%,28,-16.4%
STL,2-8,31,-28.3%,31,-27.4%,31,-26.1%,30,-19.4%
OAK,2-8,32,-36.3%,32,-38.0%,32,-38.8%,29,-19.4%
