Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NYG,7-1,1,20.5%,1,20.2%,9,30.0%,1,21.7%
SD,3-5,2,20.5%,2,19.4%,1,57.0%,26,-11.7%
WAS,6-3,3,17.4%,3,16.7%,8,30.2%,2,12.6%
PHI,5-3,4,15.5%,4,15.1%,7,30.9%,9,1.9%
NO,4-4,5,14.4%,5,14.9%,3,36.8%,19,-5.0%
ARI,5-3,6,13.5%,6,13.8%,2,40.1%,21,-9.0%
DEN,4-4,7,12.6%,9,10.3%,12,22.0%,8,5.3%
ATL,5-3,8,12.0%,8,11.3%,4,34.1%,10,1.3%
MIA,4-4,9,11.0%,7,13.5%,6,32.5%,20,-7.4%
GB,4-4,10,9.1%,10,9.5%,5,33.2%,25,-11.1%
IND,4-4,11,8.5%,11,9.2%,11,23.3%,14,-1.9%
JAX,3-5,12,7.1%,12,8.5%,14,19.9%,18,-4.8%
HOU,3-5,13,5.9%,13,7.0%,13,20.7%,13,-1.6%
TEN,8-0,14,4.5%,14,6.3%,19,4.3%,3,10.4%
CAR,6-2,15,2.7%,15,3.3%,10,28.6%,15,-2.5%
CHI,5-3,16,0.6%,16,0.8%,16,15.4%,16,-3.4%
DAL,5-4,17,-0.3%,21,-4.7%,20,3.5%,4,9.2%
BAL,5-3,18,-1.1%,17,-1.3%,21,-0.1%,6,7.8%
NE,5-3,19,-1.5%,18,-1.7%,24,-5.1%,7,6.5%
TB,6-3,20,-1.8%,19,-2.0%,15,17.3%,28,-17.1%
BUF,5-3,21,-3.0%,20,-4.2%,17,9.6%,23,-9.1%
MIN,4-4,22,-5.5%,23,-6.9%,18,5.3%,24,-9.3%
NYJ,5-3,23,-5.8%,22,-6.1%,25,-5.2%,5,8.8%
SEA,2-6,24,-9.1%,24,-7.4%,22,-1.7%,22,-9.0%
PIT,6-2,25,-10.0%,26,-11.0%,26,-6.9%,12,0.5%
CLE,3-5,26,-11.8%,25,-10.7%,23,-4.0%,17,-3.9%
SF,2-6,27,-18.9%,28,-19.5%,31,-20.8%,11,0.9%
DET,0-8,28,-19.8%,30,-21.1%,28,-12.4%,27,-16.9%
KC,1-7,29,-20.3%,27,-18.2%,29,-15.7%,29,-17.3%
CIN,1-8,30,-21.6%,29,-20.0%,27,-9.9%,32,-27.5%
STL,2-6,31,-25.3%,31,-24.3%,30,-18.8%,31,-20.7%
OAK,2-6,32,-33.9%,32,-34.9%,32,-34.9%,30,-20.1%
