Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NYG,11-1,1,20.9%,1,19.2%,3,33.3%,1,17.3%
DEN,7-5,2,20.4%,2,18.7%,7,31.5%,2,13.1%
NO,6-6,3,15.1%,3,16.3%,4,32.9%,13,0.4%
WAS,7-5,4,14.7%,7,11.3%,10,24.2%,4,11.1%
SD,4-8,5,13.8%,6,11.6%,1,42.9%,23,-10.0%
ATL,8-4,6,12.9%,4,12.6%,2,42.6%,17,-2.7%
MIA,7-5,7,12.0%,5,12.4%,8,29.4%,10,1.4%
IND,8-4,8,10.0%,8,11.0%,6,31.7%,22,-7.3%
GB,5-7,9,9.8%,9,10.7%,9,29.2%,15,-2.2%
PHI,6-5-1,10,9.6%,13,8.3%,15,16.5%,6,8.9%
ARI,7-5,11,8.8%,11,9.1%,5,32.8%,27,-16.3%
JAX,4-8,12,6.9%,15,6.4%,11,20.4%,16,-2.7%
TEN,11-1,13,6.4%,12,8.3%,12,20.2%,9,2.7%
NE,7-5,14,6.3%,10,9.9%,20,6.0%,3,12.2%
DAL,8-4,15,5.3%,19,-0.3%,16,16.1%,8,8.2%
CAR,9-3,16,5.1%,14,6.9%,13,18.1%,5,9.8%
HOU,5-7,17,3.6%,16,4.0%,14,17.6%,14,-1.7%
BAL,8-4,18,1.2%,17,2.6%,17,15.0%,11,1.1%
NYJ,8-4,19,0.3%,18,2.0%,22,4.3%,7,8.7%
TB,9-3,20,-1.5%,21,-1.2%,18,13.8%,25,-12.9%
PIT,9-3,21,-1.6%,20,-0.8%,19,6.0%,12,1.0%
CHI,6-6,22,-6.0%,23,-8.0%,21,5.1%,20,-6.7%
BUF,6-6,23,-6.7%,24,-8.6%,23,0.8%,21,-6.8%
MIN,7-5,24,-8.0%,25,-8.6%,25,-5.0%,18,-3.3%
CLE,4-8,25,-12.0%,26,-12.0%,27,-7.5%,19,-4.3%
KC,2-10,26,-12.8%,22,-7.1%,24,-1.4%,29,-17.7%
SEA,2-10,27,-16.8%,27,-16.3%,29,-11.7%,24,-11.1%
SF,4-8,28,-19.4%,29,-20.2%,28,-11.6%,26,-14.5%
CIN,1-10-1,29,-19.4%,28,-17.5%,26,-6.8%,32,-29.3%
DET,0-12,30,-29.1%,31,-30.2%,31,-27.4%,28,-17.0%
OAK,3-9,31,-29.6%,30,-30.0%,30,-26.8%,30,-18.1%
STL,2-10,32,-35.7%,32,-37.0%,32,-38.0%,31,-20.2%
