Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NYG,5-1,1,31.0%,1,31.1%,2,42.3%,1,27.4%
WAS,5-2,2,25.1%,2,25.2%,3,40.4%,2,20.4%
SD,3-4,3,17.9%,4,17.6%,1,51.0%,29,-13.5%
DEN,4-3,4,17.6%,5,17.1%,10,29.0%,5,9.3%
MIA,2-4,5,16.7%,3,18.1%,4,35.9%,10,1.8%
ATL,4-2,6,13.9%,6,13.9%,5,33.6%,6,7.8%
PHI,3-3,7,12.8%,7,12.4%,6,32.2%,18,-4.1%
DAL,4-3,8,12.5%,9,11.5%,13,21.9%,3,15.2%
JAX,3-3,9,11.4%,8,12.2%,14,20.9%,11,1.2%
ARI,4-2,10,9.9%,10,9.8%,7,31.9%,20,-4.4%
NO,3-4,11,8.1%,11,8.2%,9,30.0%,25,-8.8%
BUF,5-1,12,8.0%,12,7.7%,11,25.6%,16,-3.9%
GB,4-3,13,5.6%,13,5.6%,8,30.5%,28,-13.3%
TEN,6-0,14,3.5%,14,4.0%,21,1.3%,4,11.9%
HOU,2-4,15,2.9%,15,3.4%,18,11.7%,14,-1.8%
CHI,4-3,16,1.6%,16,1.8%,15,20.2%,23,-8.0%
IND,3-3,17,0.7%,17,0.7%,19,10.7%,13,0.5%
TB,5-2,18,-0.6%,18,-0.7%,17,12.8%,22,-7.0%
PIT,5-1,19,-0.8%,20,-1.3%,16,12.8%,12,1.2%
CAR,5-2,20,-1.0%,19,-1.0%,12,25.5%,21,-5.3%
MIN,3-4,21,-4.4%,21,-4.7%,20,6.4%,24,-8.7%
NE,4-2,22,-5.8%,22,-6.3%,25,-14.2%,8,7.2%
NYJ,3-3,23,-6.4%,23,-6.4%,22,-5.1%,7,7.5%
BAL,3-3,24,-6.6%,24,-6.8%,27,-15.6%,9,5.9%
SEA,1-5,25,-12.9%,25,-12.5%,26,-14.3%,19,-4.3%
CLE,2-4,26,-17.3%,26,-17.2%,23,-11.4%,17,-3.9%
SF,2-5,27,-17.4%,27,-17.3%,28,-17.1%,15,-2.9%
STL,2-4,28,-24.1%,28,-23.5%,30,-23.4%,26,-12.4%
CIN,0-7,29,-26.6%,29,-26.2%,24,-13.5%,32,-36.7%
OAK,2-4,30,-26.9%,30,-27.0%,29,-23.3%,30,-17.7%
DET,0-6,31,-26.9%,31,-27.7%,31,-27.0%,27,-13.0%
KC,1-5,32,-38.5%,32,-38.5%,32,-39.5%,31,-27.9%
