Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NYG,10-1,1,21.3%,1,19.9%,6,31.5%,1,19.7%
SD,4-7,2,17.4%,3,16.5%,1,48.8%,25,-9.3%
DEN,6-5,3,16.6%,6,14.4%,8,29.0%,6,8.0%
NO,6-5,4,15.6%,2,17.5%,5,33.3%,11,1.2%
MIA,6-5,5,15.1%,4,15.4%,4,33.9%,10,1.3%
ATL,7-4,6,14.4%,7,14.0%,2,38.6%,9,2.1%
WAS,7-4,7,13.1%,11,9.0%,11,21.1%,2,11.4%
IND,7-4,8,12.2%,5,14.4%,7,31.1%,18,-3.2%
ARI,7-4,9,11.9%,8,12.8%,3,38.5%,27,-14.5%
NE,7-4,10,8.1%,9,11.0%,16,12.0%,5,8.9%
TEN,10-1,11,8.1%,10,10.3%,9,23.4%,13,0.9%
JAX,4-7,12,6.7%,13,6.9%,12,18.7%,16,-3.0%
GB,5-6,13,6.4%,12,7.1%,10,22.8%,14,-1.9%
NYJ,8-3,14,3.1%,14,4.4%,19,9.0%,3,10.0%
PHI,5-5-1,15,2.8%,17,0.9%,17,10.2%,12,1.0%
CAR,8-3,16,2.2%,15,3.1%,14,15.6%,7,7.0%
DAL,7-4,17,1.4%,22,-4.4%,20,8.5%,4,9.2%
HOU,4-7,18,1.1%,16,1.6%,15,14.8%,19,-4.7%
BAL,7-4,19,-0.9%,19,-0.8%,21,7.3%,8,3.1%
PIT,8-3,21,-3.1%,20,-2.2%,22,7.3%,17,-3.0%
CHI,6-5,22,-3.3%,21,-3.9%,18,9.9%,22,-5.7%
BUF,6-5,23,-5.6%,23,-7.5%,23,4.7%,23,-8.3%
MIN,6-5,24,-9.8%,26,-11.8%,25,-5.5%,21,-5.5%
CLE,4-7,25,-12.5%,25,-10.8%,27,-8.4%,15,-2.9%
KC,1-10,26,-13.8%,24,-8.5%,24,-3.2%,30,-20.0%
SEA,2-9,27,-15.0%,27,-14.5%,29,-13.6%,20,-5.5%
SF,3-8,28,-16.7%,29,-17.5%,28,-11.3%,24,-8.5%
CIN,1-9-1,29,-18.6%,28,-16.6%,26,-5.8%,32,-28.5%
DET,0-11,30,-27.1%,30,-26.8%,30,-25.7%,26,-14.1%
OAK,3-8,31,-29.4%,31,-29.7%,31,-29.2%,28,-15.5%
STL,2-9,32,-36.2%,32,-37.2%,32,-35.7%,31,-24.0%
TB,8-3,32,-36.2%,32,-37.2%,32,-35.7%,31,-24.0%
