Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,2-0,1,43.0%,1,43.0%,1,41.4%,1,41.4%,13,-6.2%,13,-6.2%,24,-4.6%,24,-4.6%
WAS,1-1,2,36.4%,2,36.4%,9,10.7%,9,10.7%,1,-35.3%,1,-35.3%,28,-9.6%,28,-9.6%
CIN,2-0,3,29.3%,3,29.3%,5,20.9%,5,20.9%,8,-12.6%,8,-12.6%,19,-4.2%,19,-4.2%
SEA,1-1,4,29.3%,4,29.3%,2,39.0%,2,39.0%,23,6.8%,23,6.8%,16,-2.9%,16,-2.9%
BUF,2-0,5,26.1%,5,26.1%,10,10.1%,10,10.1%,16,-0.2%,16,-0.2%,1,15.8%,1,15.8%
CAR,2-0,6,25.0%,6,25.0%,13,2.9%,13,2.9%,3,-26.3%,3,-26.3%,20,-4.2%,20,-4.2%
DET,1-1,7,22.8%,7,22.8%,11,8.5%,11,8.5%,2,-27.6%,2,-27.6%,31,-13.3%,31,-13.3%
ARI,2-0,8,21.1%,8,21.1%,21,-6.0%,21,-6.0%,4,-22.4%,4,-22.4%,4,4.7%,4,4.7%
NE,1-1,9,16.5%,9,16.5%,22,-6.2%,22,-6.2%,5,-19.9%,5,-19.9%,7,2.8%,7,2.8%
CHI,1-1,10,16.4%,10,16.4%,8,14.0%,8,14.0%,12,-8.2%,12,-8.2%,27,-5.8%,27,-5.8%
GB,1-1,11,12.5%,11,12.5%,7,14.6%,7,14.6%,24,9.6%,24,9.6%,2,7.6%,2,7.6%
PHI,2-0,12,12.5%,12,12.5%,18,-1.2%,18,-1.2%,6,-18.1%,6,-18.1%,23,-4.4%,23,-4.4%
BAL,1-1,13,6.7%,13,6.7%,15,2.1%,15,2.1%,9,-10.3%,9,-10.3%,26,-5.8%,26,-5.8%
SF,1-1,14,4.7%,14,4.7%,14,2.1%,14,2.1%,15,-2.2%,15,-2.2%,12,0.4%,12,0.4%
TEN,1-1,15,1.8%,15,1.8%,19,-2.3%,19,-2.3%,11,-8.3%,11,-8.3%,21,-4.2%,21,-4.2%
HOU,2-0,16,1.7%,16,1.7%,12,3.0%,12,3.0%,14,-3.6%,14,-3.6%,25,-4.9%,25,-4.9%
DAL,1-1,17,0.6%,17,0.6%,16,1.3%,16,1.3%,21,5.5%,21,5.5%,3,4.8%,3,4.8%
ATL,1-1,18,-0.1%,18,-0.1%,6,17.5%,6,17.5%,28,21.5%,28,21.5%,6,3.9%,6,3.9%
NO,0-2,19,-0.1%,19,-0.1%,3,23.6%,3,23.6%,31,27.8%,31,27.8%,5,4.1%,5,4.1%
CLE,1-1,20,-4.9%,20,-4.9%,4,22.2%,4,22.2%,30,27.8%,30,27.8%,11,0.8%,11,0.8%
NYJ,1-1,21,-10.5%,21,-10.5%,23,-7.4%,23,-7.4%,17,2.7%,17,2.7%,13,-0.4%,13,-0.4%
PIT,1-1,22,-11.8%,22,-11.8%,17,1.0%,17,1.0%,26,14.5%,26,14.5%,9,1.7%,9,1.7%
MIA,1-1,23,-14.1%,23,-14.1%,20,-4.3%,20,-4.3%,10,-10.0%,10,-10.0%,32,-19.8%,32,-19.8%
MIN,1-1,24,-17.3%,24,-17.3%,29,-27.7%,29,-27.7%,7,-14.3%,7,-14.3%,18,-3.9%,18,-3.9%
SD,1-1,25,-17.8%,25,-17.8%,24,-8.0%,24,-8.0%,25,12.4%,25,12.4%,8,2.7%,8,2.7%
TB,0-2,26,-26.7%,26,-26.7%,26,-18.3%,26,-18.3%,19,4.1%,19,4.1%,22,-4.3%,22,-4.3%
OAK,0-2,27,-32.1%,27,-32.1%,28,-22.2%,28,-22.2%,22,6.6%,22,6.6%,17,-3.2%,17,-3.2%
IND,0-2,28,-33.4%,28,-33.4%,25,-12.3%,25,-12.3%,29,21.9%,29,21.9%,10,0.8%,10,0.8%
STL,1-1,29,-44.4%,29,-44.4%,30,-28.9%,30,-28.9%,27,14.7%,27,14.7%,14,-0.9%,14,-0.9%
NYG,0-2,30,-48.7%,30,-48.7%,31,-30.8%,31,-30.8%,20,5.2%,20,5.2%,30,-12.7%,30,-12.7%
JAX,0-2,31,-56.6%,31,-56.6%,32,-41.3%,32,-41.3%,18,3.9%,18,3.9%,29,-11.4%,29,-11.4%
KC,0-2,32,-57.5%,32,-57.5%,27,-19.5%,27,-19.5%,32,35.3%,32,35.3%,15,-2.8%,15,-2.8%
