Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,7-2,1,35.9%,1,34.8%,1,23.6%,1,22.5%,2,-16.6%,2,-16.9%,25,-4.3%,27,-4.6%
BAL,6-4,2,22.4%,2,23.9%,12,8.9%,11,8.9%,9,-5.5%,9,-5.7%,2,7.9%,2,9.3%
SEA,6-3,3,20.8%,6,16.9%,5,13.2%,8,10.5%,7,-10.6%,8,-9.7%,23,-3.0%,24,-3.3%
GB,6-3,4,20.5%,4,20.5%,2,20.5%,2,21.1%,12,-0.5%,12,-0.8%,15,-0.5%,19,-1.4%
PHI,7-2,5,18.9%,3,21.0%,14,-0.8%,14,-0.9%,8,-10.0%,6,-11.6%,1,9.7%,1,10.3%
MIA,5-4,6,14.7%,5,17.7%,13,4.9%,13,5.6%,4,-15.7%,4,-16.4%,30,-5.9%,26,-4.2%
IND,6-3,7,12.7%,7,14.5%,7,11.0%,7,11.3%,18,3.4%,18,2.3%,5,5.1%,4,5.5%
DET,7-2,8,11.8%,9,11.7%,23,-7.0%,23,-7.5%,1,-26.7%,1,-26.6%,32,-8.0%,32,-7.4%
NO,4-5,9,11.5%,8,13.8%,4,13.9%,4,13.4%,19,3.5%,15,0.7%,12,1.1%,12,1.1%
NE,7-2,10,10.5%,11,10.9%,9,10.1%,6,12.1%,23,6.2%,26,8.5%,3,6.6%,3,7.3%
DAL,7-3,11,9.8%,12,10.8%,6,12.0%,5,12.5%,13,0.3%,13,-0.8%,21,-1.9%,22,-2.5%
KC,6-3,12,8.6%,10,11.3%,11,9.2%,9,10.2%,20,3.6%,19,2.5%,8,3.0%,7,3.6%
ARI,8-1,13,7.1%,14,6.7%,24,-9.3%,24,-9.5%,3,-16.6%,3,-16.8%,14,-0.1%,17,-0.6%
PIT,6-4,14,6.8%,13,7.0%,3,17.7%,3,17.7%,27,9.4%,25,8.5%,19,-1.5%,21,-2.2%
BUF,5-4,15,5.6%,15,4.9%,27,-14.3%,28,-15.9%,5,-14.4%,5,-16.2%,4,5.5%,5,4.6%
SF,5-4,16,1.4%,16,0.7%,19,-3.8%,19,-5.0%,6,-10.7%,7,-11.5%,28,-5.6%,30,-5.8%
CLE,6-3,17,-1.0%,17,-1.7%,15,-1.1%,18,-4.7%,11,-0.7%,11,-3.3%,16,-0.7%,15,-0.3%
ATL,3-6,18,-2.9%,19,-6.5%,8,10.2%,12,8.1%,32,16.4%,32,17.5%,7,3.4%,8,3.0%
SD,5-4,19,-4.4%,18,-5.4%,10,9.9%,10,10.0%,31,14.3%,31,15.2%,13,0.0%,14,-0.2%
CIN,5-3-1,20,-5.3%,22,-10.6%,20,-4.0%,22,-7.4%,22,5.0%,24,7.8%,6,3.7%,6,4.6%
HOU,4-5,21,-8.7%,20,-8.3%,21,-4.9%,20,-5.3%,10,-2.4%,10,-3.4%,31,-6.2%,31,-6.4%
WAS,3-6,22,-9.3%,23,-11.6%,17,-1.8%,17,-4.5%,17,2.7%,21,3.9%,26,-4.7%,23,-3.2%
NYG,3-6,23,-9.9%,21,-9.5%,18,-1.9%,15,-2.4%,24,6.3%,22,6.5%,20,-1.7%,16,-0.6%
NYJ,2-8,24,-15.8%,24,-14.3%,28,-15.8%,27,-14.5%,15,1.8%,17,1.9%,10,1.7%,9,2.1%
MIN,4-5,25,-16.7%,26,-14.7%,29,-17.3%,29,-15.9%,14,0.7%,16,0.7%,11,1.3%,11,1.9%
CHI,3-6,26,-16.9%,28,-22.0%,16,-1.5%,16,-3.9%,28,9.9%,28,12.4%,27,-5.5%,29,-5.6%
STL,3-6,27,-16.9%,25,-14.5%,26,-11.5%,25,-10.9%,21,4.1%,20,2.6%,18,-1.3%,18,-1.1%
TEN,2-7,28,-18.5%,27,-18.7%,22,-6.5%,21,-6.3%,29,11.0%,30,12.6%,17,-1.1%,13,0.2%
CAR,3-6-1,29,-23.7%,31,-26.7%,25,-9.7%,26,-12.1%,30,11.8%,29,12.6%,22,-2.2%,20,-2.0%
OAK,0-9,30,-25.7%,29,-24.7%,30,-20.5%,31,-19.5%,25,7.0%,23,7.2%,9,1.8%,10,2.0%
JAX,1-9,31,-29.0%,30,-25.3%,32,-22.7%,32,-20.8%,16,2.1%,14,0.5%,24,-4.3%,25,-4.1%
TB,1-8,32,-36.6%,32,-34.0%,31,-21.6%,30,-19.3%,26,9.3%,27,9.2%,29,-5.7%,28,-5.6%
